ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0004690	Cyclic nucleotide-dependent protein kinase activity	3/2969	12/14597	0.25	1.22911754799596	0.401204017981032	0.453696083854421	0.999999862227987	0.961263786856635	LOC_00016362/LOC_00012606/LOC_00002942	3
GO:0015299	Solute:proton antiporter activity	3/2969	12/14597	0.25	1.22911754799596	0.401204017981032	0.453696083854421	0.999999862227987	0.961263786856635	LOC_00013890/LOC_00014803/LOC_00014792	3
GO:0042813	Wnt receptor activity	3/2969	12/14597	0.25	1.22911754799596	0.401204017981032	0.453696083854421	0.999999862227987	0.961263786856635	LOC_00000671/LOC_00007508/LOC_00016977	3
GO:0098988	G protein-coupled glutamate receptor activity	3/2969	12/14597	0.25	1.22911754799596	0.401204017981032	0.453696083854421	0.999999862227987	0.961263786856635	LOC_00018079/LOC_00015792/LOC_00018894	3
GO:1901505	Carbohydrate derivative transmembrane transporter activity	9/2969	41/14597	0.219512195121951	1.07922516409401	0.256686818342902	0.459819195121128	0.999999862227987	0.961263786856635	LOC_00025744/LOC_00009880/LOC_00002874/LOC_00005976/LOC_00004577/LOC_00020758/LOC_00007839/LOC_00004856/LOC_00018691	9
GO:0016667	Oxidoreductase activity, acting on a sulfur group of donors	16/2969	75/14597	0.213333333333333	1.04884697428988	0.214301197386403	0.460714612780067	0.999999862227987	0.961263786856635	LOC_00024433/LOC_00021360/LOC_00024526/LOC_00015566/LOC_00018961/LOC_00010199/LOC_00013349/LOC_00013370/LOC_00018397/LOC_00025833/LOC_00007066/LOC_00014028/LOC_00002677/LOC_00016174/LOC_00005437/LOC_00009218	16
GO:0051213	Dioxygenase activity	17/2969	80/14597	0.2125	1.04474991579656	0.202800159459257	0.463828118976581	0.999999862227987	0.961263786856635	LOC_00015679/LOC_00008803/LOC_00017569/LOC_00007425/LOC_00022601/LOC_00024052/LOC_00005122/LOC_00014873/LOC_00017436/LOC_00023893/LOC_00016292/LOC_00002524/LOC_00018874/LOC_00021454/LOC_00006534/LOC_00008111/LOC_00006759	17
GO:0001540	Amyloid-beta binding	4/2969	17/14597	0.235294117647059	1.1568165157609	0.32689404828871	0.465354410828027	0.999999862227987	0.961263786856635	LOC_00022985/LOC_00024453/LOC_00025026/LOC_00006021	4
GO:0008187	Poly-pyrimidine tract binding	4/2969	17/14597	0.235294117647059	1.1568165157609	0.32689404828871	0.465354410828027	0.999999862227987	0.961263786856635	LOC_00013996/LOC_00005511/LOC_00019514/LOC_00016182	4
GO:0015556	C4-dicarboxylate transmembrane transporter activity	4/2969	17/14597	0.235294117647059	1.1568165157609	0.32689404828871	0.465354410828027	0.999999862227987	0.961263786856635	LOC_00011418/LOC_00023545/LOC_00015918/LOC_00014518	4
GO:0019838	Growth factor binding	4/2969	17/14597	0.235294117647059	1.1568165157609	0.32689404828871	0.465354410828027	0.999999862227987	0.961263786856635	LOC_00014154/LOC_00010699/LOC_00018394/LOC_00018098	4
