gene_id	mean_beta	n_cpgs	expression	prom_beta	exon_beta	down_beta	intron_beta
LOC_00018567	0.838730111159817	246	4.99263384661249	0.0101314917929985	0.773776460357981	0.00817162343228144	0.896618782711369
LOC_00018568	0.111423572343591	5314	6.6674208616443	0.00143125228624545	0.614315500902963	0.903222815803786	0.0990691248629677
LOC_00018569	0.928273809523809	2	4.42581330466787	0.891523515311904	0.928273809523809	0.86265161298866	
LOC_00018570	0.902840619445979	792	7.74693911069506	0.00150241914947797	0.897370489626263	0.872990405871975	0.90395459725121
LOC_00018572	0.774222613446971	116	5.65258140943661	0	0.71260585202096	0.904734314810632	0.91682140417574
LOC_00018573	0.898447036451086	473	8.35394385255361	0.542013854100811	0.917503647632644	0.908616899723342	0.84242014718451
LOC_00018574	0.836418748576311	173	5.21563729339455	0.331090891744389	0.855257157797728	0.908840701567569	0.855478435773183
LOC_00018575	0.765866190697072	553	3.26865457064286	0.704591227291894	0.763222146826056	0.818762422379129	0.765965404350768
LOC_00018576	0.913192223634951	416	7.99322799922327	0.001903370559259	0.89330930818466	0.91053976571167	0.916440993246822
LOC_00018577	0.505343238518989	2	2.38399920309497	0.893018364574892	0.505343238518989	0.784361070071078	
LOC_00018578	0.85372169825087	296	3.26433411452235	0.00850368635095429	0.873215684737876	0.881237394485249	0.848344046806178
LOC_00018579	0.839228547180704	391	4.34168496118845	0.00217035105824417	0.798964094790652	0.742210619258126	0.84376416489818
LOC_00018580	0.00366654906581957	198	1.08511992592921	0.00665614440322924	0.00377963297483846	0	0.00360050806295254
LOC_00018581	0.00321674271203071	239	6.21614345195017	0.00670710868079289	0.00303300902790699	0.00455914907134419	0.00334444413787556
LOC_00018582	0.0030411758440057	865	3.53689569816714	0.000988142292490119	0.00257150756804496	0.00634321277596131	0.00315690102439372
LOC_00018583	0.00264620300131433	338	2.66619393332021	0.00213990554899646	0.00254337287919378	0.00376475376475377	0.00267162594663565
LOC_00018584	0.924407502131287	5	6.34278400854444	0.517070710698162	0.924407502131287	0.859354200214915	
LOC_00018585	0.0470196603381497	295	8.06734239369124	0.0044152376492607	0.0775434603893978	0.867526035984174	0.0361044551131159
LOC_00018586	0.00254721552812509	1454	5.03674471383295	0.00248527372506501	0.00230750761833442	0.00319106970953756	0.00259489655009235
