gene_id	mean_beta	n_cpgs	expression
LOC_00005435	0.305448582494163	454	3.79877795103197
LOC_00005436	0.0117405360716991	487	5.58383134210582
LOC_00005437	0.827567704322104	191	8.63844685378721
LOC_00005438	0.712245438469592	742	11.6834171914031
LOC_00005439	0.00306898588963432	540	4.42449656410642
LOC_00005440	0.85061601406005	466	7.55824925211446
LOC_00005441	0.00281313294861436	290	7.03124157468904
LOC_00005442	0.00285996211365088	130	1.9088472773394
LOC_00005443	0.00666666666666667	3	3.01994505942216
LOC_00005444	0.0033105756751164	841	4.00462458726587
LOC_00005445	0.843464117422424	257	10.1621359099154
LOC_00005446	0.922436303320717	1061	10.3814341614914
LOC_00005447	0.0407349016363768	521	10.2170207980034
LOC_00005448	0.755058350122721	896	9.50341034206767
LOC_00005449	0.835082007454009	156	5.89093685496465
LOC_00005450	0.895828890128622	276	9.32779923918483
LOC_00005451	0.0210379901696149	3045	6.15144428251392
LOC_00005452	0.00380801037129147	733	2.07100030794937
LOC_00005453	0.00627404126802326	1196	6.40295681606934
LOC_00005454	0.896374286855692	228	11.0297854072724
LOC_00005455	0.00436054517455113	773	4.57705984515857
LOC_00005457	0.861921328933199	275	4.86587863571439
LOC_00005458	0.77565633492337	135	5.99294674251289
LOC_00005459	0.684224532747235	288	8.0328725521749
LOC_00005460	0.8920570979073	540	9.52160278141766
LOC_00005461	0.191167830352396	1117	7.60172723579945
LOC_00005462	0.723154271011974	28	2.7881461706328
LOC_00005463	0.0049294790039591	750	4.66155476112239
LOC_00005464	0.464410954870573	1329	8.52747737916886
LOC_00005465	0.924785829923815	7	6.43433777178072
LOC_00005466	0.924514231403334	49	8.70445954145744
LOC_00005467	0.861042573099735	185	5.79913834048481
LOC_00005468	0.00933188101221263	192	0.932623939810295
LOC_00005469	0.869069226501718	435	8.69876660591363
LOC_00005470	0.853159746955004	188	5.86070687111423
LOC_00005471	0.517555144814202	967	15.6572519494995
LOC_00005472	0.00298680168162341	124	2.27239571888882
LOC_00005473	0.00271610378090618	1745	5.10514982360611
LOC_00005474	0.00338458760745588	1330	1.08511992592921
LOC_00005475	0.541482299669505	2799	13.6874429174517
XLOC_020920U_lncRNA	0.471146886424687	62	1.08511992592921
LOC_00005477	0.015625	12	2.88849474224924
LOC_00005478	0.123664776036307	1279	6.88351780409129
LOC_00005479	0.00311275912538217	2652	9.38455297095191
LOC_00005480	0.900551157351985	406	8.04796394209057
LOC_00005481	0.694261035288037	139	10.2166215766777
LOC_00005482	0.899283929488103	571	6.96260764156704
LOC_00005483	0.856464583554319	4	10.450304476577
LOC_00005484	0.76185283996573	117	12.9761544087326
LOC_00005485	0.834035946906245	108	8.5099913973239
LOC_00005486	0.00895393668831169	32	3.85820633297692
LOC_00005487	0.00347558376296939	1088	11.1241795232555
LOC_00005488	0.00542001911265664	244	10.1937788079944
LOC_00005491	0.842672089937065	504	6.94862317270578
LOC_00005492	0.8447575951001	191	11.2985347763602
LOC_00005493	0.812280967888773	308	9.73543563173537
LOC_00005494	0.792046458101553	393	11.0667495976386
LOC_00005495	0.848113589690433	231	5.96902859756223
LOC_00005496	0.898908503691236	92	4.75621521119194
LOC_00005497	0.00308641975308642	18	7.36781315831478
LOC_00005498	0.852562396645685	139	6.07925545796745
LOC_00005499	0.849984200996804	189	8.24620385079907
LOC_00005500	0.720482162941584	83	7.13539243386136
XLOC_020939U_lncRNA	0.0188701021804691	46	2.61812518189341
LOC_00005503	0.893068408793842	381	7.67113446145268
LOC_00005505	0.868658727209933	256	9.45899417332253
LOC_00005506	0.48327436183524	53	6.52764948462106
LOC_00005507	0.612906025111231	328	10.0763521097004
LOC_00005510	0.00215106242678625	198	0.932623939810295
LOC_00005511	0.926521811553217	687	10.4964617914042
LOC_00005512	0.847553094558898	832	11.1353025190339
LOC_00005513	0.849951739498412	233	5.50578223877687
LOC_00005514	0.855769543359649	340	10.2492985911835
LOC_00005515	0.819552168313288	373	7.55497477997168
LOC_00019490	0.262270416967161	516	6.28023326587261
LOC_00019491	0.0579268125608236	66	1.15151862824451
LOC_00019493	0.708105434570699	74	9.77268416135362
LOC_00019494	0.742055435329414	180	5.3313657304899
LOC_00019496	0.00442536120977601	97	4.67663240415588
LOC_00019497	0	1	1.07614286665468
LOC_00019498	0.00501143380754777	155	6.4426056701216
LOC_00019500	0.00343740116221905	247	7.34483954784557
LOC_00019503	0.00410983360860969	254	1.09150352447465
LOC_00019504	0.78305953722056	286	4.69722250913987
LOC_00019505	0.250241539818317	323	2.12496187003669
XLOC_021852U_lncRNA	0.00434920634920635	25	0.932623939810295
XLOC_021385U_lncRNA	0.001089680723548	46	1.23502245131903
LOC_00019506	0.814170448680592	22	12.557322440698
LOC_00019507	0.899639119874678	454	12.7080966613579
LOC_00019508	0.766666094456654	650	7.59353830508069
LOC_00019509	0.00241545893719807	9	3.47570672413985
LOC_00019510	0.906484064468906	419	9.56064441543003
LOC_00019511	0.00542227833894501	90	0.932623939810295
LOC_00019512	0.849682052733663	1359	5.48891997966709
LOC_00019513	0.898375959199943	194	8.34957945289463
LOC_00019514	0.897090889486858	778	7.42008061079998
XLOC_021390U_lncRNA	0.00341966675577452	444	6.15661854212492
LOC_00019515	0.00142045454545455	22	0.932623939810295
XLOC_021394U_lncRNA	0.00227211148852385	499	1.07614286665468
LOC_00019516	0.469813361341112	623	11.8504055014015
LOC_00019517	0.80973192599807	171	12.0494364922822
LOC_00019518	0.00292983253733192	372	8.09529599346923
LOC_00019519	0.00343146171881316	57	1.09150352447465
LOC_00019520	0	6	0.932623939810295
LOC_00019521	0	20	1.45522222622151
XLOC_021396U_lncRNA	0.000657894736842105	19	0.932623939810295
LOC_00019522	0.00796425796425796	21	0.932623939810295
LOC_00019523	0.00415345524041176	46	4.10234405663295
XLOC_021867U_lncRNA	0.45738836126246	190	2.67371816584156
LOC_00019524	0.945442590061011	15	2.61880285017912
XLOC_021868U_lncRNA	0.0013419216317767	30	0.932623939810295
LOC_00019525	0.00512459734712706	178	0.932623939810295
LOC_00019526	0	13	0.932623939810295
LOC_00019527	0.00205627705627706	40	0.932623939810295
LOC_00019528	0.02	5	0.932623939810295
LOC_00019529	0.00111749680715198	32	0.932623939810295
LOC_00019530	0.00347222222222222	9	0.932623939810295
LOC_00019531	0	10	0.932623939810295
LOC_00019532	0.00133631800298467	78	0.932623939810295
LOC_00019534	0.00206601195016527	60	0.932623939810295
LOC_00019533	0	3	0.932623939810295
LOC_00019535	0.000666666666666667	30	0.932623939810295
LOC_00019536	0.00540340388121606	117	0.932623939810295
LOC_00019537	0	26	0.932623939810295
LOC_00019538	0.000700280112044818	51	0.932623939810295
LOC_00019539	0.00400180280001986	166	0.932623939810295
LOC_00019540	0.00524646330680813	58	1.07614286665468
LOC_00019541	0.00446076927011406	49	0.932623939810295
LOC_00019542	0.00272311966546371	92	0.932623939810295
LOC_00019543	0.00239427948723748	106	1.23502245131903
LOC_00019544	0.00249287749287749	39	0.932623939810295
XLOC_021887U_lncRNA	0.0028828197945845	42	0.932623939810295
LOC_00019545	0.000850340136054422	28	0.932623939810295
LOC_00019546	0.00193888032871084	59	0.932623939810295
XLOC_021890U_lncRNA	0	8	0.932623939810295
LOC_00019547	0.00183869949494949	80	1.09150352447465
LOC_00019548	0.00190217391304348	46	0.932623939810295
LOC_00019549	0.00523291641007952	95	0.932623939810295
LOC_00019550	0.002803196433495	188	0.932623939810295
LOC_00019551	0.00232618343195266	52	0.932623939810295
LOC_00019552	0.00449751148919816	93	2.87922580408509
LOC_00019553	0.00287925578830627	604	1.30394790320712
LOC_00019554	0.232071827875255	660	8.67448075181333
LOC_00019555	0.0204063574046947	110	3.35175151711178
LOC_00019556	0.00389748325163976	61	7.47685463173907
LOC_00019557	0.0029195623854696	624	7.18380865070122
LOC_00019558	0.255005777001967	65	5.17115658570868
LOC_00019560	0.743682833634331	168	6.69579615410996
LOC_00019559	0.664093137254902	2	3.20217185274895
LOC_00019561	0.00486080945198592	75	9.21218178229228
LOC_00019562	0.5983927624977	389	7.05192587700778
LOC_00019563	0.695245567662429	653	9.60381921246946
LOC_00019564	0.00642691756929088	622	7.21392439866603
LOC_00019566	0.0028929498094721	3327	3.2735070683509
LOC_00019567	0.2552533063526	464	8.48574997231564
LOC_00019568	0.0194324006741329	5153	8.88263861468831
LOC_00019569	0.00314136218786515	678	10.7060374199069
LOC_00019570	0.00250980392156863	25	2.84304802311887
LOC_00019571	0.884153608686812	263	12.6869626275414
LOC_00019573	0.343495617724864	722	6.14869098180017
LOC_00019574	0.820159784303218	60	2.32146794582454
LOC_00019576	0.889320626476262	477	8.89105243072311
LOC_00019578	0.00299327256303753	457	4.68265823237238
LOC_00019579	0.00409403250547091	653	3.73914389296518
LOC_00019581	0.887467231864678	414	10.9117066248297
LOC_00019582	0.621298673185486	251	3.56281439575071
LOC_00019585	0.0138448451002085	9271	8.29245453506661
LOC_00019587	0.00231481481481482	36	5.08055225243633
LOC_00019589	0.072590522244636	75	3.60305741409927
XLOC_021920U_lncRNA	0.00187774098521908	84	3.45035610364991
XLOC_021431U_lncRNA	0.00303601078239881	204	3.7561403223
LOC_00019591	0.0272077233210817	5932	8.23657386137696
LOC_00019592	0.000557413600891862	39	2.31240975248043
XLOC_021931U_lncRNA	0.0030896215571672	145	4.46895363439467
LOC_00019593	0.00328242880512301	1285	3.42040953981656
XLOC_021435U_lncRNA	0.00284090909090909	16	1.22863885277359
LOC_00019594	0.0168468679598438	4173	6.35853204171469
LOC_00019595	0.132897787508837	437	4.49873230797084
LOC_00019596	0.00331390458079304	784	9.8303382993395
XLOC_021442U_lncRNA	0.00482982365398627	252	0.932623939810295
LOC_00019597	0.00306020154770944	441	1.37493801905292
LOC_00019598	0.0084077380952381	16	2.30336741043922
LOC_00019599	0.00335001019989454	381	5.14493609012803
LOC_00019601	0.562565373909354	1281	6.90448549226638
LOC_00019602	0.419608228490865	3936	8.20200346918973
LOC_00019603	0.00513880704954253	325	3.95939271987757
LOC_00019604	0.00458007545263184	507	2.90151807816446
LOC_00019605	0.654626767766274	14	5.2766455566177
XLOC_021948U_lncRNA	0.00441274735620032	279	5.20925769707619
LOC_00019607	0.871494289289466	989	8.83788667956679
LOC_00019609	0.00377593705445995	1613	8.77776658315983
XLOC_021456U_lncRNA	0.00111832611832612	63	11.7276435766852
LOC_00019610	0.00318656673460756	1476	2.47351904616589
XLOC_021952U_lncRNA	0.00450230438799357	346	2.59004275170455
LOC_00019611	0.00253391544261637	452	12.424777307579
LOC_00019612	0.00213675213675214	13	3.39748305118778
LOC_00019613	0.00287633858964056	2752	7.0632448356574
LOC_00019614	0.0017878946450375	77	7.52483850177236
LOC_00019615	0.00289651041754412	1180	5.80498255493249
LOC_00019616	0.00319830980056602	648	8.66924579046092
LOC_00019617	0.00335321293914612	1209	4.0627249669431
XLOC_021461U_lncRNA	0.00590858525428838	64	1.93409606021143
LOC_00019619	0.860519784936716	449	8.68856850941325
LOC_00019620	0.794892641054132	316	4.62506632178074
LOC_00019621	0.739533195794806	7	5.65841487573016
LOC_00019622	0.00317654664552328	365	7.1765001122295
LOC_00019623	0.665378796666285	260	10.7986668920946
LOC_00019625	0.318825474806866	396	8.97135337060695
LOC_00019626	0.876553078995417	625	8.80060209097182
LOC_00019627	0.0665190725821582	322	5.52875098466688
LOC_00019628	0.739024327114447	826	7.44624937992827
LOC_00019629	0.276929042640583	158	9.81346991282624
LOC_00019630	0.889926850375029	269	4.81824094292481
XLOC_021469U_lncRNA	0.454704255000433	24	2.84309318723103
LOC_00019631	0.939708414626559	14	8.45137375229037
LOC_00019632	0.274694856315906	1720	4.23630500134374
LOC_00019634	0.523929773929774	3	2.87141145218481
LOC_00019635	0.252064327538124	2133	4.43118660881823
LOC_00019636	0.861249050741285	350	10.1338316412154
LOC_00019637	0.00452477397205293	708	12.0574072499832
LOC_00019638	0.00677794434366693	1640	9.40866713111399
LOC_00019639	0.877744031641944	96	5.73178972176956
LOC_00019640	0.0273978842864537	1294	7.01069726896351
LOC_00019641	0.674265276549759	5	1.14376323207451
LOC_00019643	0.359630631970338	27	1.28527404550331
LOC_00019645	0.006755331540424	2299	5.96507268373593
LOC_00019646	0.00338184066582827	843	10.6079465123832
LOC_00019648	0.00595740037142163	726	2.55862116252619
LOC_00019649	0.708110966444126	39	3.17122913383793
LOC_00019650	0.00108225108225108	42	6.24491068623526
LOC_00019651	0.00484391040514294	876	5.94423206336679
LOC_00019652	0.0050681100660389	562	5.16412881661514
LOC_00019653	0.00281547240133071	996	4.4673422723127
LOC_00019654	0.772069907805737	332	9.62146567218883
LOC_00019655	0.00332603201046416	659	3.58406083390725
LOC_00019656	0.00322154905166567	384	3.08818819650408
LOC_00019657	0.00277200644459749	1431	4.4824509782559
LOC_00019658	0.00319976621258658	1111	4.41766611553119
LOC_00019659	0.00361187125516715	822	4.22312949529503
LOC_00019660	0.00303045451330847	1731	3.66314622577361
LOC_00019661	0.00327227302898444	149	3.24435822127599
LOC_00019662	0.837032407419413	139	6.38657004245732
LOC_00019663	0.00288646403285179	2801	3.20592222696524
LOC_00019665	0.81148209105519	452	11.5910817986545
LOC_00019666	0.938987392600726	69	6.15139915490852
LOC_00019667	0.83608628684612	400	4.85245054125471
LOC_00019668	0.751034253173787	629	6.21237480374721
LOC_00019669	0.00264114173731296	233	3.7785656698118
LOC_00019670	0.00306897106486886	322	0.932623939810295
LOC_00019671	0.00231503139330525	329	0.932623939810295
LOC_00019672	0.00293501419823898	257	0.932623939810295
LOC_00019673	0.00423368185460486	469	0.932623939810295
LOC_00019674	0.0613125440258374	19190	11.4032048916761
XLOC_021495U_lncRNA	0.00255785862375867	280	1.89381119731768
LOC_00019680	0.00345098048915586	120	2.68649386439959
LOC_00019681	0.00434742569839279	549	4.70736866087478
LOC_00019682	0.00348458948787041	760	6.52811180996865
LOC_00019683	0.00316734527101381	524	1.22863885277359
LOC_00019686	0.594010108803523	225	1.23502245131903
LOC_00019687	0.324352980318497	1275	4.33026042006325
LOC_00019688	0.913022999102528	296	3.98115736426939
LOC_00019689	0.904427086318633	59	5.00781454068582
LOC_00019690	0.732013301433611	1343	8.13742458499216
LOC_00019691	0.00463302938839056	1255	9.21882899004982
LOC_00019692	0.396900406893186	1001	8.02535743758519
LOC_00019693	0.776362863370208	98	6.20148957023186
LOC_00019694	0.0048440065681445	7	5.04509500718475
LOC_00019695	0.205913206181448	2087	7.06930149562334
LOC_00019696	0.267796959821123	2345	9.85213185354199
LOC_00019697	0.888279271273813	214	5.67766655957217
LOC_00019698	0.330071687231934	854	11.0370955749655
XLOC_021510U_lncRNA	0.00578711440720276	44	2.27878628224687
LOC_00019699	0.894247102614842	586	10.8411320454949
LOC_00019700	0.0519501858167995	2498	9.00736322573023
LOC_00019703	0.896299299933299	487	7.49374571158811
LOC_00019704	0.00232911464928519	560	2.52514897873834
XLOC_022028U_lncRNA	0.00456136869194249	155	6.14198159917165
XLOC_021517U_lncRNA	0.00352215943110389	268	3.3801499617721
LOC_00019707	0.0570975337937268	6194	5.07794948167701
LOC_00019708	0.796372482177034	100	7.32227557864481
LOC_00019710	0.43010040116348	901	8.24721709448204
LOC_00019711	0.708742872198879	179	9.20680751621611
LOC_00019712	0.901368718480409	227	10.581792009061
LOC_00019713	0.017978995066177	561	4.64443660383574
LOC_00019714	0.112278186180667	257	2.08135996597507
LOC_00019715	0.878205674903192	293	8.15511510493187
LOC_00019716	0.781733261688007	261	6.75679125147425
LOC_00019717	0.639652375942862	1136	7.66116773643937
LOC_00019718	0.468721041938236	1041	6.09906207606956
LOC_00019719	0.654300830445462	233	6.08474151969384
LOC_00019723	0.41679194386579	1353	6.0016746649266
LOC_00019724	0.440032152683866	281	5.65813036288696
LOC_00019725	0.53741996596551	102	6.22762213844722
LOC_00019726	0.381493018208516	187	1.7363189016054
LOC_00019727	0.851087093818475	189	8.96921450442518
LOC_00019728	0.819609879887563	539	11.8194053764586
LOC_00019729	0.696194037789749	52	5.35504841982954
LOC_00019730	0	6	4.02568932247978
XLOC_021534U_lncRNA	0.00316278777536088	108	1.08511992592921
LOC_00019731	0.834694792271727	262	6.63752314038191
LOC_00019732	0.0194444444444444	18	1.09150352447465
LOC_00019733	0.217160595945974	2548	4.07407358046257
LOC_00019734	0.0038424444670726	2149	3.60309094542386
LOC_00019735	0.906245155786291	430	4.98995772938056
LOC_00019736	0.889213823814302	65	7.19297856623312
LOC_00019737	0.0573423288397706	946	8.23848469343444
LOC_00019738	0.626634990781785	663	12.496040701895
LOC_00019739	0.0311845553898721	699	4.97839252079087
LOC_00019740	0.857204356883653	262	8.38199857561028
LOC_00019741	0.00519886363636364	20	1.23632753778729
LOC_00019742	0.0589864787680566	931	5.21690534061493
LOC_00019744	0.381323333917864	1927	6.27033832043319
LOC_00019745	0.544790240235684	813	10.1142146830243
LOC_00019746	0.269920332958639	224	5.43459944427006
LOC_00019747	0.0289396092592647	5609	8.92718698456606
LOC_00019748	0.011039886039886	6	2.65669216390398
LOC_00019749	0.94154520491211	626	8.97897760620039
LOC_00019750	0.947046989829154	105	2.68718320698691
LOC_00019751	0.769853665283788	116	4.4617100054122
LOC_00019752	0.921341493716053	63	5.61845680706922
LOC_00019753	0.00275389255685365	1759	3.65739829783909
LOC_00019754	0.418996817509337	1916	6.11983412012526
LOC_00019755	0.822671418480741	157	8.9026817508628
LOC_00019756	0.921687834300911	115	4.69729918730607
LOC_00019757	0.912936556553384	17	2.63997226767964
XLOC_022056U_lncRNA	0.006316279756481	929	3.87754908994369
LOC_00019758	0.00453976646045198	2467	5.07178288597548
LOC_00019759	0.0035560882226751	529	4.73784928352248
LOC_00019760	0.0018943557004673	238	2.35310736702828
LOC_00019761	0.00180599612300643	97	3.95345162896039
LOC_00019762	0.00335065428148903	1135	7.09041722437178
LOC_00019766	0.114545131180135	541	7.88196419084195
LOC_00019767	0.00332239220474515	125	4.30564125617021
LOC_00019768	0.00273715652928038	488	5.90409383111319
LOC_00019769	0.897501301665775	286	9.31410560407768
LOC_00019770	0.808577092436698	868	6.70162686686344
LOC_00019771	0.0888936675811465	564	5.55911903328258
LOC_00019772	0.731630622579714	2422	6.59834938726687
LOC_00019773	0.807431214298265	221	5.00913698946623
LOC_00019774	0.88110676769554	165	9.14700932592611
LOC_00019775	0.719466557711661	96	0.932623939810295
LOC_00019776	0.0631636156378296	258	0.932623939810295
LOC_00019777	0.869944607837531	1237	5.14999566421389
XLOC_021567U_lncRNA	0.00255217187551624	205	11.8492462660995
LOC_00019778	0.820160474568703	299	4.81014050386781
LOC_00019779	0.725250947947093	410	3.63207917515037
XLOC_021569U_lncRNA	0.00208333333333333	40	3.79166377015455
LOC_00019782	0.0990659228952077	419	3.94748045191861
LOC_00019783	0.71600705032218	17	3.64139950003109
LOC_00019784	0.874719872651858	8	3.581843413958
LOC_00019785	0.0702872476482258	4764	7.1085585439379
LOC_00019787	0.832243687774024	520	9.84852056777824
LOC_00019788	0.90399036429521	1230	12.5104772362352
LOC_00019789	0.039321835672141	7982	9.58703149490211
LOC_00019790	0.180449388811859	705	3.82308719394182
LOC_00019791	0.291168036928514	1851	13.8374862881937
LOC_00019792	0.00293930015395747	926	8.72740830166233
LOC_00019793	0.00553535298173957	1119	3.07641914604984
LOC_00019794	0.00367225214877129	325	6.96757629803754
LOC_00019795	0.00318988742436016	724	7.48199352019228
LOC_00019796	0.00323203984526601	584	5.6084674793936
LOC_00019797	0.0022667858155175	184	3.79342137249478
LOC_00019798	0.0029107410421349	46	2.26455753330648
LOC_00019799	0.819251661588003	310	7.33512437994893
LOC_00019800	0.892409279757509	515	6.90229285470245
XLOC_022089U_lncRNA	0.00305138068519601	614	3.22130231053791
LOC_00019801	0.143805797555844	3350	9.45408331649945
LOC_00019802	0.0461587782453041	7237	6.99289888068095
LOC_00019803	0.756230057061786	503	3.22495516050569
LOC_00019804	0.119712076023577	587	1.73404266444135
LOC_00019805	0.00246514154953584	477	4.84947275726932
LOC_00019806	0.810410368629437	110	5.26820951119366
LOC_00019807	0.842244297641751	269	5.9198870970862
LOC_00019809	0.00290085379114547	269	0.932623939810295
LOC_00019810	0.843663628053193	973	9.32777413597213
LOC_00019811	0.00323014711981633	870	4.48890529893928
LOC_00019812	0.00343830695482649	968	5.36066960557323
LOC_00019813	0.00446659122821483	1621	3.39346370660568
LOC_00019814	0.631844252060317	333	10.3958614529428
LOC_00019815	0.00473389825655091	244	7.57931062412996
LOC_00019816	0.00295923668713589	4889	3.84902593617888
LOC_00019817	0.00888585099111415	11	0.932623939810295
LOC_00019818	0.722259680343537	40	1.09150352447465
LOC_00019819	0.00293132683549377	294	1.50410202278122
LOC_00019820	0.0411567610403844	14054	4.87476407086131
LOC_00019821	0.87561608529573	225	6.89635700251503
LOC_00019822	0.851439944721926	378	7.42526590230623
LOC_00019823	0.822909459137008	454	9.29989520171312
LOC_00019824	0.781904976376741	705	9.99208872366105
LOC_00019825	0.0028676307237511	556	10.2917266169269
LOC_00019826	0.00301065927956811	324	0.932623939810295
LOC_00019827	0.00253156997249013	428	0.932623939810295
LOC_00019828	0.00329358863063348	462	0.932623939810295
LOC_00019829	0.011934873530717	2559	4.21016073797631
LOC_00019830	0.786165508093064	257	5.75589986277574
LOC_00019831	0.789937426822545	242	6.53901450919309
LOC_00019832	0.504230694433886	474	10.9441265497165
XLOC_022114U_lncRNA	0.00138888888888889	40	3.5189490389046
LOC_00019833	0.00311045652583601	7910	3.93542903820483
LOC_00019835	0.00343225930852312	230	5.92427886549464
LOC_00019836	0.00624686203718809	6997	4.67898627068356
LOC_00019837	0.630599997969136	804	7.5532022769987
XLOC_021610U_lncRNA	0.840624936357341	136	3.8184198896682
LOC_00019838	0.0043331209453799	467	0.932623939810295
LOC_00019839	0.00311667538652745	368	0.932623939810295
LOC_00019840	0.00368482201460254	369	0.932623939810295
LOC_00019841	0.00345656933179984	324	1.07614286665468
LOC_00019843	0.818837340148477	550	10.6201813148162
LOC_00019844	0.868421052631579	1	4.73541010474827
LOC_00019845	0.936469321169684	161	4.29248963561884
LOC_00019846	0.861971148562261	123	4.491209472538
LOC_00019847	0.871555216515088	538	4.9597658380442
LOC_00019848	0.00326178148983002	226	1.1327780593844
LOC_00019849	0.788170935249906	664	4.76858987498569
XLOC_022127U_lncRNA	0.657869544482785	62	3.04520276322378
LOC_00019850	0.864239102787222	539	8.51863101691203
LOC_00019851	0.391936650442124	703	3.1782067415773
LOC_00019852	0.79872828562815	122	7.33688164307895
LOC_00019853	0.401525341511871	1135	8.38977115989334
LOC_00019854	0.861839827275268	662	8.0713919631942
LOC_00019855	0.680725805429976	367	1.43821086038695
LOC_00019856	0.665159691108395	6	0.932623939810295
LOC_00019857	0.63861323608031	145	1.08511992592921
LOC_00019858	0.00235173910161985	393	5.67614950005737
LOC_00019859	0.924275383445507	680	9.59548914128374
LOC_00019860	0.902790002433779	427	8.27660793231223
LOC_00019861	0.195575113139392	1635	6.06782393378234
LOC_00019862	0.885149332762994	734	8.81719866520814
LOC_00019864	0.0609404800974419	4022	9.40597801295371
LOC_00019865	0.808672736201053	151	6.32919497359015
LOC_00019866	0.8711147223073	453	6.93485368976451
LOC_00019867	0.876471758458056	239	5.38279586240248
LOC_00019868	0.00351804246340801	347	8.52492452810722
LOC_00019870	0.00407713850558417	939	2.93801841603652
LOC_00019871	0.00255020168706127	275	2.87514888874862
LOC_00019872	0.00337386509906045	256	4.01652688646686
LOC_00019873	0.00272599902534113	32	3.85860055528862
LOC_00019874	0.00223817354867735	444	6.11685908460885
LOC_00019875	0.0271386761830673	7429	8.75076127258141
LOC_00019876	0.844368293650993	4	4.4250398160242
LOC_00019877	0.903501946047177	555	8.32294464773771
LOC_00019878	0.0037325157944313	622	2.71039149473223
LOC_00019879	0.778639079486955	233	9.24754414009804
LOC_00019880	0.810067542833991	194	7.293968390533
LOC_00019881	0.306301008279926	906	8.82316497405105
LOC_00019882	0.0127177513981095	5128	6.62846331907345
LOC_00019883	0.782141775580208	96	9.85446638262853
LOC_00019884	0.510397309354439	300	5.74706763361983
LOC_00019885	0.819113175000031	139	6.33981373418693
LOC_00019886	0.166120438718318	600	11.0458894501863
LOC_00019887	0.124022127520581	819	9.15498213170438
LOC_00019888	0.583998344478852	148	13.4138954804238
LOC_00019890	0.139420673762361	2700	8.46092212890042
LOC_00019891	0.769567507548551	204	2.55247768607414
LOC_00019892	0.892908501807558	348	7.0071244627662
LOC_00019893	0.90501764994771	245	12.1177481783467
LOC_00019894	0.904589203341032	579	7.1344699263336
LOC_00019895	0.680215947212107	479	3.68795250980939
LOC_00019896	0.765720988787963	491	4.90038490816977
LOC_00019897	0.874819282197445	2181	9.02537832543458
LOC_00019898	0.585754843654793	1509	6.4035263937144
LOC_00019899	0.612801810123513	260	8.85417882939327
LOC_00019900	0.923012269257577	2032	6.26920688408287
LOC_00019902	0.00341712334585091	1517	3.96188755241227
LOC_00019903	0.809346004639047	333	4.1364855219216
LOC_00019904	0.00276417164120117	418	3.0269713785532
XLOC_022160U_lncRNA	0.00391796837270907	184	3.25206750522741
LOC_00019906	0.840295924770144	1115	4.74769734777485
LOC_00019907	0.0185628686847506	763	3.84021343482469
LOC_00019908	0.828356797295815	47	8.60113980074761
LOC_00019909	0.42564272697431	2644	10.61755274356
LOC_00019910	0.650075538818766	72	5.92618809137942
LOC_00019911	0.894370649206822	267	9.56074669849326
LOC_00019912	0.00176068376068376	65	1.48566142385498
LOC_00019913	0.00165193602693603	66	3.1798462395856
LOC_00019914	0.00431024238620147	250	1.82512844254568
LOC_00019915	0.00281254490694633	588	6.53305183697802
LOC_00019916	0.565998909769984	70	9.50344237900731
LOC_00019917	0.818146389489202	220	9.18198739130462
LOC_00019918	0.799605167686931	161	7.91846434879802
LOC_00019919	0.719965895324867	128	7.22896596233069
LOC_00019920	0.00216849333054236	346	4.50606368012682
LOC_00019921	0.783934148461913	147	11.4207961980621
LOC_00019922	0.745106475991446	243	9.55481870784175
LOC_00019923	0.00546178462949919	238	3.1008431710439
LOC_00019924	0.815946819083806	194	10.8616880121761
LOC_00019926	0.0923145255319651	578	3.98416998170709
LOC_00019927	0.00259229004818736	227	7.80498733057092
LOC_00019930	0.00413983292239069	539	8.69948150807139
XLOC_021674U_lncRNA	0.00268559677276372	45	1.92800092086288
LOC_00019932	0.000777034951911799	49	1.82352548448796
XLOC_022185U_lncRNA	0.00418134194609045	204	5.76413050091172
LOC_00019933	0.00330291317209922	86	5.68989840874562
LOC_00019934	0	12	3.05521352338651
LOC_00019935	0.159656145731759	750	9.55708500033349
XLOC_021678U_lncRNA	0.664942132837875	174	4.57890147906058
XLOC_021679U_lncRNA	0.921055936980229	12	3.59630098988727
LOC_00019936	0.38748645111629	436	8.95748407447168
LOC_00019938	0.467597357093807	417	5.399254046742
XLOC_022191U_lncRNA	0.442155564336378	161	4.8155236428894
LOC_00019939	0.788797701545236	291	8.52703580935441
LOC_00019940	0.873641689545071	397	6.24451707183908
LOC_00019942	0.799154728561677	103	5.30742670443975
LOC_00019943	0.848557692307692	1	3.66344985938928
LOC_00019944	0.874740820929529	226	5.34785338436851
LOC_00019945	0.863244489466843	163	5.57384510585825
LOC_00019946	0.836305899611313	186	6.5686023690863
LOC_00019947	0.797924020996404	71	5.84791503453976
LOC_00019949	0.267771288891888	1297	7.26511806837898
LOC_00019950	0.893749123952666	263	7.67964966384466
LOC_00019951	0.645899625228402	88	6.24342914241725
LOC_00019952	0.729702622648124	141	11.0132058408748
LOC_00019953	0.869476271020026	288	6.86365301466275
LOC_00019956	0.895116530060752	12	6.94000197663632
LOC_00019957	0.302603506014941	679	7.94730780799125
LOC_00019958	0.905388143335166	509	10.0558747164674
XLOC_021697U_lncRNA	0.682796732278115	84	6.64166150126658
LOC_00019959	0.00409048065067351	478	2.28813706940499
