gene_id	mean_beta	n_cpgs	expression
LOC_00005801	0.892928425933294	277	5.87233149045271
LOC_00005802	0.907773802967423	437	6.86002426910074
LOC_00005803	0.849554564267432	465	4.86807475932145
LOC_00005804	0.741760652103772	544	4.10334944465661
LOC_00005805	0.774557158606491	746	4.65404660241232
LOC_00005806	0.848966545711513	135	8.03378626865215
LOC_00005807	0.904761248249745	274	2.42077035129022
LOC_00005808	0.0108934903769274	8195	9.71127916012527
LOC_00005810	0.798663509108079	157	0.932623939810295
LOC_00005811	0.791287831306722	661	6.6298732121105
LOC_00005812	0.00343173703005983	7410	7.36025446764372
LOC_00005814	0	6	2.20481113929976
LOC_00005815	0.00249738628649858	903	3.07127248124972
LOC_00005816	0.737251011392706	37	4.78512916343701
LOC_00005817	0.730330277093076	1673	6.3429909264461
LOC_00005818	0.00533431153228026	546	6.41429682455937
LOC_00005819	0.858061878437441	252	7.68823326697176
LOC_00005820	0.888737817655856	506	7.28992595214282
LOC_00005821	0.0659995269006483	2003	7.90080278361364
LOC_00005822	0.895144670589918	713	5.81414559268783
LOC_00005823	0.846152272550791	575	7.34778103023844
LOC_00005825	0.0054911383988245	1194	4.55915913303028
LOC_00005827	0.850111129186935	257	7.10336660414668
XLOC_012497U_lncRNA	0.887234610755549	234	6.30203178023144
LOC_00005828	0.924853425641273	278	10.114441259285
LOC_00005829	0.001920623214871	113	12.6143162742562
LOC_00005830	0.00281025909874344	906	4.60879774030028
LOC_00005831	0.847419064165844	54	8.07140133032004
LOC_00005832	0.811726897790528	245	6.015141120587
LOC_00005834	0.870345336000586	189	6.12377124843896
LOC_00005835	0.383215162626423	597	7.11196393067613
LOC_00005836	0.885243440530194	358	6.45248923663914
LOC_00005837	0.858214054845737	282	5.4409559771055
LOC_00005838	0.818793282964948	202	5.12379480826407
LOC_00005839	0.891828206168562	311	5.52303885221478
LOC_00005840	0.722615816175875	101	6.62425811549756
LOC_00005841	0.783070921911939	186	4.57841628951373
LOC_00005842	0.572025751389922	535	9.89148814706399
LOC_00005843	0.919513445089559	316	8.79564830934216
LOC_00005844	0.879502011066985	187	5.69105493609985
LOC_00005845	0.834784809408609	386	9.24804079479822
LOC_00005846	0.821654511488114	209	7.39311519351296
LOC_00005847	0.920748235891832	405	6.35001323965699
LOC_00005848	0.00241545893719807	23	2.39513685466653
LOC_00005849	0.820629985846986	404	7.78708166706306
LOC_00005850	0.911450680201049	392	10.3592510652785
LOC_00005851	0.87384769759426	406	9.32229690061967
XLOC_013575U_lncRNA	0.872369829437965	95	2.08455104426023
LOC_00005852	0.87450684232054	131	5.86804601579461
LOC_00005853	0.818590142794739	92	6.12900182880672
LOC_00005854	0.784770883948454	97	4.43722010146685
LOC_00005855	0.764073766570093	138	7.17407322073195
XLOC_013581U_lncRNA	0.78541199078152	31	2.08906336678835
XLOC_013582U_lncRNA	0.742192275511872	418	6.8147164923995
LOC_00005856	0.855337639345304	258	4.65996005682735
XLOC_012518U_lncRNA	0.792182026958536	68	2.80185793042105
XLOC_013587U_lncRNA	0.581545464833654	328	10.3716291686869
LOC_00005858	0.867089336256059	36	1.34344758347886
XLOC_013596U_lncRNA	0.326839226241369	108	10.0200724068138
LOC_00005859	0.474613544502364	214	8.91994538515721
LOC_00005860	0.00398661970330111	111	1.4474668300515
XLOC_013599U_lncRNA	0.798376904992342	122	6.76640068642246
LOC_00005861	0.559970849995828	495	9.62090357472921
LOC_00005862	0.919734684738005	161	5.40649835171994
LOC_00005863	0.571396977022002	297	8.70356518512128
LOC_00005864	0.886277864331062	9	5.99779055589446
LOC_00005865	0.493172094805466	933	8.43337138101726
LOC_00005866	0.607589607398279	593	8.54330535885287
LOC_00005867	0.00414667423475748	1047	6.76214690878158
LOC_00005869	0.00182302265635599	102	0.932623939810295
LOC_00005870	0.514919256223747	1607	5.22547568316733
LOC_00005871	0.864832192221131	162	7.98107667580924
LOC_00005872	0.375892654206326	1012	11.2400326825378
LOC_00005873	0.838690482310158	364	6.28679401500163
LOC_00005874	0.798584510152842	100	6.78065188964617
LOC_00005875	0.00291637081924488	5224	5.85600527574391
LOC_00005876	0.792947295658551	395	10.5252397067617
