gene_id	module
LOC_00008224	turquoise
LOC_00008225	turquoise
LOC_00008226	blue
LOC_00008228	yellow
LOC_00008229	turquoise
LOC_00008230	turquoise
LOC_00008233	blue
LOC_00008234	turquoise
LOC_00008238	red
LOC_00008239	brown
LOC_00008240	green
LOC_00008241	yellow
LOC_00008242	turquoise
LOC_00008244	brown
LOC_00008246	blue
LOC_00008247	yellow
LOC_00008249	blue
LOC_00008250	blue
LOC_00008251	blue
LOC_00008252	turquoise
LOC_00008253	green
LOC_00008254	black
LOC_00008256	yellow
LOC_00008257	green
LOC_00008258	turquoise
LOC_00008259	black
LOC_00008260	red
LOC_00008261	turquoise
LOC_00008262	grey
LOC_00008264	red
LOC_00008265	yellow
LOC_00008266	yellow
LOC_00008268	turquoise
LOC_00008275	blue
LOC_00008280	turquoise
LOC_00008282	red
LOC_00008290	cyan
LOC_00008291	brown
LOC_00008292	turquoise
LOC_00008293	turquoise
LOC_00008295	red
LOC_00008296	yellow
LOC_00008297	turquoise
LOC_00008299	green
LOC_00008300	red
LOC_00008302	yellow
LOC_00008303	blue
LOC_00008305	turquoise
LOC_00008306	turquoise
LOC_00008309	turquoise
LOC_00008311	lightgreen
LOC_00008312	green
LOC_00008313	pink
LOC_00008315	black
LOC_00008316	blue
LOC_00008317	blue
LOC_00008318	greenyellow
LOC_00008319	red
LOC_00008320	brown
LOC_00008323	green
LOC_00008324	green
LOC_00008325	green
LOC_00008326	cyan
LOC_00008327	turquoise
LOC_00008328	grey
LOC_00008329	turquoise
LOC_00008330	turquoise
LOC_00008331	red
LOC_00008334	green
LOC_00008335	cyan
LOC_00008336	tan
LOC_00008337	red
LOC_00008338	turquoise
LOC_00008339	yellow
LOC_00008340	turquoise
LOC_00008341	red
LOC_00008342	tan
LOC_00008343	black
LOC_00008344	yellow
LOC_00008346	green
LOC_00008347	blue
LOC_00008348	yellow
LOC_00008349	yellow
LOC_00008352	blue
LOC_00008354	grey
LOC_00008355	yellow
LOC_00008356	blue
LOC_00008357	turquoise
LOC_00008359	yellow
LOC_00008363	grey
LOC_00008366	blue
LOC_00008367	yellow
LOC_00008368	brown
LOC_00008369	turquoise
LOC_00008370	turquoise
LOC_00008372	blue
LOC_00008373	yellow
LOC_00008375	blue
LOC_00008376	turquoise
LOC_00008377	green
LOC_00008378	turquoise
LOC_00008380	tan
LOC_00008381	turquoise
LOC_00008383	turquoise
LOC_00008386	cyan
LOC_00008387	turquoise
LOC_00008388	turquoise
LOC_00008391	turquoise
LOC_00008393	turquoise
LOC_00008395	yellow
LOC_00008396	pink
LOC_00008397	green
LOC_00008398	brown
LOC_00008399	turquoise
LOC_00008400	turquoise
LOC_00008401	magenta
LOC_00008402	green
LOC_00008404	turquoise
LOC_00008405	tan
LOC_00008406	black
LOC_00008407	brown
LOC_00008408	brown
LOC_00008412	yellow
LOC_00008413	yellow
LOC_00008417	blue
LOC_00008419	lightgreen
LOC_00008420	brown
LOC_00008421	turquoise
LOC_00008423	greenyellow
LOC_00008424	turquoise
LOC_00008425	turquoise
LOC_00008426	turquoise
LOC_00008427	turquoise
LOC_00008430	cyan
LOC_00008434	grey
LOC_00008435	turquoise
LOC_00008438	midnightblue
LOC_00008442	turquoise
LOC_00008443	brown
LOC_00008444	yellow
LOC_00008446	yellow
LOC_00008448	yellow
LOC_00008449	turquoise
LOC_00008450	grey
LOC_00008451	brown
LOC_00008453	brown
LOC_00008454	turquoise
LOC_00008460	turquoise
LOC_00008462	greenyellow
LOC_00008463	magenta
LOC_00008464	black
LOC_00008465	magenta
LOC_00008467	yellow
LOC_00008468	green
LOC_00008470	turquoise
LOC_00008471	pink
LOC_00008473	pink
LOC_00008478	red
LOC_00008479	red
LOC_00008480	red
LOC_00008482	red
LOC_00008483	black
LOC_00008484	turquoise
LOC_00008485	turquoise
LOC_00008486	pink
LOC_00008489	tan
LOC_00008490	turquoise
LOC_00008491	red
LOC_00008492	green
LOC_00008494	turquoise
LOC_00008498	turquoise
LOC_00008505	turquoise
LOC_00008506	grey
LOC_00008507	black
LOC_00008508	red
LOC_00008509	blue
LOC_00008510	brown
LOC_00008511	pink
LOC_00008513	black
LOC_00008514	turquoise
LOC_00008518	grey
LOC_00008520	purple
LOC_00008521	turquoise
LOC_00008522	turquoise
LOC_00008523	pink
LOC_00008524	turquoise
LOC_00008525	blue
LOC_00008528	grey
LOC_00008530	yellow
LOC_00008531	turquoise
LOC_00008532	turquoise
LOC_00008533	green
LOC_00008534	turquoise
LOC_00008535	turquoise
LOC_00008536	brown
LOC_00008537	turquoise
LOC_00008539	yellow
LOC_00008540	turquoise
LOC_00008541	turquoise
LOC_00008542	brown
LOC_00008543	yellow
LOC_00008544	black
LOC_00008546	yellow
LOC_00008548	turquoise
LOC_00008550	yellow
LOC_00008551	yellow
LOC_00008552	brown
LOC_00008553	yellow
LOC_00008555	yellow
LOC_00008558	greenyellow
LOC_00008559	turquoise
LOC_00008562	blue
LOC_00008563	yellow
LOC_00008564	turquoise
LOC_00008565	turquoise
LOC_00008566	pink
LOC_00008569	blue
LOC_00008570	turquoise
LOC_00008571	brown
LOC_00008572	yellow
LOC_00008573	yellow
LOC_00008575	red
LOC_00008578	yellow
LOC_00008579	blue
LOC_00008581	black
LOC_00008583	pink
LOC_00008584	green
LOC_00008585	brown
LOC_00008586	turquoise
LOC_00008587	turquoise
LOC_00008589	yellow
LOC_00008590	green
LOC_00008592	grey60
LOC_00008593	black
LOC_00008594	turquoise
LOC_00008595	turquoise
LOC_00008596	red
LOC_00008597	grey
LOC_00008598	turquoise
LOC_00008600	turquoise
LOC_00008602	turquoise
LOC_00008603	purple
LOC_00008604	turquoise
LOC_00008605	black
LOC_00008606	blue
LOC_00008608	blue
LOC_00008610	brown
LOC_00008611	turquoise
LOC_00008612	blue
LOC_00008613	turquoise
LOC_00008614	turquoise
LOC_00008617	blue
LOC_00008618	black
LOC_00008622	pink
LOC_00008624	blue
LOC_00008629	black
LOC_00008633	turquoise
LOC_00008634	blue
LOC_00008637	black
LOC_00008638	green
LOC_00008639	turquoise
LOC_00008640	turquoise
LOC_00008641	brown
LOC_00008642	brown
LOC_00008643	purple
LOC_00008648	blue
LOC_00008649	blue
LOC_00008653	blue
LOC_00008654	turquoise
LOC_00008655	brown
LOC_00008658	yellow
LOC_00008660	brown
LOC_00008661	brown
LOC_00008662	turquoise
LOC_00008664	turquoise
LOC_00008665	turquoise
LOC_00008666	green
LOC_00008669	turquoise
LOC_00008670	blue
LOC_00008671	grey60
LOC_00008672	green
LOC_00008674	pink
LOC_00008675	turquoise
LOC_00008676	black
LOC_00008677	turquoise
LOC_00008679	blue
LOC_00008680	green
LOC_00008681	grey
LOC_00008683	turquoise
LOC_00008684	black
LOC_00008685	green
LOC_00008687	red
LOC_00008689	turquoise
LOC_00008692	brown
LOC_00008693	green
LOC_00008694	brown
LOC_00008698	turquoise
LOC_00008700	brown
LOC_00008701	turquoise
LOC_00008702	brown
LOC_00008703	brown
LOC_00008709	brown
LOC_00008710	brown
LOC_00008712	brown
LOC_00008713	brown
LOC_00008714	turquoise
LOC_00008715	yellow
LOC_00008716	brown
LOC_00008718	turquoise
LOC_00008719	red
LOC_00008721	turquoise
LOC_00008722	grey
LOC_00008723	turquoise
LOC_00008725	turquoise
LOC_00008727	grey
LOC_00008729	turquoise
LOC_00008730	brown
LOC_00008732	red
LOC_00008733	red
LOC_00008734	blue
LOC_00008735	yellow
LOC_00008736	yellow
LOC_00008737	brown
LOC_00008740	brown
LOC_00008743	grey
LOC_00008745	turquoise
LOC_00008747	turquoise
LOC_00008749	red
LOC_00008750	yellow
LOC_00008752	tan
LOC_00008753	blue
LOC_00008754	turquoise
LOC_00008755	blue
LOC_00008758	black
LOC_00008759	red
LOC_00008760	yellow
LOC_00008761	magenta
LOC_00008762	salmon
LOC_00008765	blue
LOC_00008766	turquoise
LOC_00008767	turquoise
LOC_00008768	blue
LOC_00008769	turquoise
LOC_00008771	brown
LOC_00008772	turquoise
LOC_00008774	turquoise
LOC_00008775	blue
LOC_00008776	grey
LOC_00008777	black
LOC_00008778	brown
LOC_00008780	turquoise
LOC_00008781	turquoise
LOC_00008783	turquoise
LOC_00008784	turquoise
LOC_00008786	red
LOC_00008787	grey
LOC_00008788	brown
LOC_00008789	brown
LOC_00008792	blue
LOC_00008794	pink
LOC_00008796	turquoise
LOC_00008799	brown
LOC_00008800	black
LOC_00008801	turquoise
LOC_00008803	black
LOC_00008804	yellow
LOC_00008805	yellow
LOC_00008806	black
LOC_00008807	red
LOC_00008808	red
LOC_00008809	turquoise
LOC_00008810	blue
LOC_00008812	brown
LOC_00008813	yellow
LOC_00008814	brown
LOC_00008816	pink
LOC_00008817	grey
LOC_00008819	blue
LOC_00008820	green
LOC_00008821	brown
LOC_00008822	black
LOC_00008823	turquoise
LOC_00008824	green
LOC_00008825	brown
LOC_00008826	blue
LOC_00008827	blue
LOC_00008828	brown
LOC_00008829	blue
LOC_00008830	salmon
LOC_00008831	magenta
LOC_00008838	blue
LOC_00008840	magenta
LOC_00008843	black
LOC_00008844	turquoise
LOC_00008845	blue
LOC_00008846	blue
LOC_00008847	turquoise
LOC_00008850	pink
LOC_00008851	turquoise
LOC_00008852	yellow
LOC_00008854	turquoise
LOC_00008855	blue
LOC_00008858	pink
LOC_00008860	turquoise
LOC_00008863	red
LOC_00008864	black
LOC_00008865	turquoise
LOC_00008866	turquoise
LOC_00008867	purple
LOC_00008868	turquoise
LOC_00008871	blue
LOC_00008872	brown
LOC_00008873	green
LOC_00008876	brown
LOC_00008878	turquoise
LOC_00008879	blue
LOC_00008880	yellow
LOC_00008881	yellow
LOC_00008882	brown
LOC_00008883	yellow
LOC_00008885	turquoise
LOC_00008886	grey
LOC_00008888	green
LOC_00008889	red
LOC_00008891	black
LOC_00008892	turquoise
LOC_00008894	tan
LOC_00008895	turquoise
LOC_00008898	blue
LOC_00008899	blue
LOC_00008901	red
LOC_00008902	yellow
LOC_00008939	brown
LOC_00008940	red
LOC_00008941	turquoise
LOC_00008942	turquoise
LOC_00008943	turquoise
LOC_00008944	turquoise
LOC_00008945	green
LOC_00008947	tan
LOC_00008948	turquoise
LOC_00008950	green
LOC_00008953	pink
LOC_00008954	cyan
LOC_00008955	brown
LOC_00008956	blue
LOC_00008957	brown
LOC_00008958	yellow
LOC_00008959	blue
LOC_00008960	brown
LOC_00008963	blue
LOC_00008965	yellow
LOC_00008966	yellow
LOC_00008967	yellow
LOC_00008968	red
LOC_00008970	red
LOC_00008971	green
LOC_00008972	brown
LOC_00008973	blue
LOC_00008974	turquoise
LOC_00008975	yellow
LOC_00008976	yellow
LOC_00008977	blue
LOC_00008979	blue
LOC_00008985	blue
LOC_00008987	salmon
LOC_00008988	blue
LOC_00008991	blue
LOC_00008992	blue
LOC_00008993	red
LOC_00008994	blue
LOC_00008995	brown
LOC_00008996	grey
LOC_00008997	blue
LOC_00008998	red
LOC_00009000	turquoise
LOC_00009001	blue
LOC_00009002	blue
LOC_00009003	blue
LOC_00009005	brown
LOC_00009008	turquoise
LOC_00009009	black
LOC_00009010	tan
LOC_00009011	blue
LOC_00009013	blue
LOC_00009015	blue
LOC_00009016	blue
LOC_00009017	blue
LOC_00009019	blue
LOC_00009020	blue
LOC_00009021	turquoise
LOC_00009022	turquoise
LOC_00009024	blue
LOC_00009025	magenta
LOC_00009027	blue
LOC_00009028	blue
LOC_00009029	blue
LOC_00009031	green
LOC_00009032	blue
LOC_00009033	magenta
LOC_00009034	blue
LOC_00009035	blue
LOC_00009037	blue
LOC_00009038	brown
LOC_00009039	purple
LOC_00009041	blue
LOC_00009042	blue
LOC_00009043	blue
LOC_00009044	blue
LOC_00009045	blue
LOC_00009046	blue
LOC_00009048	brown
LOC_00009049	blue
LOC_00009050	blue
LOC_00009051	blue
LOC_00009052	blue
LOC_00009053	blue
LOC_00009054	blue
LOC_00009055	blue
LOC_00009056	magenta
LOC_00009057	blue
LOC_00009058	blue
LOC_00009059	magenta
LOC_00009060	blue
LOC_00009062	magenta
LOC_00009063	blue
LOC_00009064	blue
LOC_00009065	magenta
LOC_00009066	blue
LOC_00009068	blue
LOC_00009069	blue
LOC_00009070	blue
LOC_00009071	brown
LOC_00009072	blue
LOC_00009073	blue
LOC_00009074	blue
LOC_00009075	blue
LOC_00009076	blue
LOC_00009077	brown
LOC_00009078	brown
LOC_00009079	purple
LOC_00009080	greenyellow
LOC_00009081	red
LOC_00009082	turquoise
LOC_00009083	brown
LOC_00009084	brown
LOC_00009085	brown
LOC_00009086	turquoise
LOC_00009087	brown
LOC_00009088	turquoise
LOC_00009089	yellow
LOC_00009091	turquoise
LOC_00009092	brown
LOC_00009093	brown
LOC_00009094	turquoise
LOC_00009095	pink
LOC_00009096	brown
LOC_00009098	yellow
LOC_00009099	turquoise
LOC_00009100	red
LOC_00009102	turquoise
LOC_00009103	turquoise
LOC_00009104	blue
LOC_00009105	blue
LOC_00009106	brown
LOC_00009107	blue
LOC_00009108	brown
LOC_00009109	brown
LOC_00009110	turquoise
LOC_00009111	grey
LOC_00009112	turquoise
LOC_00009116	blue
LOC_00009119	yellow
LOC_00009123	turquoise
LOC_00009124	turquoise
LOC_00009125	brown
LOC_00009127	yellow
LOC_00009128	yellow
LOC_00009129	green
LOC_00009131	pink
LOC_00009132	pink
LOC_00009134	turquoise
LOC_00009137	pink
LOC_00009138	green
LOC_00009141	grey
LOC_00009142	yellow
LOC_00009143	yellow
LOC_00009147	turquoise
LOC_00009149	turquoise
LOC_00009150	turquoise
LOC_00009151	yellow
LOC_00009152	yellow
LOC_00009153	grey
LOC_00009154	blue
LOC_00009155	magenta
LOC_00009156	blue
LOC_00009157	midnightblue
LOC_00009158	blue
LOC_00009159	blue
LOC_00009160	black
LOC_00009161	green
LOC_00009162	yellow
LOC_00009163	blue
LOC_00009164	blue
LOC_00009165	blue
LOC_00009166	blue
LOC_00009167	blue
LOC_00009169	brown
LOC_00009170	blue
LOC_00009171	blue
LOC_00009172	blue
LOC_00009174	yellow
LOC_00009175	blue
LOC_00009176	blue
LOC_00009177	blue
LOC_00009178	blue
LOC_00009179	yellow
LOC_00009180	blue
LOC_00009181	blue
LOC_00009182	blue
LOC_00009183	grey
LOC_00009184	blue
LOC_00009185	blue
LOC_00009186	blue
LOC_00009187	blue
LOC_00009188	blue
LOC_00009189	blue
LOC_00009191	blue
LOC_00009192	blue
LOC_00009193	brown
LOC_00009194	blue
LOC_00009195	blue
LOC_00009197	blue
LOC_00009198	blue
LOC_00009199	blue
LOC_00009200	black
LOC_00009203	turquoise
LOC_00009205	brown
LOC_00009206	lightcyan
LOC_00009207	turquoise
LOC_00009210	black
LOC_00009213	turquoise
LOC_00009214	brown
LOC_00009215	yellow
LOC_00009216	yellow
LOC_00009220	turquoise
LOC_00009221	pink
LOC_00009223	turquoise
LOC_00009225	yellow
LOC_00009226	turquoise
LOC_00009227	pink
LOC_00009228	brown
LOC_00009230	red
LOC_00009233	turquoise
LOC_00009235	brown
LOC_00009237	red
LOC_00009238	brown
LOC_00009240	turquoise
LOC_00009241	turquoise
LOC_00009248	blue
LOC_00009249	green
LOC_00009250	green
LOC_00009251	turquoise
LOC_00009252	brown
LOC_00009253	turquoise
LOC_00009255	yellow
LOC_00009256	brown
LOC_00009258	brown
LOC_00009259	brown
LOC_00009260	brown
LOC_00009261	brown
LOC_00009262	black
LOC_00009264	turquoise
LOC_00009265	turquoise
LOC_00009266	yellow
LOC_00009267	pink
LOC_00009268	brown
LOC_00009269	turquoise
LOC_00009270	blue
LOC_00009271	brown
LOC_00009272	brown
LOC_00009273	brown
LOC_00009275	yellow
LOC_00009277	yellow
LOC_00009278	yellow
LOC_00009279	turquoise
LOC_00009280	turquoise
LOC_00009281	yellow
LOC_00009282	black
LOC_00009283	yellow
LOC_00009285	turquoise
LOC_00009288	turquoise
LOC_00009289	yellow
LOC_00009290	grey60
LOC_00009291	blue
LOC_00009292	brown
LOC_00009294	purple
LOC_00009296	turquoise
LOC_00009298	blue
LOC_00009300	brown
LOC_00009301	red
LOC_00009302	greenyellow
LOC_00009304	turquoise
LOC_00009305	yellow
LOC_00009306	yellow
LOC_00009307	salmon
LOC_00009309	turquoise
LOC_00009310	turquoise
LOC_00009312	yellow
LOC_00009313	brown
LOC_00009314	red
LOC_00009315	grey60
LOC_00009316	greenyellow
LOC_00009318	brown
LOC_00009321	blue
LOC_00009322	black
LOC_00009323	midnightblue
LOC_00009324	yellow
LOC_00009325	turquoise
LOC_00009326	grey
LOC_00009327	black
LOC_00009328	black
LOC_00009330	turquoise
LOC_00009331	turquoise
LOC_00009332	brown
LOC_00009333	purple
LOC_00009336	green
LOC_00009337	green
LOC_00009338	black
LOC_00009339	red
LOC_00009341	purple
LOC_00009342	pink
LOC_00009344	brown
LOC_00009346	magenta
LOC_00009347	blue
LOC_00009348	turquoise
LOC_00009349	blue
LOC_00009350	blue
LOC_00009351	green
LOC_00009352	magenta
LOC_00009353	blue
LOC_00009354	magenta
LOC_00009355	magenta
LOC_00009356	magenta
LOC_00009357	cyan
LOC_00009358	brown
LOC_00009359	black
LOC_00009361	grey
LOC_00009363	brown
LOC_00009364	brown
LOC_00009365	brown
LOC_00009366	brown
LOC_00009367	blue
LOC_00009368	magenta
LOC_00009369	tan
LOC_00009370	blue
LOC_00009371	brown
LOC_00009372	magenta
LOC_00009373	cyan
LOC_00009374	blue
LOC_00009375	turquoise
LOC_00009376	magenta
LOC_00009378	blue
LOC_00009379	blue
LOC_00009380	magenta
LOC_00009381	magenta
LOC_00009382	blue
LOC_00009383	blue
LOC_00009385	blue
LOC_00009386	blue
LOC_00009389	magenta
LOC_00009390	magenta
LOC_00009392	magenta
LOC_00009393	brown
LOC_00009394	grey
LOC_00009395	blue
LOC_00009396	turquoise
LOC_00009397	green
LOC_00009400	yellow
LOC_00009401	yellow
LOC_00009402	blue
LOC_00009403	turquoise
LOC_00009404	pink
LOC_00009405	yellow
LOC_00009406	blue
LOC_00009407	blue
LOC_00009408	magenta
LOC_00009409	pink
LOC_00009411	yellow
LOC_00009412	yellow
LOC_00009413	pink
LOC_00009414	pink
LOC_00009415	blue
LOC_00009417	blue
LOC_00009418	yellow
LOC_00009419	blue
LOC_00009420	blue
LOC_00009421	turquoise
LOC_00009422	blue
LOC_00009423	pink
LOC_00009424	yellow
LOC_00009426	black
LOC_00009427	pink
LOC_00009430	yellow
LOC_00009431	turquoise
LOC_00009432	salmon
LOC_00009433	green
LOC_00009434	turquoise
LOC_00009435	green
LOC_00009436	black
LOC_00009438	pink
LOC_00009439	brown
LOC_00009440	turquoise
LOC_00009441	blue
LOC_00009442	red
LOC_00009443	yellow
LOC_00009444	brown
LOC_00009447	yellow
LOC_00009448	turquoise
LOC_00009449	turquoise
LOC_00009450	turquoise
LOC_00009451	turquoise
LOC_00009452	turquoise
LOC_00009454	yellow
LOC_00009455	yellow
LOC_00009456	blue
LOC_00009457	blue
LOC_00009458	salmon
LOC_00009459	blue
LOC_00009460	salmon
LOC_00009461	blue
LOC_00009462	yellow
LOC_00009463	blue
LOC_00009464	blue
LOC_00009465	turquoise
LOC_00009466	red
LOC_00009469	turquoise
LOC_00009470	green
LOC_00009471	salmon
LOC_00009472	blue
LOC_00009473	brown
LOC_00009474	blue
LOC_00009475	brown
LOC_00009476	blue
LOC_00009477	brown
LOC_00009478	yellow
LOC_00009479	turquoise
LOC_00009480	turquoise
LOC_00009482	blue
LOC_00009483	turquoise
LOC_00009484	turquoise
LOC_00009486	yellow
LOC_00009487	turquoise
LOC_00009488	brown
LOC_00009492	brown
LOC_00009493	turquoise
LOC_00009495	pink
LOC_00009497	turquoise
LOC_00009499	red
LOC_00009502	pink
LOC_00009503	turquoise
LOC_00009504	turquoise
LOC_00009505	turquoise
LOC_00009508	yellow
LOC_00009509	blue
LOC_00009510	grey
LOC_00009511	grey
LOC_00009513	red
LOC_00009515	salmon
LOC_00009516	blue
LOC_00009519	turquoise
LOC_00009521	turquoise
LOC_00009523	turquoise
LOC_00009525	turquoise
LOC_00009527	red
LOC_00009528	turquoise
LOC_00009531	blue
LOC_00009532	cyan
LOC_00009533	turquoise
LOC_00009534	pink
LOC_00009536	turquoise
LOC_00009537	turquoise
LOC_00009541	turquoise
LOC_00009542	red
LOC_00009545	yellow
LOC_00009549	blue
LOC_00009550	turquoise
LOC_00009554	turquoise
LOC_00009555	blue
LOC_00009557	black
LOC_00009558	blue
LOC_00009561	red
LOC_00009563	salmon
LOC_00009565	black
LOC_00009566	greenyellow
LOC_00009567	purple
LOC_00009568	turquoise
LOC_00009569	red
LOC_00009571	brown
LOC_00009573	blue
LOC_00009574	turquoise
LOC_00009575	turquoise
LOC_00009577	brown
LOC_00009578	red
LOC_00009580	brown
LOC_00009581	grey
LOC_00009586	yellow
LOC_00009587	black
LOC_00009588	turquoise
LOC_00009589	brown
LOC_00009590	brown
LOC_00009591	brown
LOC_00009592	brown
LOC_00009593	brown
LOC_00009594	brown
LOC_00009595	brown
LOC_00009596	brown
LOC_00009597	brown
LOC_00009598	brown
LOC_00009599	brown
LOC_00009600	brown
LOC_00009601	brown
LOC_00009602	brown
LOC_00009603	brown
LOC_00009604	brown
LOC_00009605	brown
LOC_00009606	brown
LOC_00009607	brown
LOC_00009608	brown
LOC_00009609	brown
LOC_00009610	brown
LOC_00009612	brown
LOC_00009613	brown
LOC_00009614	brown
LOC_00009615	brown
LOC_00009616	brown
LOC_00009617	brown
LOC_00009618	grey
LOC_00009619	brown
LOC_00009620	brown
LOC_00009621	brown
LOC_00009622	brown
LOC_00009624	brown
LOC_00009625	brown
LOC_00009626	brown
LOC_00009627	turquoise
LOC_00009630	yellow
LOC_00009631	greenyellow
LOC_00009632	blue
LOC_00009633	blue
LOC_00009634	yellow
LOC_00009636	black
LOC_00009638	red
LOC_00009640	turquoise
LOC_00009641	red
LOC_00009642	turquoise
LOC_00009644	brown
LOC_00009645	brown
LOC_00009651	green
LOC_00009652	turquoise
LOC_00009654	grey
LOC_00009655	blue
LOC_00009656	turquoise
LOC_00009658	yellow
LOC_00009660	brown
LOC_00009661	turquoise
LOC_00009662	salmon
LOC_00009663	turquoise
LOC_00009664	brown
LOC_00009665	turquoise
LOC_00009666	brown
LOC_00009667	brown
LOC_00009668	brown
LOC_00009669	brown
LOC_00009670	blue
LOC_00009671	blue
LOC_00009672	brown
LOC_00009673	brown
LOC_00009675	brown
LOC_00009676	brown
LOC_00009677	brown
LOC_00009678	brown
LOC_00009679	brown
LOC_00009680	brown
LOC_00009681	brown
LOC_00009682	brown
LOC_00009683	yellow
LOC_00009684	brown
LOC_00009685	brown
LOC_00009686	green
LOC_00009688	grey
LOC_00009689	grey
LOC_00009690	blue
LOC_00009691	turquoise
LOC_00009693	black
LOC_00009694	cyan
LOC_00009695	blue
LOC_00009696	blue
LOC_00009697	red
LOC_00009698	blue
LOC_00009699	blue
LOC_00009700	magenta
LOC_00009701	turquoise
LOC_00009702	turquoise
LOC_00009703	blue
LOC_00009704	blue
LOC_00009705	turquoise
LOC_00009706	turquoise
LOC_00009707	turquoise
LOC_00009712	turquoise
LOC_00009714	blue
LOC_00009719	yellow
LOC_00009721	turquoise
LOC_00009722	grey60
LOC_00009723	yellow
LOC_00009724	pink
LOC_00009726	turquoise
LOC_00009728	blue
LOC_00009729	pink
LOC_00009730	turquoise
LOC_00009731	turquoise
LOC_00009732	greenyellow
LOC_00009733	purple
LOC_00009735	yellow
LOC_00009736	blue
LOC_00009737	blue
LOC_00009738	salmon
LOC_00009739	yellow
LOC_00009740	yellow
LOC_00009741	red
LOC_00009742	brown
LOC_00009744	green
LOC_00009746	yellow
LOC_00009747	brown
LOC_00009748	grey
LOC_00009749	turquoise
LOC_00009751	turquoise
LOC_00009753	turquoise
LOC_00009756	yellow
LOC_00009758	turquoise
LOC_00009759	turquoise
LOC_00009761	turquoise
LOC_00009762	brown
LOC_00009763	brown
LOC_00009764	turquoise
LOC_00009765	turquoise
LOC_00009766	turquoise
LOC_00009768	cyan
LOC_00009770	black
LOC_00009771	blue
LOC_00009773	pink
LOC_00009774	turquoise
LOC_00009775	yellow
LOC_00009776	grey
LOC_00009777	grey
LOC_00009778	brown
LOC_00009780	brown
LOC_00009781	yellow
LOC_00009783	grey
LOC_00009784	blue
LOC_00009785	blue
LOC_00009786	turquoise
LOC_00009787	turquoise
LOC_00009788	yellow
LOC_00009789	pink
LOC_00009790	magenta
LOC_00009792	black
LOC_00009793	blue
LOC_00009795	red
LOC_00009797	blue
LOC_00009798	brown
LOC_00009799	midnightblue
LOC_00009800	black
LOC_00009801	turquoise
LOC_00009802	black
LOC_00009803	turquoise
LOC_00009804	turquoise
LOC_00009805	turquoise
LOC_00009806	brown
LOC_00009807	blue
LOC_00009808	grey
LOC_00009809	black
LOC_00009810	brown
LOC_00009812	turquoise
LOC_00009813	green
LOC_00009814	turquoise
LOC_00009815	blue
LOC_00009817	turquoise
LOC_00009818	turquoise
LOC_00009820	grey
LOC_00009822	brown
LOC_00009823	green
LOC_00009824	turquoise
LOC_00009825	grey60
LOC_00009826	black
LOC_00009827	blue
LOC_00009828	blue
LOC_00009830	magenta
LOC_00009834	brown
LOC_00009835	turquoise
LOC_00009839	turquoise
LOC_00009840	greenyellow
LOC_00009842	green
LOC_00009843	turquoise
LOC_00009844	blue
LOC_00009845	grey
LOC_00009846	green
LOC_00009848	black
LOC_00009849	black
LOC_00009852	turquoise
LOC_00009855	turquoise
LOC_00009856	pink
LOC_00009857	turquoise
LOC_00009859	yellow
LOC_00009860	green
LOC_00009861	red
LOC_00009862	turquoise
LOC_00009863	red
LOC_00009865	salmon
LOC_00009867	green
LOC_00009870	blue
LOC_00009871	magenta
LOC_00009873	blue
LOC_00009875	brown
LOC_00009876	yellow
LOC_00009877	yellow
LOC_00009878	blue
LOC_00009879	turquoise
LOC_00009880	lightcyan
LOC_00009881	green
LOC_00009882	green
LOC_00009883	yellow
LOC_00009884	turquoise
LOC_00009886	tan
LOC_00009888	brown
LOC_00009890	blue
LOC_00009891	yellow
LOC_00009892	turquoise
LOC_00009893	turquoise
LOC_00009894	black
LOC_00009895	black
LOC_00009896	turquoise
LOC_00009897	yellow
LOC_00009898	turquoise
LOC_00009901	red
LOC_00009903	blue
LOC_00009904	brown
LOC_00009905	turquoise
LOC_00009907	turquoise
LOC_00009909	black
LOC_00009910	turquoise
LOC_00009911	salmon
LOC_00009912	salmon
LOC_00009914	red
LOC_00009915	yellow
LOC_00009916	green
LOC_00009918	turquoise
LOC_00009919	red
LOC_00009920	turquoise
LOC_00009921	turquoise
LOC_00009933	greenyellow
LOC_00009934	green
LOC_00009939	red
LOC_00009940	red
LOC_00009941	turquoise
LOC_00009942	turquoise
LOC_00009944	blue
LOC_00009945	pink
LOC_00009946	turquoise
LOC_00009949	pink
LOC_00009950	black
LOC_00009952	yellow
LOC_00009954	brown
LOC_00009955	grey
LOC_00009958	red
LOC_00009961	brown
LOC_00009962	tan
LOC_00009963	turquoise
LOC_00009964	turquoise
LOC_00009965	turquoise
LOC_00009966	turquoise
LOC_00009967	yellow
LOC_00009969	turquoise
LOC_00009972	black
LOC_00009973	tan
LOC_00009975	grey
LOC_00009976	yellow
LOC_00009978	turquoise
LOC_00009979	turquoise
LOC_00009980	yellow
LOC_00009981	turquoise
LOC_00009982	brown
LOC_00009983	turquoise
LOC_00009984	black
LOC_00009985	green
LOC_00009987	yellow
LOC_00009988	pink
LOC_00009989	turquoise
LOC_00009990	grey
LOC_00009991	brown
LOC_00009995	turquoise
LOC_00009998	yellow
LOC_00009999	brown
LOC_00010000	brown
LOC_00010001	brown
LOC_00010002	brown
LOC_00010003	brown
LOC_00010006	turquoise
LOC_00010010	turquoise
LOC_00010011	turquoise
LOC_00010013	brown
LOC_00010015	red
