gene_id	module	kTotal	kWithin	kME	kWithin_rank	is_hub	n_dmp	mean_diff	has_dmp
LOC_00000001	grey	53.9675646493428	2.4772443901818		0.380222841225627	FALSE	2	0.300117631542543	TRUE
LOC_00000004	turquoise	1216.92749719966	967.811472271754	0.906016802772193	0.666666666666667	FALSE			FALSE
LOC_00000007	pink	671.14728580123	93.5191184956179	-0.915849662256737	0.757417102966841	FALSE			FALSE
LOC_00000008	turquoise	1585.56786192435	1303.10854051952	0.956316805421821	0.837971952535059	FALSE			FALSE
LOC_00000010	green	52.4115505127013	6.90233514626044	-0.548338524912563	0.00718685831622177	FALSE			FALSE
LOC_00000011	green	275.675422215547	129.011460957875	0.879735710288639	0.794661190965092	FALSE	2	0.200107422883472	TRUE
LOC_00000012	red	257.914068561711	78.9108635472028	0.811077544640874	0.643820224719101	FALSE			FALSE
LOC_00000013	turquoise	1886.64019414575	1549.7896659492	0.986600189610111	0.97259978425027	TRUE			FALSE
LOC_00000014	green	253.834759230425	117.620068858678	0.867060762021682	0.740246406570842	FALSE	3	-0.091523076322041	TRUE
LOC_00000016	yellow	310.720824237564	13.501895186417	-0.621390247859335	0.0721311475409836	FALSE			FALSE
LOC_00000018	red	604.716112037301	157.600108753404	0.980715526224497	1	TRUE			FALSE
LOC_00000019	red	236.509442249728	72.0792504052391	0.794228617133571	0.562921348314607	FALSE			FALSE
LOC_00000020	turquoise	1702.70949871249	1408.83418388209	0.974455074151987	0.890399137001079	FALSE			FALSE
LOC_00000021	blue	275.917646626366	42.5067458551742	-0.750268277711814	0.134664401019541	FALSE			FALSE
LOC_00000022	turquoise	1922.82472050332	1552.35204073029	0.984804660092301	0.974973031283711	TRUE			FALSE
LOC_00000024	green	230.465563150935	122.111469422481	0.864284956671689	0.761806981519507	FALSE	1	0.218024897441686	TRUE
LOC_00000026	brown	150.918706303963	19.3447010183913	-0.65934476531961	0.0514891468955073	FALSE			FALSE
LOC_00000027	purple	84.8603720118001	12.6569636438985	0.702580424561296	0.226720647773279	FALSE			FALSE
LOC_00000028	magenta	34.3984096306951	0.672339950852173	-0.54071734687301	0.017921146953405	FALSE			FALSE
LOC_00000029	red	163.757237286266	19.6876458615318	0.502884293945664	0.048314606741573	FALSE	4	-0.119771847926366	TRUE
LOC_00000030	black	631.258100207141	166.545638535263	0.906025131400232	0.807737397420867	FALSE			FALSE
LOC_00000031	turquoise	242.07384856318	81.8550124225017	-0.566324507033167	0.0429341963322546	FALSE			FALSE
LOC_00000032	blue	384.668185438418	97.4041130092541	0.587347672146718	0.342395921835174	FALSE			FALSE
LOC_00000033	turquoise	609.728578508065	248.688119002541	-0.850140639954021	0.253937432578209	FALSE			FALSE
LOC_00000039	turquoise	749.995843975698	578.856533863729	0.796983820339088	0.490614886731392	FALSE			FALSE
LOC_00000041	blue	321.850798436946	169.586155807458	0.697400830031273	0.524214103653356	FALSE	3	-0.216754878644731	TRUE
LOC_00000042	blue	143.892769480372	80.7750909024536	0.571584996628481	0.291843670348343	FALSE			FALSE
LOC_00000044	turquoise	755.061043821665	500.981075072001	0.767441236826209	0.461920172599784	FALSE	1	-0.274088746112852	TRUE
LOC_00000045	turquoise	497.7876793133	208.749013235608	-0.810291393950667	0.196332254584682	FALSE			FALSE
LOC_00000046	yellow	183.444546683131	63.4405520127234	0.585748830088998	0.207103825136612	FALSE			FALSE
LOC_00000052	grey	29.2927122493113	1.45746183539631		0.135097493036212	FALSE			FALSE
LOC_00000054	green	300.745572285555	153.060505289968	0.906377604473691	0.914784394250513	TRUE			FALSE
LOC_00000055	brown	81.6499966818887	5.05609805649387	-0.380219509967685	0.00201918223119637	FALSE	6	0.222595005186415	TRUE
LOC_00000056	grey	38.6082695874224	1.33721975548283		0.0947075208913649	FALSE			FALSE
LOC_00000057	grey	182.451599278846	0.959356282056732		0.020891364902507	FALSE	5	0.231875253263801	TRUE
LOC_00000058	purple	247.657971772354	31.5378809904691	0.84639654004564	0.708502024291498	FALSE			FALSE
LOC_00000059	cyan	240.027308896516	8.80265433957345	-0.818997606760433	0.255172413793103	FALSE			FALSE
LOC_00000063	turquoise	986.005622394149	694.249983413443	0.840509214516314	0.53915857605178	FALSE	2	-0.218873614898658	TRUE
LOC_00000064	cyan	154.144531101766	12.2001471984268	-0.873113400656681	0.524137931034483	FALSE			FALSE
LOC_00000065	turquoise	1254.63322746213	947.85470918819	0.894442390676444	0.657605177993528	FALSE			FALSE
LOC_00000066	turquoise	1725.9597965683	1438.54808280215	0.977587375780848	0.906148867313916	TRUE			FALSE
LOC_00000067	blue	186.897645917297	96.4919636459144	0.564673184702855	0.340696686491079	FALSE			FALSE
LOC_00000069	green	189.760200617095	52.7144424497189	-0.893433419664199	0.405544147843943	FALSE			FALSE
LOC_00000070	brown	553.198325473719	440.188326286676	0.939008662660684	0.881877839475013	FALSE			FALSE
LOC_00000071	blue	657.181525690379	398.095607876635	0.930114706414587	0.990654205607477	TRUE			FALSE
LOC_00000072	purple	109.609382516704	22.6375178286532	0.784045039203555	0.425101214574899	FALSE			FALSE
LOC_00000073	blue	496.786924888585	298.878733429258	0.856556967231353	0.861512319456245	FALSE			FALSE
LOC_00000074	turquoise	760.366601525475	538.036805435169	0.777818200816884	0.477238403451996	FALSE			FALSE
LOC_00000075	turquoise	1001.60536318934	788.970679435603	0.867567619645356	0.578209277238404	FALSE			FALSE
LOC_00000076	yellow	365.969342177894	312.931149177095	0.907328123558261	0.976502732240437	TRUE			FALSE
LOC_00000078	magenta	43.1847766905877	6.34084352783637	0.501326057709871	0.0537634408602151	FALSE			FALSE
LOC_00000079	turquoise	764.007054754983	440.752463569559	-0.974778637139442	0.436245954692557	FALSE			FALSE
LOC_00000081	greenyellow	193.886218880347	9.185553604852	0.694157537191391	0.0693069306930693	FALSE	7	-0.213002129453083	TRUE
LOC_00000082	black	176.925716995479	11.4563427014264	-0.649688464814299	0.0375146541617819	FALSE	6	-0.149996839104352	TRUE
LOC_00000084	yellow	164.864351448093	90.3133822708691	0.677643728915817	0.298907103825137	FALSE			FALSE
LOC_00000087	cyan	111.977348101173	5.92259359331056	-0.792675187698601	0.110344827586207	FALSE			FALSE
LOC_00000095	turquoise	256.403122432697	114.802997276644	-0.698873705137553	0.0731391585760518	FALSE	1	-0.190256081845304	TRUE
LOC_00000096	turquoise	161.352051997753	57.0320103771046	-0.555383537896976	0.0215749730312837	FALSE			FALSE
LOC_00000097	black	642.011205329791	38.8714834127464	-0.823458559344587	0.335287221570926	FALSE			FALSE
LOC_00000098	blue	423.60326422392	277.869880777565	0.876209176841348	0.816057774001699	FALSE	2	-0.242567212857582	TRUE
LOC_00000099	turquoise	725.863041625507	377.767318442149	-0.929965850654665	0.395685005393743	FALSE			FALSE
LOC_00000100	blue	657.035364306198	67.3818166311659	-0.854937102859047	0.252761257434155	FALSE	1	-0.173343455430728	TRUE
LOC_00000101	red	424.53084798328	104.337576206402	0.894219478075009	0.880898876404494	FALSE			FALSE
LOC_00000102	black	107.895724010668	25.3419668522007	0.566286243906625	0.18757327080891	FALSE	2	-0.246648463261146	TRUE
LOC_00000103	pink	288.331769195256	13.9323045683219	-0.581135931799198	0.087260034904014	FALSE			FALSE
LOC_00000105	cyan	138.386856772532	4.58721725438847	-0.66988864678258	0.0620689655172414	FALSE			FALSE
LOC_00000106	turquoise	412.55670868771	119.206782692658	-0.665539588533998	0.0787486515641856	FALSE			FALSE
LOC_00000107	grey	24.4585880569059	1.15255600238135		0.0473537604456825	FALSE			FALSE
LOC_00000108	black	568.125107673882	202.711223961632	0.960464968375389	0.957796014067995	TRUE			FALSE
LOC_00000110	turquoise	458.212896150031	253.653750912371	-0.851240900195331	0.260625674217907	FALSE			FALSE
LOC_00000111	yellow	160.293707942474	24.2637113594501	-0.81931297157304	0.123497267759563	FALSE			FALSE
LOC_00000113	pink	179.276692195176	23.1795177884291	0.677081117581104	0.164048865619546	FALSE			FALSE
LOC_00000114	blue	736.522853219434	351.368601092406	0.91770541016998	0.954970263381478	TRUE			FALSE
LOC_00000115	turquoise	315.010215804056	128.526958655133	-0.729057354564828	0.0891046386192017	FALSE			FALSE
LOC_00000119	green	75.8108365996128	21.3416158992039	0.534796081290381	0.103696098562628	FALSE			FALSE
LOC_00000120	turquoise	1799.86781138756	1470.42015292402	0.975857866659018	0.919741100323625	TRUE			FALSE
LOC_00000121	turquoise	1042.079152742	828.07972280113	0.870283205606881	0.59697950377562	FALSE			FALSE
LOC_00000122	turquoise	1112.14714094722	891.614145184137	0.888361356411224	0.629341963322546	FALSE			FALSE
LOC_00000123	purple	296.92871588238	29.3366859204465	0.830168426249094	0.619433198380567	FALSE			FALSE
LOC_00000124	blue	681.651245884062	67.4374435273096	-0.875456737191673	0.253186066270178	FALSE			FALSE
LOC_00000126	turquoise	965.657771459194	755.42071871041	0.854490695372782	0.56655879180151	FALSE			FALSE
LOC_00000130	pink	401.574146504961	44.843199490562	0.847585460265642	0.335078534031414	FALSE			FALSE
LOC_00000131	turquoise	396.101952110517	193.563772025793	-0.798839922307554	0.175188781014024	FALSE			FALSE
LOC_00000132	blue	288.903190748476	165.788799999254	0.735663817595217	0.513169073916738	FALSE			FALSE
LOC_00000133	yellow	78.6676745170889	7.52124827022013	-0.557036077820994	0.0229508196721311	FALSE			FALSE
LOC_00000134	turquoise	719.428427999761	338.366627457711	-0.912007018911721	0.360517799352751	FALSE			FALSE
LOC_00000135	blue	149.31699362329	67.2744435681185	0.564882724796842	0.251911639762107	FALSE	1	0.226590833106053	TRUE
LOC_00000136	turquoise	1484.77101677967	1113.8991665776	0.919629273508322	0.742826321467098	FALSE			FALSE
LOC_00000137	black	391.795140135207	32.4779456498975	-0.788592590722856	0.276670574443142	FALSE			FALSE
LOC_00000140	black	519.34830987267	115.066529570504	0.854959060550776	0.624853458382181	FALSE			FALSE
