ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	module
GO:0030317	Flagellated sperm motility	16/158	39/10468	0.41025641025641	27.1807854592665	20.2770122969663	0.0000000000000000000938302677382375	0.00000000000000000401385034213572	0.00000000000000000383003081177133	LOC_00000832/LOC_00003158/LOC_00003191/LOC_00004250/LOC_00004644/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006811/LOC_00006882/LOC_00006919/LOC_00008643/LOC_00012568/LOC_00014809/LOC_00015850/LOC_00019628	16	purple
GO:0097722	Sperm motility	16/158	39/10468	0.41025641025641	27.1807854592665	20.2770122969663	0.0000000000000000000938302677382375	0.00000000000000000401385034213572	0.00000000000000000383003081177133	LOC_00000832/LOC_00003158/LOC_00003191/LOC_00004250/LOC_00004644/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006811/LOC_00006882/LOC_00006919/LOC_00008643/LOC_00012568/LOC_00014809/LOC_00015850/LOC_00019628	16	purple
GO:0048870	Cell motility	24/158	157/10468	0.152866242038217	10.1278722889623	14.2652474930028	0.00000000000000000772846557657192	0.00000000000000031320623652423	0.000000000000000298862546949983	LOC_00000832/LOC_00002890/LOC_00003158/LOC_00003191/LOC_00004239/LOC_00004250/LOC_00004629/LOC_00004644/LOC_00005254/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006811/LOC_00006882/LOC_00006919/LOC_00008643/LOC_00012568/LOC_00014809/LOC_00015168/LOC_00015850/LOC_00017836/LOC_00019628/LOC_00020440/LOC_00023388	24	purple
GO:0007010	Cytoskeleton organization	34/158	437/10468	0.0778032036613272	5.15470845523274	10.9829619754756	0.00000000000000127324156930841	0.0000000000000490198004183739	0.0000000000000467748744935407	LOC_00000484/LOC_00000485/LOC_00000832/LOC_00002824/LOC_00002890/LOC_00003158/LOC_00003191/LOC_00004032/LOC_00004239/LOC_00004644/LOC_00006189/LOC_00006510/LOC_00006578/LOC_00006680/LOC_00006811/LOC_00006919/LOC_00008204/LOC_00010576/LOC_00014809/LOC_00015168/LOC_00016717/LOC_00017661/LOC_00017836/LOC_00018192/LOC_00018965/LOC_00019628/LOC_00019635/LOC_00019977/LOC_00020803/LOC_00021198/LOC_00021222/LOC_00021383/LOC_00021497/LOC_00023388	34	purple
GO:0022414	Reproductive process	27/158	292/10468	0.0924657534246575	6.12614877752731	10.9977642583385	0.0000000000000247111414831989	0.000000000000906075187717291	0.000000000000864580288484852	LOC_00000484/LOC_00000485/LOC_00000832/LOC_00003045/LOC_00003158/LOC_00003191/LOC_00003714/LOC_00004250/LOC_00004644/LOC_00005254/LOC_00005805/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006811/LOC_00006882/LOC_00006919/LOC_00008603/LOC_00008643/LOC_00012568/LOC_00014809/LOC_00015850/LOC_00017661/LOC_00019628/LOC_00019977/LOC_00020440/LOC_00021354	27	purple
GO:0044458	Motile cilium assembly	11/158	28/10468	0.392857142857143	26.0280289330922	16.415939301636	0.000000000000112338835993447	0.00000000000393185925977065	0.00000000000375179461834575	LOC_00000484/LOC_00000485/LOC_00000832/LOC_00003191/LOC_00004644/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006919/LOC_00014809/LOC_00019628	11	purple
GO:0000003	Reproduction	27/158	313/10468	0.0862619808306709	5.71512921098394	10.4842200162344	0.000000000000135246073519813	0.0000000000045278033308807	0.00000000000432044665065581	LOC_00000484/LOC_00000485/LOC_00000832/LOC_00003045/LOC_00003158/LOC_00003191/LOC_00003714/LOC_00004250/LOC_00004644/LOC_00005254/LOC_00005805/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006811/LOC_00006882/LOC_00006919/LOC_00008603/LOC_00008643/LOC_00012568/LOC_00014809/LOC_00015850/LOC_00017661/LOC_00019628/LOC_00019977/LOC_00020440/LOC_00021354	27	purple
GO:0007286	Spermatid development	13/158	56/10468	0.232142857142857	15.380198915009	13.3567916084162	0.00000000000138528804901148	0.0000000000444446582391182	0.0000000000424092569390356	LOC_00000484/LOC_00000485/LOC_00000832/LOC_00003191/LOC_00004644/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006919/LOC_00014809/LOC_00017661/LOC_00019628/LOC_00019977	13	purple
GO:0048515	Spermatid differentiation	13/158	59/10468	0.220338983050847	14.5981549023815	12.9661729024172	0.0000000000028534436647704	0.0000000000878860648749284	0.0000000000838612074951469	LOC_00000484/LOC_00000485/LOC_00000832/LOC_00003191/LOC_00004644/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006919/LOC_00014809/LOC_00017661/LOC_00019628/LOC_00019977	13	purple
GO:0007283	Spermatogenesis	16/158	106/10468	0.150943396226415	10.0004776689754	11.5294083218882	0.00000000000386572272946997	0.000000000114484865449687	0.000000000109241881180973	LOC_00000484/LOC_00000485/LOC_00000832/LOC_00003045/LOC_00003191/LOC_00004644/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006919/LOC_00008603/LOC_00014809/LOC_00017661/LOC_00019628/LOC_00019977/LOC_00021354	16	purple
GO:0048232	Male gamete generation	16/158	111/10468	0.144144144144144	9.55000570190444	11.2104030857878	0.00000000000801608958627892	0.000000000216251613643271	0.000000000206348087933018	LOC_00000484/LOC_00000485/LOC_00000832/LOC_00003045/LOC_00003191/LOC_00004644/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006919/LOC_00008603/LOC_00014809/LOC_00017661/LOC_00019628/LOC_00019977/LOC_00021354	16	purple
GO:0007288	Sperm axoneme assembly	9/158	21/10468	0.428571428571429	28.3942133815552	15.5554653295705	0.00000000000814454129305825	0.000000000216251613643271	0.000000000206348087933018	LOC_00000832/LOC_00003191/LOC_00004644/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006919/LOC_00014809/LOC_00019628	9	purple
GO:0120316	Sperm flagellum assembly	9/158	21/10468	0.428571428571429	28.3942133815552	15.5554653295705	0.00000000000814454129305825	0.000000000216251613643271	0.000000000206348087933018	LOC_00000832/LOC_00003191/LOC_00004644/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006919/LOC_00014809/LOC_00019628	9	purple
GO:0007281	Germ cell development	13/158	89/10468	0.146067415730337	9.67742853079221	10.1769728445138	0.000000000671604899587308	0.0000000172378590894076	0.00000001644842876884	LOC_00000484/LOC_00000485/LOC_00000832/LOC_00003191/LOC_00004644/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006919/LOC_00014809/LOC_00017661/LOC_00019628/LOC_00019977	13	purple
GO:0007276	Gamete generation	16/158	151/10468	0.105960264900662	7.02020286696286	9.22429550857856	0.000000000897923618096487	0.000000022028474325557	0.0000000210196515095541	LOC_00000484/LOC_00000485/LOC_00000832/LOC_00003045/LOC_00003191/LOC_00004644/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006919/LOC_00008603/LOC_00014809/LOC_00017661/LOC_00019628/LOC_00019977/LOC_00021354	16	purple
GO:0070286	Axonemal dynein complex assembly	9/158	33/10468	0.272727272727273	18.0690448791715	12.1571083241859	0.000000000915469062880293	0.000000022028474325557	0.0000000210196515095541	LOC_00002824/LOC_00002890/LOC_00003158/LOC_00006811/LOC_00008204/LOC_00018192/LOC_00019635/LOC_00021222/LOC_00023388	9	purple
GO:0019953	Sexual reproduction	16/158	161/10468	0.0993788819875776	6.58416542180989	8.83924960894119	0.00000000232054098152485	0.0000000541459562355798	0.0000000516662712951944	LOC_00000484/LOC_00000485/LOC_00000832/LOC_00003045/LOC_00003191/LOC_00004644/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006919/LOC_00008603/LOC_00014809/LOC_00017661/LOC_00019628/LOC_00019977/LOC_00021354	16	purple
GO:0048609	Multicellular organismal reproductive process	16/158	163/10468	0.098159509202454	6.50337811602081	8.7661617454635	0.00000000278213398558512	0.0000000630071520264865	0.000000060121657025957	LOC_00000484/LOC_00000485/LOC_00000832/LOC_00003045/LOC_00003191/LOC_00004644/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006919/LOC_00008603/LOC_00014809/LOC_00017661/LOC_00019628/LOC_00019977/LOC_00021354	16	purple
GO:0006858	Extracellular transport	7/158	19/10468	0.368421052631579	24.4090606262492	12.6425227906327	0.00000000676119010420743	0.000000148746182292563	0.000000141934156172535	LOC_00000484/LOC_00000485/LOC_00004644/LOC_00006680/LOC_00006811/LOC_00006919/LOC_00023388	7	purple
GO:0032504	Multicellular organism reproduction	16/158	179/10468	0.0893854748603352	5.92207057492398	8.22239036291007	0.0000000108513912785084	0.000000232099202345873	0.000000221469915567217	LOC_00000484/LOC_00000485/LOC_00000832/LOC_00003045/LOC_00003191/LOC_00004644/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006919/LOC_00008603/LOC_00014809/LOC_00017661/LOC_00019628/LOC_00019977/LOC_00021354	16	purple
GO:0003006	Developmental process involved in reproduction	16/158	181/10468	0.0883977900552486	5.85663333100217	8.15906807223761	0.0000000127308776893636	0.000000264939887048918	0.000000252806618127334	LOC_00000484/LOC_00000485/LOC_00000832/LOC_00003045/LOC_00003191/LOC_00004644/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006919/LOC_00008603/LOC_00014809/LOC_00017661/LOC_00019628/LOC_00019977/LOC_00021354	16	purple
GO:0022412	Cellular process involved in reproduction in multicellular organism	13/158	113/10468	0.115044247787611	7.62204548000448	8.76126168455578	0.0000000134300251762962	0.00000027213472067758	0.000000259671954932264	LOC_00000484/LOC_00000485/LOC_00000832/LOC_00003191/LOC_00004644/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006919/LOC_00014809/LOC_00017661/LOC_00019628/LOC_00019977	13	purple
GO:0099111	Microtubule-based transport	8/158	49/10468	0.163265306122449	10.8168431929734	8.52642935046323	0.000000601716544757873	0.0000118800446016298	0.0000113359824086638	LOC_00000484/LOC_00000485/LOC_00004203/LOC_00004644/LOC_00006680/LOC_00006811/LOC_00006919/LOC_00023388	8	purple
GO:0003356	Regulation of cilium beat frequency	4/158	6/10468	0.666666666666667	44.168776371308	13.0932761877334	0.000000732172421774211	0.0000140943191191536	0.0000134488513262737	LOC_00006510/LOC_00006680/LOC_00013959/LOC_00018192	4	purple
GO:0007368	Determination of left/right symmetry	6/158	24/10468	0.25	16.5632911392405	9.44895877021584	0.00000115581679290513	0.0000217068031838281	0.0000207127117188134	LOC_00005075/LOC_00006811/LOC_00006882/LOC_00008643/LOC_00018192/LOC_00023388	6	purple
GO:0009799	Specification of symmetry	6/158	26/10468	0.230769230769231	15.2891918208374	9.03052124741049	0.00000192828717665322	0.0000345297936284415	0.0000329484565313084	LOC_00005075/LOC_00006811/LOC_00006882/LOC_00008643/LOC_00018192/LOC_00023388	6	purple
GO:0009855	Determination of bilateral symmetry	6/158	26/10468	0.230769230769231	15.2891918208374	9.03052124741049	0.00000192828717665322	0.0000345297936284415	0.0000329484565313084	LOC_00005075/LOC_00006811/LOC_00006882/LOC_00008643/LOC_00018192/LOC_00023388	6	purple
GO:0036159	Inner dynein arm assembly	4/158	8/10468	0.5	33.126582278481	11.2526290060187	0.00000333690452674733	0.0000583958292180783	0.0000557215157815703	LOC_00002890/LOC_00003158/LOC_00008204/LOC_00023388	4	purple
GO:0036158	Outer dynein arm assembly	5/158	20/10468	0.25	16.5632911392405	8.62402845042368	0.00000949199802919967	0.000162418632944083	0.000154980459049857	LOC_00006811/LOC_00008204/LOC_00018192/LOC_00019635/LOC_00021222	5	purple
GO:0003352	Regulation of cilium movement	4/158	18/10468	0.222222222222222	14.7229254571027	7.21331892963073	0.000129633534523123	0.00216995264310444	0.00207057682144484	LOC_00006510/LOC_00006680/LOC_00013959/LOC_00018192	4	purple
GO:0060632	Regulation of microtubule-based movement	4/158	19/10468	0.210526315789474	13.948034643571	6.99284032319055	0.000162280750611257	0.0026586420844823	0.0025368860901827	LOC_00006510/LOC_00006680/LOC_00013959/LOC_00018192	4	purple
GO:0048468	Cell development	15/158	369/10468	0.040650406504065	2.69321807142122	4.09918213068063	0.000454868509520433	0.00729684900689029	0.00696268025537856	LOC_00000484/LOC_00000485/LOC_00000832/LOC_00003191/LOC_00004644/LOC_00006189/LOC_00006510/LOC_00006680/LOC_00006919/LOC_00010576/LOC_00014809/LOC_00017661/LOC_00019628/LOC_00019977/LOC_00025560	15	purple
GO:0007389	Pattern specification process	6/158	87/10468	0.0689655172413793	4.56918376254911	4.13827418903761	0.00198447077746208	0.0311845407886898	0.029756403924136	LOC_00005075/LOC_00006811/LOC_00006882/LOC_00008643/LOC_00018192/LOC_00023388	6	purple
GO:0050776	Regulation of immune response	8/100	142/10468	0.0563380281690141	5.89746478873239	5.77049477191505	0.0000612249148815327	0.0200227601654983	0.0185302185550616	LOC_00000406/LOC_00000707/LOC_00000766/LOC_00006050/LOC_00011150/LOC_00015731/LOC_00017885/LOC_00019399	8	magenta
GO:0006952	Defense response	9/100	193/10468	0.0466321243523316	4.88145077720207	5.3449720687938	0.0000915382944344198	0.0200227601654983	0.0185302185550616	LOC_00000406/LOC_00000707/LOC_00000766/LOC_00006050/LOC_00009389/LOC_00011150/LOC_00015731/LOC_00018929/LOC_00019399	9	magenta
GO:0098542	Defense response to other organism	8/100	157/10468	0.0509554140127389	5.3340127388535	5.37345027189787	0.000123974198177496	0.0200227601654983	0.0185302185550616	LOC_00000406/LOC_00000707/LOC_00000766/LOC_00006050/LOC_00009389/LOC_00011150/LOC_00015731/LOC_00018929	8	magenta
GO:0002764	Immune response-regulating signaling pathway	6/100	84/10468	0.0714285714285714	7.47714285714286	5.85334869870698	0.000145574224303575	0.0200227601654983	0.0185302185550616	LOC_00000406/LOC_00000766/LOC_00006050/LOC_00011150/LOC_00015731/LOC_00019399	6	magenta
GO:0045087	Innate immune response	7/100	121/10468	0.0578512396694215	6.05586776859504	5.49344505759366	0.000152510973172596	0.0200227601654983	0.0185302185550616	LOC_00000406/LOC_00000707/LOC_00000766/LOC_00006050/LOC_00009389/LOC_00011150/LOC_00015731	7	magenta
GO:0006955	Immune response	8/100	165/10468	0.0484848484848485	5.07539393939394	5.18195139683823	0.000174871267820945	0.0200227601654983	0.0185302185550616	LOC_00000406/LOC_00000707/LOC_00000766/LOC_00006050/LOC_00009389/LOC_00011150/LOC_00014225/LOC_00015731	8	magenta
GO:0002221	Pattern recognition receptor signaling pathway	5/100	66/10468	0.0757575757575758	7.93030303030303	5.54663241782224	0.000405372112774127	0.0397843773536893	0.0368187603181313	LOC_00000406/LOC_00000766/LOC_00006050/LOC_00011150/LOC_00015731	5	magenta
GO:0002376	Immune system process	10/100	304/10468	0.0328947368421053	3.44342105263158	4.24586706788752	0.000631957811489096	0.0458463671428946	0.0424288757439797	LOC_00000406/LOC_00000707/LOC_00000766/LOC_00006050/LOC_00007662/LOC_00009389/LOC_00011150/LOC_00014225/LOC_00015731/LOC_00019399	10	magenta
GO:0043207	Response to external biotic stimulus	8/100	204/10468	0.0392156862745098	4.10509803921569	4.3984098677537	0.000727928099123674	0.0458463671428946	0.0424288757439797	LOC_00000406/LOC_00000707/LOC_00000766/LOC_00006050/LOC_00009389/LOC_00011150/LOC_00015731/LOC_00018929	8	magenta
GO:0051707	Response to other organism	8/100	204/10468	0.0392156862745098	4.10509803921569	4.3984098677537	0.000727928099123674	0.0458463671428946	0.0424288757439797	LOC_00000406/LOC_00000707/LOC_00000766/LOC_00006050/LOC_00009389/LOC_00011150/LOC_00015731/LOC_00018929	8	magenta
GO:0002682	Regulation of immune system process	8/100	207/10468	0.0386473429951691	4.0456038647343	4.34637667777494	0.000800809906426107	0.0458463671428946	0.0424288757439797	LOC_00000406/LOC_00000707/LOC_00000766/LOC_00006050/LOC_00011150/LOC_00015731/LOC_00017885/LOC_00019399	8	magenta
GO:0009607	Response to biotic stimulus	8/100	207/10468	0.0386473429951691	4.0456038647343	4.34637667777494	0.000800809906426107	0.0458463671428946	0.0424288757439797	LOC_00000406/LOC_00000707/LOC_00000766/LOC_00006050/LOC_00009389/LOC_00011150/LOC_00015731/LOC_00018929	8	magenta
GO:0007049	Cell cycle	127/669	405/10468	0.31358024691358	4.9066637140379	20.9509198840006	0.000000000000000000000000000000000000000000000000000000037301341262539	0.000000000000000000000000000000000000000000000000000076467749588205	0.0000000000000000000000000000000000000000000000000000651399212153182	LOC_00000030/LOC_00000108/LOC_00000208/LOC_00000382/LOC_00000427/LOC_00000670/LOC_00000940/LOC_00002411/LOC_00002439/LOC_00002503/LOC_00002543/LOC_00002631/LOC_00003061/LOC_00003155/LOC_00003536/LOC_00003538/LOC_00003605/LOC_00003881/LOC_00004022/LOC_00004394/LOC_00004468/LOC_00004588/LOC_00004622/LOC_00004785/LOC_00004980/LOC_00005142/LOC_00005314/LOC_00005378/LOC_00005786/LOC_00005884/LOC_00005980/LOC_00006144/LOC_00006454/LOC_00006661/LOC_00006735/LOC_00007155/LOC_00007455/LOC_00007600/LOC_00007934/LOC_00008150/LOC_00008160/LOC_00008343/LOC_00008483/LOC_00008513/LOC_00008864/LOC_00008891/LOC_00009557/LOC_00009950/LOC_00010133/LOC_00010279/LOC_00010408/LOC_00010572/LOC_00010684/LOC_00010713/LOC_00011033/LOC_00011100/LOC_00011443/LOC_00011710/LOC_00011719/LOC_00011780/LOC_00011884/LOC_00011924/LOC_00012166/LOC_00012294/LOC_00012770/LOC_00013553/LOC_00013780/LOC_00013928/LOC_00013977/LOC_00014175/LOC_00014177/LOC_00014208/LOC_00014213/LOC_00014612/LOC_00014620/LOC_00014753/LOC_00015082/LOC_00015102/LOC_00015659/LOC_00015720/LOC_00016213/LOC_00017151/LOC_00017302/LOC_00017381/LOC_00017448/LOC_00017485/LOC_00017534/LOC_00017544/LOC_00017894/LOC_00017949/LOC_00018167/LOC_00018325/LOC_00019331/LOC_00019630/LOC_00019774/LOC_00019777/LOC_00019860/LOC_00020078/LOC_00020411/LOC_00020628/LOC_00020782/LOC_00020999/LOC_00021213/LOC_00021227/LOC_00021345/LOC_00021349/LOC_00021438/LOC_00021668/LOC_00021685/LOC_00022960/LOC_00023015/LOC_00023379/LOC_00023456/LOC_00023505/LOC_00023513/LOC_00023547/LOC_00023708/LOC_00023964/LOC_00024049/LOC_00024314/LOC_00025005/LOC_00025082/LOC_00025419/LOC_00025615/LOC_00025632/LOC_00025634/LOC_00025722	127	black
GO:0022402	Cell cycle process	98/669	270/10468	0.362962962962963	5.67936666113049	20.353764577819	0.000000000000000000000000000000000000000000000000156899647828561	0.000000000000000000000000000000000000000000000160822139024275	0.000000000000000000000000000000000000000000000136998166182938	LOC_00000108/LOC_00000208/LOC_00000382/LOC_00000427/LOC_00000670/LOC_00000940/LOC_00002411/LOC_00002439/LOC_00002503/LOC_00002543/LOC_00002631/LOC_00003061/LOC_00003155/LOC_00003538/LOC_00003881/LOC_00004022/LOC_00004394/LOC_00004468/LOC_00004588/LOC_00004622/LOC_00004785/LOC_00004980/LOC_00005142/LOC_00005314/LOC_00005378/LOC_00005786/LOC_00005884/LOC_00005980/LOC_00006144/LOC_00006454/LOC_00007155/LOC_00007455/LOC_00007600/LOC_00007934/LOC_00008150/LOC_00008483/LOC_00008513/LOC_00008864/LOC_00008891/LOC_00009557/LOC_00009950/LOC_00010133/LOC_00010279/LOC_00010408/LOC_00010572/LOC_00010684/LOC_00011443/LOC_00011710/LOC_00011780/LOC_00011924/LOC_00012166/LOC_00013553/LOC_00013928/LOC_00013977/LOC_00014175/LOC_00014177/LOC_00014612/LOC_00014620/LOC_00014753/LOC_00015102/LOC_00015659/LOC_00015720/LOC_00016213/LOC_00017151/LOC_00017381/LOC_00017448/LOC_00017485/LOC_00017894/LOC_00017949/LOC_00018325/LOC_00019774/LOC_00019777/LOC_00019860/LOC_00020078/LOC_00020628/LOC_00020782/LOC_00020999/LOC_00021213/LOC_00021345/LOC_00021349/LOC_00021685/LOC_00022960/LOC_00023015/LOC_00023379/LOC_00023456/LOC_00023505/LOC_00023513/LOC_00023708/LOC_00023964/LOC_00024049/LOC_00024314/LOC_00025005/LOC_00025082/LOC_00025419/LOC_00025615/LOC_00025632/LOC_00025634/LOC_00025722	98	black
GO:1903047	Mitotic cell cycle process	77/669	183/10468	0.420765027322404	6.58380912707164	19.9107332139022	0.0000000000000000000000000000000000000000000228360959551019	0.0000000000000000000000000000000000000000156046655693196	0.0000000000000000000000000000000000000000132930116454435	LOC_00000108/LOC_00000382/LOC_00000427/LOC_00000940/LOC_00002411/LOC_00002503/LOC_00002543/LOC_00002631/LOC_00003061/LOC_00003155/LOC_00004394/LOC_00004468/LOC_00004622/LOC_00004785/LOC_00005142/LOC_00005314/LOC_00005378/LOC_00005786/LOC_00006144/LOC_00006454/LOC_00007155/LOC_00007455/LOC_00007600/LOC_00007934/LOC_00008150/LOC_00008513/LOC_00008864/LOC_00009950/LOC_00010133/LOC_00010279/LOC_00010408/LOC_00010572/LOC_00011443/LOC_00011710/LOC_00011780/LOC_00011924/LOC_00012166/LOC_00013553/LOC_00013928/LOC_00014175/LOC_00014177/LOC_00014612/LOC_00014620/LOC_00015102/LOC_00015720/LOC_00017151/LOC_00017381/LOC_00017448/LOC_00017485/LOC_00017894/LOC_00017949/LOC_00019774/LOC_00019777/LOC_00019860/LOC_00020078/LOC_00020628/LOC_00020782/LOC_00021213/LOC_00021345/LOC_00021349/LOC_00021685/LOC_00022960/LOC_00023015/LOC_00023379/LOC_00023456/LOC_00023505/LOC_00023513/LOC_00023708/LOC_00023964/LOC_00024049/LOC_00024314/LOC_00025005/LOC_00025419/LOC_00025615/LOC_00025632/LOC_00025634/LOC_00025722	77	black
GO:0000278	Mitotic cell cycle	87/669	238/10468	0.365546218487395	5.71978746655613	19.2444895641767	0.0000000000000000000000000000000000000000000335213061766279	0.0000000000000000000000000000000000000000171796694155218	0.0000000000000000000000000000000000000000146346965650068	LOC_00000030/LOC_00000108/LOC_00000382/LOC_00000427/LOC_00000940/LOC_00002411/LOC_00002503/LOC_00002543/LOC_00002631/LOC_00003061/LOC_00003155/LOC_00003536/LOC_00004394/LOC_00004468/LOC_00004622/LOC_00004785/LOC_00005142/LOC_00005314/LOC_00005378/LOC_00005786/LOC_00006144/LOC_00006454/LOC_00007155/LOC_00007455/LOC_00007600/LOC_00007934/LOC_00008150/LOC_00008160/LOC_00008513/LOC_00008864/LOC_00009950/LOC_00010133/LOC_00010279/LOC_00010408/LOC_00010572/LOC_00011443/LOC_00011710/LOC_00011719/LOC_00011780/LOC_00011924/LOC_00012166/LOC_00012770/LOC_00013553/LOC_00013928/LOC_00014175/LOC_00014177/LOC_00014208/LOC_00014213/LOC_00014612/LOC_00014620/LOC_00015102/LOC_00015720/LOC_00017151/LOC_00017381/LOC_00017448/LOC_00017485/LOC_00017534/LOC_00017894/LOC_00017949/LOC_00018167/LOC_00019331/LOC_00019774/LOC_00019777/LOC_00019860/LOC_00020078/LOC_00020628/LOC_00020782/LOC_00021213/LOC_00021345/LOC_00021349/LOC_00021685/LOC_00022960/LOC_00023015/LOC_00023379/LOC_00023456/LOC_00023505/LOC_00023513/LOC_00023708/LOC_00023964/LOC_00024049/LOC_00024314/LOC_00025005/LOC_00025419/LOC_00025615/LOC_00025632/LOC_00025634/LOC_00025722	87	black
GO:0007059	Chromosome segregation	52/669	102/10468	0.509803921568627	7.97702160086755	18.5011124721137	0.0000000000000000000000000000000000224516720674044	0.00000000000000000000000000000000920518554763578	0.0000000000000000000000000000000078415418862787	LOC_00000108/LOC_00000382/LOC_00000427/LOC_00000670/LOC_00000940/LOC_00002411/LOC_00002543/LOC_00002631/LOC_00003155/LOC_00003538/LOC_00003881/LOC_00004022/LOC_00004468/LOC_00004785/LOC_00004980/LOC_00005378/LOC_00005786/LOC_00005980/LOC_00006144/LOC_00006661/LOC_00007155/LOC_00008343/LOC_00008891/LOC_00010246/LOC_00010572/LOC_00010684/LOC_00011710/LOC_00011719/LOC_00011780/LOC_00011924/LOC_00012770/LOC_00014612/LOC_00014753/LOC_00015720/LOC_00016213/LOC_00017381/LOC_00017448/LOC_00017485/LOC_00017894/LOC_00018325/LOC_00019774/LOC_00019777/LOC_00019860/LOC_00020782/LOC_00021213/LOC_00021345/LOC_00021685/LOC_00023379/LOC_00024314/LOC_00025615/LOC_00025632/LOC_00025634	52	black
GO:0006259	DNA metabolic process	89/669	352/10468	0.252840909090909	3.9562610409023	14.7415446978241	0.000000000000000000000000000000566755021103631	0.000000000000000000000000000193641298877074	0.000000000000000000000000000164955540352794	LOC_00000298/LOC_00000327/LOC_00000387/LOC_00000670/LOC_00002411/LOC_00002439/LOC_00002985/LOC_00002999/LOC_00003061/LOC_00003140/LOC_00003536/LOC_00003538/LOC_00003605/LOC_00003770/LOC_00003771/LOC_00004022/LOC_00004196/LOC_00004394/LOC_00004588/LOC_00005022/LOC_00005884/LOC_00005980/LOC_00006454/LOC_00006909/LOC_00007155/LOC_00007182/LOC_00007455/LOC_00008483/LOC_00008803/LOC_00008864/LOC_00008891/LOC_00009210/LOC_00009950/LOC_00009984/LOC_00010133/LOC_00010354/LOC_00010497/LOC_00010527/LOC_00010572/LOC_00010684/LOC_00011305/LOC_00011443/LOC_00011473/LOC_00011554/LOC_00011884/LOC_00012049/LOC_00012166/LOC_00012294/LOC_00012359/LOC_00012576/LOC_00012631/LOC_00012958/LOC_00013477/LOC_00013553/LOC_00013562/LOC_00013608/LOC_00013884/LOC_00014177/LOC_00015102/LOC_00015546/LOC_00015720/LOC_00016035/LOC_00016213/LOC_00016905/LOC_00016999/LOC_00017151/LOC_00017302/LOC_00017431/LOC_00018166/LOC_00018325/LOC_00019331/LOC_00020252/LOC_00020325/LOC_00020628/LOC_00021227/LOC_00021822/LOC_00022604/LOC_00022607/LOC_00023505/LOC_00024049/LOC_00024314/LOC_00024477/LOC_00024789/LOC_00024992/LOC_00025419/LOC_00025422/LOC_00025634/LOC_00025802/LOC_00025818	89	black
GO:0098813	Nuclear chromosome segregation	44/669	86/10468	0.511627906976744	8.00556192859874	17.0445281123662	0.00000000000000000000000000000367096544964207	0.00000000000000000000000000107506845310946	0.000000000000000000000000000915809275331759	LOC_00000108/LOC_00000382/LOC_00000427/LOC_00000670/LOC_00000940/LOC_00002411/LOC_00002543/LOC_00002631/LOC_00003538/LOC_00003881/LOC_00004022/LOC_00004468/LOC_00004785/LOC_00005378/LOC_00005786/LOC_00005980/LOC_00006144/LOC_00008891/LOC_00010572/LOC_00010684/LOC_00011710/LOC_00011780/LOC_00011924/LOC_00014612/LOC_00014753/LOC_00015720/LOC_00016213/LOC_00017381/LOC_00017448/LOC_00017485/LOC_00017894/LOC_00018325/LOC_00019774/LOC_00019777/LOC_00019860/LOC_00020782/LOC_00021213/LOC_00021345/LOC_00021685/LOC_00023379/LOC_00024314/LOC_00025615/LOC_00025632/LOC_00025634	44	black
GO:0000280	Nuclear division	48/669	109/10468	0.440366972477064	6.89052536306414	16.1525708573154	0.0000000000000000000000000000533140663985621	0.0000000000000000000000000136617295146315	0.0000000000000000000000000116378994941072	LOC_00000108/LOC_00000382/LOC_00000427/LOC_00000670/LOC_00000940/LOC_00002411/LOC_00002439/LOC_00002543/LOC_00002631/LOC_00003538/LOC_00004022/LOC_00004468/LOC_00004785/LOC_00004980/LOC_00005378/LOC_00005786/LOC_00005980/LOC_00006144/LOC_00008891/LOC_00010279/LOC_00010408/LOC_00010572/LOC_00010684/LOC_00011710/LOC_00011924/LOC_00014175/LOC_00014612/LOC_00014753/LOC_00015720/LOC_00016213/LOC_00017381/LOC_00017448/LOC_00017485/LOC_00017894/LOC_00018325/LOC_00019774/LOC_00019777/LOC_00019860/LOC_00020782/LOC_00021213/LOC_00021345/LOC_00021685/LOC_00023379/LOC_00024314/LOC_00025419/LOC_00025615/LOC_00025632/LOC_00025634	48	black
