decile	bin	mean_beta	mean_beta_a	n
D05	-4530	23.1866522976355	23.3461373119766	340
D05	-4560	22.3090770666541	22.5443366998242	332
D05	-4760	19.0084970091667	18.9817404694672	341
D05	-4800	24.901719551272	25.0041444812287	320
D05	-4830	21.5068091333958	21.6903862907368	353
D05	-4890	22.0393797686618	22.8672589316999	313
D05	-4920	19.8981154887653	19.5629812171019	355
D05	1610	51.4850157430141	51.9669222557588	346
D05	1440	53.8294345485725	53.8301179268283	345
D05	1380	57.443352043602	58.0712488449182	337
D05	1130	52.5940023457831	52.5887176415705	354
D05	1100	52.201620288605	52.1871108996977	351
D05	1090	49.0755151489387	49.3291732123424	326
D05	1030	51.202834281359	51.6739194823045	357
D05	870	45.6847703093286	46.0805539607881	337
D05	530	18.3847460711328	17.8025021851258	367
D05	440	4.66868169061513	4.86549321272711	386
D05	400	4.148324085042	4.73538744998533	371
D05	380	3.47165490975033	3.54114441919785	394
D05	340	2.61465260754067	2.79581281741144	389
D05	150	2.55215101682587	2.54944406841534	476
D05	-10	1.51492619187361	1.48029724010499	688
D05	-100	2.29984867932946	2.13883395226766	541
D05	-110	1.66843127203056	1.73676795201733	498
D05	-280	1.8211669734743	1.98708735065058	456
D05	-380	2.70133704892585	2.87485247325953	427
D05	-560	5.95103385292759	5.7939498420015	402
D05	-570	5.60888165098362	5.58432846418021	403
D05	-1180	14.084517242603	14.1237479352618	376
D05	-1240	12.4749626427746	12.4213857059871	353
D05	-1450	14.8590858342856	15.1215462636769	387
D05	-1460	12.6310856165158	12.7393641393254	348
D05	-1550	10.4707088040034	10.5656671565471	371
D05	-1670	11.2961273518214	11.0965541648143	366
D05	-1790	15.6444505393812	15.676768343542	395
D05	-1990	11.1081718654075	11.1174124090928	368
D05	-2160	13.9319616958705	13.894290579942	345
D05	-2170	12.8054687214453	12.8477315646068	366
D05	-2280	12.6936536067346	12.8113487846171	350
D05	-2340	9.09819961141232	8.97019435447657	370
D05	-2380	12.63237336856	12.8900099181341	357
D05	-2400	14.2903766730805	14.0873203123662	413
D05	-2780	13.9821841214394	14.15324356271	389
D05	-2820	15.5750898538443	15.5635872464829	393
D05	-2860	14.6468861266194	14.7130709466175	347
D05	-2940	17.8198308581649	18.0017934540121	348
D05	-3070	17.512217439817	17.6558817695142	321
D05	-3100	12.007858757325	11.9124880056616	350
D05	-3130	17.1906150921086	16.8756311779241	351
D05	-3180	16.248510996306	16.1284973003938	352
D05	-3260	19.4413230021188	19.6192524390644	378
D05	-3310	12.8603835733363	12.8854436332152	355
D05	-3330	18.1255573496483	18.120805767372	350
D05	-3550	18.682314480413	18.6320922526219	347
D05	-3570	20.5666891019799	20.6218539197732	372
D05	-3600	16.8927735672523	16.9512438995396	376
D05	-3810	18.3004738829112	18.2301654672227	340
D05	-3830	16.1719365636182	16.5289025658249	353
D05	-4180	17.4870575972376	17.4884340067162	343
D05	-4190	19.9390297854435	20.3179945541917	365
D05	-4220	20.8005783606128	21.2382122161186	336
D05	-4260	18.4811594599854	18.7461207826974	366
D05	-4370	20.2495686280365	20.7524429904054	367
D05	-4380	19.6516424500826	20.0471393678343	364
D05	-4440	21.8607350771371	21.9955110451253	352
D05	-4480	22.3836070686159	22.5495721708963	354
D05	-4500	17.9046336225942	18.6420941987457	351
D05	-4740	24.3167095282836	24.4580028546449	351
D05	-4770	21.2458690592908	21.1924459765667	335
D08	-4370	16.9107543745726	17.0291316175669	398
D08	-4350	16.6027294019263	16.8917742814272	365
D08	-4320	18.2214539093956	18.0734827135407	390
D08	-4230	15.6721252492178	15.5562813952538	382
D08	-4160	15.6457670364373	15.7390095001378	394
D08	-4150	16.2985859507969	16.4441795184728	359
D08	-4100	16.7029624482792	16.7875342243989	390
D08	-4020	18.8648769314773	19.2758526311084	381
D08	-4010	17.8491586764088	17.7373345125561	381
D08	-3900	11.7120095735034	11.7075616472573	361
D08	-3810	16.0057415346291	16.1668762659094	392
D08	-3790	16.44694303968	17.1100919096491	383
D08	-3780	18.0112279777223	18.4554833378093	405
D08	-2420	11.8116144009287	11.7670752091777	401
D08	-2350	9.141396504796	8.86621372696013	387
D08	-2340	10.4648326965785	10.304154926657	384
D08	-2310	12.0291550204683	12.1989797642345	417
D08	-2280	12.0090836438771	12.06503856369	381
D08	-2230	11.2110358628791	10.9638928453412	413
D08	-2140	9.84862337122633	9.73772719205494	346
D08	-2130	14.3848642480493	14.1520782192683	413
D08	-2120	10.3100826745308	10.4652409514505	390
D08	-2060	9.89344940211996	10.1334246393906	402
D08	-2030	12.7431102323988	13.1449635077586	375
D08	-2000	10.9971508946798	10.9636359210422	428
D08	-1900	9.85663413064228	9.59486835278446	384
D08	-1880	11.2960427014605	11.2180812253883	405
D08	-1860	12.2731766911325	12.2636459510627	402
D08	-1850	10.973570427608	10.9795493653546	407
D08	-1410	8.79533922953684	8.66111048614349	386
D08	-1360	8.94563043499855	9.02647909727097	404
D08	-1270	10.0700634747547	10.2696808846132	414
D08	-1260	9.62890345875758	9.8455807358287	403
D08	-1150	9.37951048634292	9.44063751725383	434
D08	-840	5.99092088658814	6.0146793379161	404
D08	-590	5.39938420183208	5.17771300541062	417
D08	-580	3.88558324816253	3.95556055249461	460
D08	-390	1.63140965504779	1.76130885445901	441
D08	-360	2.17404839897791	2.03957130972908	441
D08	-320	4.36526671792325	4.46621135497048	475
D08	-270	1.32129759534616	1.32515450903328	462
D08	-250	1.65006694506918	1.57600502490098	464
D08	-180	1.55688893003444	1.72564745901573	410
D08	-100	1.47027623550126	1.5355189038907	507
D08	-40	1.55244868121464	1.50851027914689	742
D08	-30	1.0366992247975	0.965746145067584	636
D08	-10	1.05684552335703	1.01522733187603	791
D08	20	1.33799004217812	1.38192160770296	755
D08	40	2.07187003482312	2.02052778509767	666
D08	60	1.62703156469573	1.62941803954203	618
D08	70	2.66354076730575	2.69665505942377	554
D08	80	1.78491226656159	1.71052831793515	526
D08	100	1.82636185673474	1.85630190776863	531
D08	160	1.88399113137874	1.99777953643372	525
D08	170	1.12527801393558	1.21120455591833	515
D08	180	2.30750844856386	2.3645104343799	576
D08	200	1.45248428230841	1.50176345368361	564
D08	240	1.55901758611944	1.582016802816	503
D08	250	2.05530230398598	2.04854755465318	530
D08	260	1.49457266773644	1.59372692499859	541
D08	270	2.32537739991696	2.34322252308756	489
D08	290	2.48364034745158	2.47143313059329	480
D08	340	2.48104776776138	2.21176145743764	477
D08	400	3.29602967706554	3.30947935071002	412
D08	410	3.16191111212705	2.82852408422841	409
D08	420	3.97752571987495	3.69005789429692	442
D08	430	3.16893644943393	3.21051404175611	402
D08	470	3.92168730181187	3.81862317810318	352
D08	550	17.7891746562934	17.9717567273708	345
D08	560	19.0331899471472	18.4518041154967	375
D08	580	25.2150484317587	24.6440920479664	349
D08	590	24.2129938251088	25.401725772302	352
D08	600	26.3601320063091	26.8916047762379	343
D08	640	25.5141066061267	25.3324532901146	308
D08	660	26.8509965874286	26.5649211172068	309
D08	1220	56.4210593525624	57.3931757009504	346
D08	1330	61.5973252758429	62.0365243834232	366
D08	1780	62.5117620483444	62.9739935202328	346
D08	1820	63.3298141947345	63.2307538310607	318
D08	1850	64.3172684386425	64.2980223030147	324
D08	1950	59.2121234612569	59.3763781459599	370
D07	-4970	21.4547829329525	21.9474685239168	366
D07	-4940	16.9294949322564	17.1574736862109	362
D07	-4870	22.0772921111207	22.0205118419912	358
D07	-4760	21.4713421088054	21.7644621916262	363
D07	-4660	15.9200820501018	15.8522736278883	380
D07	-4650	16.6631636121017	16.6647896794128	336
D07	-4640	19.3127918718817	18.9258766153644	319
D07	-4560	19.6036861674669	19.9157554811321	365
D07	-4540	18.2449039000925	18.0589450128921	361
D07	-4490	20.445342328021	21.0668905825533	334
D07	-4420	17.4810974254894	17.3032337323435	375
D07	-4370	16.4916724501203	16.763330791586	325
D07	-4360	16.4105612162711	16.2632773411846	385
D07	-4340	17.0227821056791	17.1665220921105	389
D07	-4330	16.6848681234903	16.4329640616383	400
D07	-4240	19.0694784273721	19.1095781071364	372
D07	-4130	18.5911549180067	18.8225033838707	354
D07	-4120	13.4276719990953	13.3777858470717	374
D07	-4110	18.0359663143457	17.643022771366	377
D07	-4100	20.6347030952972	20.7073811775192	417
D07	-4090	16.3713817843557	16.4361674987904	393
D07	-4070	17.6904219050836	17.8520823258913	406
D07	-4030	18.8695445214432	18.9788779997559	374
D07	-4010	14.2113485764284	14.1779603108629	354
D07	-3490	15.3423945047576	15.146088302427	393
D07	-3460	15.6771046955216	16.0860107677618	377
D07	-3320	13.0785494522078	13.1092649981765	407
D07	-3200	16.2715124268394	16.3382858419055	396
D07	-3110	14.2181374017	14.2114238100159	386
D07	-3090	13.5612654081615	13.106521597123	375
D07	-2790	11.5216423555629	11.6112378836096	389
D07	-2740	14.6229853710689	14.7685853986139	376
D07	-2650	12.3398158361712	12.3508933290012	391
D07	-2590	11.1595224329643	10.9560728500912	407
D07	-2530	14.3169679417933	14.2271401855804	384
D07	-2150	10.2613547132901	10.366571810631	380
D07	-2060	13.4803193799671	13.3307737262795	405
D07	-1990	9.92022644737621	9.84646779299071	430
D07	-1450	9.36854997273989	9.29271381628513	472
D05	1780	58.9256592314563	59.0472991400784	351
D05	1530	55.7112054424309	56.0467943614411	340
D07	-1140	11.0496987729028	11.239522660139	403
D07	-1080	10.0601175969132	9.64631229526255	387
D05	1410	50.3076570732687	50.8242921009712	338
D05	1250	52.1799650205712	52.8763529099251	310
D05	1170	49.8962046614426	50.1468998756018	341
D07	-800	7.08391023621728	7.00320123720911	398
D07	-670	6.73170057153422	6.73351688432257	414
D07	-590	3.32593859947004	3.27535903755087	435
D05	920	47.6569690480741	47.4178871569719	294
D05	820	47.8307944880254	48.6157322650699	324
D07	-390	2.1501763634484	2.10219836379477	506
D07	-320	3.42497450460963	3.38908760811144	418
D05	660	31.0564792553113	31.2229003192024	343
D07	-210	2.05122835247329	1.94358282980171	440
D05	540	19.0103588970905	18.7387563612583	374
D05	390	5.13703075156896	5.28180713238836	379
D05	360	3.99747183372663	4.07994175223807	412
D07	370	4.5324807192168	4.4672033935473	404
D05	-40	1.31176254404655	1.26260828124975	676
D05	-70	0.44619145233317	0.471617764708244	598
D05	-80	0.995377984847646	1.11365191963388	541
D07	440	3.99705629170091	3.93087257516858	400
D07	500	8.84043022075498	8.93555202897402	370
D05	-160	3.02014590601256	2.9968945908911	457
D05	-170	1.80943311889958	1.97637952987523	426
D05	-250	1.6693966520157	1.89811841991147	440
D05	-310	1.42793393837771	1.44556269507821	438
D05	-410	2.72218846663666	2.74422841367725	378
D07	750	44.5131517823691	44.9806179438601	369
D05	-420	3.71177496437873	3.83417373882612	433
D05	-600	4.51941544408357	4.69233245240507	408
D05	-760	8.45032982280535	8.46584192872342	425
D07	1150	57.3895502853303	58.0332396541302	418
D07	1230	57.935429984714	58.3321317779689	384
D07	1270	54.1065724940843	54.4869265978513	374
D07	1400	63.0280813332396	63.7893624012281	345
D05	-1070	13.2212144322683	13.1271863661858	382
D07	1410	61.1497379633586	61.7202529456611	332
D05	-1080	15.2738568442228	15.3986660387935	417
D07	1470	58.6841599423121	59.3198179825584	356
D05	-1140	8.94453871805021	9.00826115752552	357
D07	1540	59.2593339344957	59.5128403438925	370
D05	-1210	11.4535646708163	11.7028932023584	368
D07	1600	59.8782870415753	60.4731615389988	367
D07	1630	60.3007996749167	60.8165939935198	334
D05	-1300	8.68823027140742	8.27664238302042	373
D05	-1310	12.3572025181057	12.3563765602861	366
D05	-1340	12.1130667357667	12.7602164314509	356
D07	1690	56.6704381184573	57.1754325871464	377
D07	1710	60.8249950204264	61.1645422453572	356
D07	1790	58.3112932171679	57.9984117717787	355
D07	1830	60.3974432490584	60.4456378566885	322
D05	-1630	14.3691034661578	14.2483867512559	374
D05	-1710	13.0131490908588	13.1775871451427	415
D05	-1760	12.3503292337736	12.0564754837027	370
D05	-2210	13.872636666024	14.3662134946054	347
D05	-2230	11.0193099234016	11.2990939249344	353
D05	-2460	14.3120988450922	14.3497713077158	352
D05	-2470	13.9973742949035	14.0235046316629	335
D05	-2560	12.375473526136	12.5845443359642	361
D05	-2730	12.0454934987747	12.432177726296	347
D05	-3200	17.7643241422716	17.72114096475	346
D05	-3360	15.1461122462992	15.1495258060752	379
D05	-3410	17.1187989296602	17.4265663609276	384
D05	-3490	16.2310040823831	16.3160653397565	334
D05	-3910	16.7350483383858	16.5845403281472	352
D05	-4060	17.5923332534223	17.6014583801155	318
D05	-4100	19.3965376900982	19.4584383393132	367
D05	-4160	22.0644335086821	22.4299282836875	325
D05	-4200	17.7395223577274	17.8544345776972	335
D05	-4280	20.0871511564329	20.2368718214914	357
D05	-4310	16.2683577340064	16.5322823177547	351
D05	-4340	17.2240461785375	17.4356696474039	363
D05	-4430	20.7884107308641	20.9984116367706	375
D05	-4580	22.8965485129184	22.9050364619427	349
D05	-4690	24.0182714325702	23.7787548576471	371
D05	-4870	26.1192147087682	26.2384182616162	352
D05	-4910	24.0069781700604	24.3233564974167	322
D05	-4930	24.279016685113	24.6406581549852	358
D06	1940	56.7996873283648	56.6941217094599	350
D06	1780	55.9544894055087	56.5843429218708	351
D06	1760	56.8242965218521	57.3981242582799	357
D06	1650	57.8154966732259	58.2493935267302	319
D06	1620	59.4536764885763	59.4846703898669	366
D06	1580	55.2856681389223	56.0725026088342	328
D06	1560	57.7552798080278	58.2010320257596	363
D06	1530	57.4795834360541	58.104263498137	342
D06	1520	60.5580829530334	60.7134434695802	336
D06	1470	53.8649287608389	54.0022549279295	339
D06	1400	57.0868388296501	57.576129579637	358
D06	1390	57.2146490213814	57.6833845095671	364
D06	1370	56.9923133310676	57.8528201737082	355
D06	1280	58.414765660952	58.6895639307935	355
D06	1260	56.3311099269664	56.4887330301662	338
D06	1210	55.8785923183366	57.1188260929148	357
D06	1190	56.3534508108735	56.6477344488728	320
D06	1140	54.3835383223674	54.6923341735427	364
D06	1090	55.3030825352361	55.5646103496534	357
D06	1050	50.1386105037338	50.7244236030134	328
D06	1040	50.4888735677221	51.0041297111638	361
D06	1020	51.7434639625304	52.3247676682743	367
D06	980	56.2451605126176	56.6926571751462	351
D06	880	48.3388591447434	49.0929138282181	337
D06	770	43.0275469690153	42.8215494090269	350
D06	710	36.3715421372993	36.7264154300173	320
D06	690	31.8321412506389	32.6840987946797	335
D06	670	29.1240408777109	29.0523769879332	325
D06	650	29.8093103089294	29.3636934589678	320
D06	640	30.0557708963922	29.4015565900778	311
D06	600	27.687136152431	27.7857672158703	358
D06	550	16.0601352423684	17.0017350307325	365
D06	530	16.4782643794458	16.2711178362913	364
D06	510	10.3762555812376	11.4859338420149	384
D06	500	8.30591132886647	8.56076348991337	420
D06	370	4.28566891579425	3.94825544772311	423
D06	340	2.52399653417594	2.57936885028049	475
D06	320	3.15147659818429	2.777883444928	386
D06	310	2.07881930998625	2.1919152062704	411
D06	270	2.6664689808022	2.71893755717491	417
D06	220	2.61907638882934	2.56200444084377	521
D06	200	2.23012177833533	2.13768094078117	533
D06	130	1.45073713925675	1.39862091094755	506
D06	70	2.44084164465712	2.55655702861876	546
D06	20	1.3987746664252	1.43312739228588	715
D06	-10	1.32935139231902	1.29965180348789	710
D06	-20	1.11834666352223	1.11590877194419	737
D06	-30	0.963268509158075	0.989370242448705	597
D06	-40	1.52772865897969	1.38230725268285	669
D06	-50	0.868119266437155	0.78372360818001	642
D06	-70	1.42675568954549	1.35253338152203	595
D06	-80	1.51696767597633	1.4914615792341	544
D06	-110	1.37385245560445	1.33013897399249	495
D06	-190	2.5285993849755	2.46307264398406	433
D06	-330	2.62045241378647	2.57611128769666	449
D06	-340	1.85907077959115	1.87905608234779	413
D06	-350	3.25778302817456	3.31355573048264	437
D06	-390	2.76515089637507	2.72812943587282	442
D06	-440	4.4590629516859	4.45033465771084	420
D06	-460	3.49924484474021	3.4266846001868	394
D06	-470	2.48980198155426	2.41640219356556	428
D06	-540	2.90420461758554	2.71932107206956	441
D06	-550	4.85574122327059	4.91567756745216	433
D06	-570	4.97803152962183	4.99798521571848	425
D06	-580	5.29081183975525	5.34658978251642	407
D06	-660	5.98397348626869	5.9987185739304	421
D06	-670	6.98780771911128	7.19066216310129	401
D06	-750	9.00903298534275	8.89266449208836	414
D06	-820	8.46562205090129	8.6530838096712	413
D06	-830	14.1546459707106	14.3415451302412	404
D06	-890	6.43933823039934	6.67395210029646	405
D06	-920	12.1461444749153	11.7840366776303	395
D06	-930	10.7339716416458	10.9859375735385	387
D06	-960	9.73220808722392	9.83577018580598	432
D06	-970	9.28031297694987	9.31973078137403	401
D06	-1100	10.7680399034208	10.7518885280919	384
D06	-1110	10.8651938605399	11.2920603610385	395
D06	-1120	9.84357888252311	10.1371416419039	402
D06	-1140	9.11384400713675	8.90205932489281	393
D06	-1160	9.0473279175189	9.35314400027299	419
D06	-1190	12.0440538850291	11.7319866825498	380
D06	-1200	9.57404669401305	9.44592556398828	424
D06	-1220	9.818332131806	9.74375476545	412
D06	-1250	11.9211985726423	11.9642720302443	359
D06	-1270	11.5861051347052	11.6689625758854	387
D06	-1280	13.0787736307103	13.1946507120971	401
D06	-1310	11.3822103423158	11.3501574915088	402
D06	-1340	11.3182918459431	11.4504371622626	410
D06	-1430	8.91851798443487	8.91183205197901	393
D06	-4930	22.9122481501756	22.3743107731246	337
D06	-1460	13.5351588036523	13.4279104163993	369
D06	-4890	19.7755163394335	19.9904780311684	358
D06	-1620	10.8181520172386	10.8464564599716	429
D06	-4730	21.3985764262392	21.4808271766906	331
D06	-1700	10.571084023429	10.4582707040587	356
D06	-4660	19.7690991344313	20.15016351513	348
D06	-4650	23.1543548587511	23.0497237214787	348
D06	-1710	12.3301124637893	12.5892464814143	401
D06	-1730	10.940870375539	11.0034031056411	380
D06	-4630	20.9265016478049	20.9126296604759	343
D06	-1750	11.458566179636	11.6069532984737	396
D06	-4610	24.2456405321277	24.2291607819489	362
D06	-1760	11.271007460583	11.3995145673754	352
D06	-4590	19.8587236385078	19.9264731227216	372
D06	-1790	10.7806727330604	10.5886800512507	351
D06	-4560	20.281518878006	19.9830940321141	383
D06	-1840	7.93104723196692	7.85808709682182	425
D06	-4510	19.5465020276943	19.8618284764102	354
D06	-1870	12.7357969933879	12.6750909177514	431
D06	-4490	20.0883780944934	20.038979750662	376
D06	-1930	13.8746414169908	14.0197565995477	401
D06	-4430	21.5059979472426	21.4814295878855	328
D06	-1940	11.7025872077031	11.8062866215713	398
D06	-4420	21.3623967421205	21.3299544942275	326
D06	-1960	12.0515265022796	11.9988402489346	365
D06	-4400	22.1604465781093	21.953141846703	333
D06	-1970	10.996185508328	11.1174863062794	412
D06	-4390	22.7928493887379	22.7025991890658	352
D06	-1990	10.665879776992	10.7285164203329	373
D06	-4370	18.8924576829654	19.2285157547124	343
D06	-2080	13.9407736506773	13.9723936007293	384
D06	-4280	18.6457210008872	18.617174411641	327
D06	-2090	13.536622885582	13.3897059501249	383
D06	-4270	17.2221583159928	17.494471753489	357
D06	-4260	24.8681422300025	25.0341865405263	339
D06	-2100	13.2165336313979	13.0903031995518	397
D06	-4250	17.2393470031466	17.4800970605393	353
D06	-2110	13.9054104607591	14.0691611612668	391
D06	-4240	18.1309284473497	17.7052520074828	350
D06	-2120	14.1488705559268	13.7089024953734	344
D06	-4230	18.8191414641898	18.667110290229	359
D06	-2140	13.1980315444832	12.8310936658416	406
D06	-4220	19.5679603335601	19.1481806230867	355
D06	-4210	15.4140865843475	15.7061833773842	340
D06	-2150	14.2713003667143	14.0474655731454	409
D06	-2190	13.8907620429281	13.5434363884486	387
D06	-4170	16.5028969630192	16.4437893855622	350
D06	-2230	11.7112014962856	11.6686303715854	381
D06	-4130	16.1383730605193	16.3851746574321	340
D06	-2260	11.0770499568171	10.9645082078828	378
D06	-4100	18.2059906691408	18.1082302855426	360
D06	-2270	12.022177666094	12.0114007648847	381
D06	-4080	15.8232657863514	15.9137995446627	325
D06	-2280	14.2420988990788	14.3858878938005	385
D06	-2320	13.1509571788725	13.3664480340722	414
D06	-4030	18.8521336145778	19.0626375674203	361
D06	-2410	12.945791973168	12.8924994691816	398
D06	-3940	17.0326394265016	17.0703254363498	336
D06	-2480	16.9857397935922	16.9749422872956	365
D06	-3880	18.3643490862356	18.6698847106172	362
D06	-2510	11.7625163246881	11.3382546788448	370
D06	-3850	16.6952320654371	16.6443917989398	349
D06	-2590	12.1194112171279	12.1082944257831	366
D06	-3760	19.1697486607902	19.1358526432474	353
D06	-2640	12.2837869566097	12.3044615968289	384
D06	-3720	18.1704835263027	18.5121341869948	377
D06	-2650	13.4278346286671	13.3823877609486	387
D06	-3710	15.1680451519578	15.3162461938108	372
D06	-2760	13.3507896325142	12.8899837617729	400
D06	-3600	18.4820360486069	18.4948007524112	377
D06	-3590	17.9858209361497	18.0536385107146	381
D06	-2790	15.9785898689938	15.7831086017629	399
D06	-3560	15.9049191157069	15.9792879399266	375
D06	-2820	14.3278047130796	14.2901675354845	369
D06	-3540	20.2092692475133	20.1280711738289	360
D06	-4290	21.1957637298571	21.3455953602343	320
D06	-2070	14.2283585525244	14.4124467298769	359
D06	-4360	23.7321538380079	24.0831699087086	382
D06	-4460	23.0799081103396	22.9070607549711	322
D06	-1900	13.5068476091242	13.4137046357442	395
D06	-4470	20.1376336761182	20.4685418041395	349
D06	-1890	9.36479588247562	9.31843049848901	392
D06	-1770	14.3876428265852	14.5730217598574	372
D06	-1740	13.8403546897971	13.936697288482	370
D06	-4670	20.0268410809363	20.4879949455911	383
D06	-1680	10.9873455595334	11.1220890502474	393
D06	-4680	21.1182206042741	21.1205540613333	341
D06	-4690	22.1522483586721	21.9211881261842	363
D06	-1670	7.72306193893076	7.85019461128974	396
D06	-4740	18.5967475916656	18.854268753423	387
D06	-1610	11.9372115307215	11.9014432668953	383
D06	-4780	18.8168692243999	18.794041381461	274
D06	-1570	9.04290497340443	8.99415112316804	359
D06	-4880	21.2124678004472	21.5628002497883	349
D06	-1480	9.95294857651253	10.0793485280116	378
D06	-1170	10.7679739668893	10.87494027381	424
D06	-1150	9.44762996160605	9.54096660663019	379
D06	-900	11.210429637158	10.6252394914547	399
D06	-710	7.84548640854171	7.57128430034267	371
D06	-300	2.82591599777593	2.86683476648138	424
D06	-220	3.17523551485916	3.1895453715507	456
D06	-150	1.58074963571475	1.69080948295818	492
D06	-130	1.13769340548611	1.12779766758126	480
D06	-100	1.303332703052	1.29503697885918	524
D06	0	1.96171613119356	1.98839748267184	772
D06	10	1.63116345951629	1.53559467910078	769
D06	90	2.00766551535974	1.95129090629156	522
D06	140	0.992313178904307	0.97221666304117	496
D06	160	2.79329531668495	2.67407632726916	474
D06	190	1.91538832672894	2.00508283409225	523
D06	210	1.17775758248768	1.13286138822038	535
D06	240	2.41078539873459	2.41418816506747	481
D06	250	1.9503299296864	1.65429494551946	472
D06	420	4.20673777514286	4.01422788410747	412
D06	480	7.7508567261623	7.89720081998461	348
D06	540	18.6606721911717	18.1244674879286	352
D06	570	19.3015050175428	19.3637399293323	370
D06	580	26.0017081229002	26.4787568098151	352
D06	610	25.245133094917	25.2519440743551	318
D06	620	29.7598573108895	29.5306132608045	330
D06	700	31.4189911569947	32.1037082110482	337
D06	830	42.6973607754686	42.642087058161	313
D06	1270	57.6046632348354	57.7679947285512	362
D06	1290	53.9777694806982	54.8730164820769	372
D06	1330	57.224833476571	57.5573330547355	338
D06	1360	57.6016084746252	58.0471067184626	389
D06	1380	57.807963714201	57.8492524947385	337
D06	1410	55.3230490464641	56.0610617666496	321
D06	1420	58.1246529126167	57.8938409452415	364
D06	1430	54.1670731365707	54.2160156502038	326
D06	1480	59.2146951181703	59.5316863794928	334
D06	1500	59.5020312423575	59.4625098449606	350
D06	1510	59.3689258324803	60.1587486193091	349
D06	1550	57.3807803892412	57.7302340834338	350
D06	1670	56.5915491268084	57.5537900075271	327
D06	1680	59.3746888793514	59.5943547373929	330
D06	1690	62.326471936484	62.8083342708569	319
D06	1730	57.2908775494303	57.3502747781156	343
D06	1740	56.9728849063634	57.2327988976948	361
D06	1770	56.0905652708611	56.6649408812219	346
D06	1830	59.4696625826084	59.59102983338	329
D06	1840	57.3898815406683	57.9791883911314	355
D06	1870	59.1131524809487	59.0592376643297	362
D06	1900	60.0120737341482	60.6255900294609	343
D06	1930	58.9986196137848	59.3511510514968	357
D10	-4980	15.73684544956	15.7665522654263	382
D10	-4950	15.6622114630893	16.099374765824	411
D10	-4940	17.1168976028205	17.1358479263534	426
D10	-4820	15.3589558763081	15.7592781436354	357
D10	-4810	16.5429388757184	16.6750778044298	362
D10	-4800	12.886295800988	12.7852318379288	403
D10	-4460	11.536460669938	11.4576766016137	356
D10	-4440	11.6433546633745	11.6531828981676	393
D10	-4430	12.1116662395169	12.1660760617206	387
D10	-4370	12.3647914440494	12.300278818193	362
D10	-4340	10.5382074055451	11.1040232674086	392
D10	-4220	11.4260573918021	11.4443048485674	395
D10	-4070	9.40037247367293	9.14369528381991	336
D10	-4050	12.1285618635861	11.9098004153534	400
D10	-4030	10.6821299593067	10.5675223887801	372
D10	-3940	11.8408706646078	11.80827015191	373
D10	-3930	8.52657567854845	8.71824930705811	392
D10	-3830	10.3734633721937	10.7743415156633	397
D10	-3820	10.1048612689859	10.0899349935784	381
D10	-3810	10.5432617193153	10.2780765868167	344
D10	-3780	11.1630957511084	10.9758505465443	398
D10	-3760	10.4062018966564	10.5298476219229	435
D10	-3720	16.3893945069896	16.6206830759791	391
D10	-3660	13.05247020628	13.0533181478033	405
D10	-3650	11.3041954655186	11.5336460580088	362
D10	-3400	9.98501505518452	9.42644208537454	410
D10	-3390	9.14963798039512	8.89045845852892	402
D10	-3370	11.0254231926427	11.1535314845872	431
D10	-3340	11.6123943274758	11.4736710217877	427
D10	-3330	8.63815504782188	8.53721121794331	379
D10	-3270	10.4088732272777	10.3180264861242	410
D10	-3200	8.13268821069372	8.12919763347604	414
D10	-3180	9.20518326190105	9.37128696559733	400
D10	-3170	8.23576665913784	8.4047520114089	420
D10	-3160	8.31082627570672	8.19616876331543	396
D10	-3110	8.18071999392794	8.03310389053159	397
D10	-3100	6.18670279628327	6.50297680054376	404
D10	-3080	8.25490743508383	8.5929678212088	390
D10	-2470	10.2139599661799	10.4038145093098	430
D10	-2430	7.96280093277836	7.766126251089	382
D10	-2420	8.16416835804716	8.1981846947413	372
D10	-2400	9.22909001927634	9.06168610415097	420
D10	-2330	9.15882860681208	9.15516632290748	412
D10	-2270	11.5747191848887	11.2987003363338	424
D10	-2230	10.0305966114861	10.1352410962688	432
D10	-2080	9.20333884059164	9.24738283994332	387
D10	-1980	9.52031718806175	9.62601293212587	457
D10	-1890	7.16619683652663	7.15822451064007	428
D10	-1820	8.34032981040458	8.32538425309194	446
D10	-1790	8.13596830715012	8.47760988199953	404
D10	-1780	6.38747701622891	6.3807270772586	457
D10	-1760	6.43178070334841	6.51957682793658	420
D10	-1440	8.56358838776275	8.82719054038252	444
D10	-1370	6.48820129977032	6.4655866376276	447
D10	-1270	6.25744584582632	6.27714777350717	401
D10	-1260	8.08959448444009	7.98984215586866	458
D10	-1210	6.42633126478493	6.33206440567179	447
D10	-1150	6.38702479777028	6.30236235455987	428
D10	-1140	6.92348591594154	6.55917401301971	410
D10	-1120	8.36313117381317	8.3557145478751	436
D10	-1110	6.61976852084994	6.5781792662412	418
D10	-950	6.67015959636053	6.77958506888277	466
D10	-910	6.65275828840045	6.83030182416306	436
D10	-900	6.55799092552198	6.46412889215171	472
D10	-790	3.30486068394988	3.40293021368259	443
D10	-490	2.0882247714862	2.05293488617343	461
D10	-480	2.90227986495743	3.01899751463951	444
D10	-460	2.53534786064098	2.97388042191891	470
D10	-440	1.70905012031505	1.71440367358171	446
D10	-390	2.5622781834905	2.53078122841504	480
