motif_name	OR	p	n_spike	n_flank	padj	log2OR	neglog10p
Pgr	0	1	3083	0	1	-6.64385618977472	0
BCL11A	0	1	4717	0	1	-6.64385618977472	0
EPAS1	0	1	1629	0	1	-6.64385618977472	0
IKZF2	0	1	12765	0	1	-6.64385618977472	0
PGR	0	1	2174	0	1	-6.64385618977472	0
ZBED4	0	1	3374	0	1	-6.64385618977472	0
ZBTB11	0	1	3763	0	1	-6.64385618977472	0
ZBTB24	0	1	3298	0	1	-6.64385618977472	0
ZNF157	0	1	3074	0	1	-6.64385618977472	0
ZNF175	0	1	3729	0	1	-6.64385618977472	0
ZNF35	0	1	4291	0	1	-6.64385618977472	0
ZNF547	0	1	2841	0	1	-6.64385618977472	0
ZNF558	0	1	7693	0	1	-6.64385618977472	0
ZSCAN21	0	1	4091	0	1	-6.64385618977472	0
Nr1h3	0	1	10429	0	1	-6.64385618977472	0
Ppara	0	1	3376	0	1	-6.64385618977472	0
Nanog	0	1	3867	0	1	-6.64385618977472	0
Zbtb2	0	1	3357	0	1	-6.64385618977472	0
FEZF2	0	1	3275	0	1	-6.64385618977472	0
BEAF-32	0	1	355	0	1	-6.64385618977472	0
btd	0	1	4320	0	1	-6.64385618977472	0
Cf2	0	1	4050	0	1	-6.64385618977472	0
CG9876	0	1	10894	0	1	-6.64385618977472	0
cnc::maf-S	0	1	2980	0	1	-6.64385618977472	0
CTCF	0	1	15549	0	1	-6.64385618977472	0
Deaf1	0	1	16631	0	1	-6.64385618977472	0
dmrt99B	0	1	3026	0	1	-6.64385618977472	0
Dref	0	1	454	0	1	-6.64385618977472	0
dsx	0	1	6599	0	1	-6.64385618977472	0
dve	0	1	8249	0	1	-6.64385618977472	0
E5	0	1	10894	0	1	-6.64385618977472	0
Elba1	0	1	3234	0	1	-6.64385618977472	0
Elba2	0	1	3234	0	1	-6.64385618977472	0
exd	0	1	6936	0	1	-6.64385618977472	0
GATAd	0	1	4474	0	1	-6.64385618977472	0
gcm	0	1	1925	0	1	-6.64385618977472	0
grh	0	1	2675	0	1	-6.64385618977472	0
Hsf	0	1	2441	0	1	-6.64385618977472	0
kn	0	1	2947	0	1	-6.64385618977472	0
kni	0	1	3367	0	1	-6.64385618977472	0
Kr	0	1	3124	0	1	-6.64385618977472	0
Lim3	0	1	10894	0	1	-6.64385618977472	0
M1BP	0	1	2989	0	1	-6.64385618977472	0
nub	0	1	3481	0	1	-6.64385618977472	0
ovo	0	1	1976	0	1	-6.64385618977472	0
Pdp1	0	1	1802	0	1	-6.64385618977472	0
PHDP	0	1	14950	0	1	-6.64385618977472	0
pho	0	1	1995	0	1	-6.64385618977472	0
pnr	0	1	856	0	1	-6.64385618977472	0
Pph13	0	1	10894	0	1	-6.64385618977472	0
prd	0	1	1976	0	1	-6.64385618977472	0
sd	0	1	3379	0	1	-6.64385618977472	0
slp1	0	1	4484	0	1	-6.64385618977472	0
sna	0	1	3721	0	1	-6.64385618977472	0
Stat92E	0	1	3151	0	1	-6.64385618977472	0
sv	0	1	2981	0	1	-6.64385618977472	0
tin	0	1	3207	0	1	-6.64385618977472	0
Trl	0	1	5997	0	1	-6.64385618977472	0
twi	0	1	4914	0	1	-6.64385618977472	0
Ubx	0	1	7580	0	1	-6.64385618977472	0
usp	0	1	3489	0	1	-6.64385618977472	0
vfl	0	1	3167	0	1	-6.64385618977472	0
vis	0	1	17824	0	1	-6.64385618977472	0
z	0	1	3852	0	1	-6.64385618977472	0
zen2	0	1	10894	0	1	-6.64385618977472	0
atf-7	0	1	3568	0	1	-6.64385618977472	0
cebp-1	0	1	2262	0	1	-6.64385618977472	0
ceh-22	0	1	3354	0	1	-6.64385618977472	0
ceh-38	0	1	5358	0	1	-6.64385618977472	0
ceh-48	0	1	17821	0	1	-6.64385618977472	0
daf-12	0	1	5705	0	1	-6.64385618977472	0
daf-16	0	1	4771	0	1	-6.64385618977472	0
dsc-1	0	1	10894	0	1	-6.64385618977472	0
efl-1	0	1	2804	0	1	-6.64385618977472	0
elt-2	0	1	1773	0	1	-6.64385618977472	0
elt-6	0	1	13865	0	1	-6.64385618977472	0
eor-1	0	1	11182	0	1	-6.64385618977472	0
fkh-2	0	1	9387	0	1	-6.64385618977472	0
hlh-1	0	1	3811	0	1	-6.64385618977472	0
hlh-30	0	1	2037	0	1	-6.64385618977472	0
lim-4	0	1	7580	0	1	-6.64385618977472	0
lim-7	0	1	14950	0	1	-6.64385618977472	0
lin-54	0	1	3756	0	1	-6.64385618977472	0
pqm-1	0	1	2114	0	1	-6.64385618977472	0
skn-1	0	1	6201	0	1	-6.64385618977472	0
sma-4	0	1	4711	0	1	-6.64385618977472	0
unc-30	0	1	8249	0	1	-6.64385618977472	0
unc-62	0	1	3722	0	1	-6.64385618977472	0
zfh-2	0	1	2210	0	1	-6.64385618977472	0
zip-8	0	1	2519	0	1	-6.64385618977472	0
AP4	0	1	2225	0	1	-6.64385618977472	0
Atbf	0	1	14950	0	1	-6.64385618977472	0
Atoh7	0	1	3855	0	1	-6.64385618977472	0
Brachyury	0	1	2531	0	1	-6.64385618977472	0
Bsx	0	1	13174	0	1	-6.64385618977472	0
Cebpg	0	1	12090	0	1	-6.64385618977472	0
Creb1	0	1	2214	0	1	-6.64385618977472	0
Dlx-b	0	1	10894	0	1	-6.64385618977472	0
Dlx-c	0	1	10894	0	1	-6.64385618977472	0
Emx	0	1	13174	0	1	-6.64385618977472	0
Erf-a	0	1	2666	0	1	-6.64385618977472	0
Etv1/4/5	0	1	5704	0	1	-6.64385618977472	0
Fli-Erg-a	0	1	5704	0	1	-6.64385618977472	0
Fli-Erg-b	0	1	3297	0	1	-6.64385618977472	0
Fli-Erg-c	0	1	5704	0	1	-6.64385618977472	0
Fos-b	0	1	2277	0	1	-6.64385618977472	0
FoxA-a	0	1	5038	0	1	-6.64385618977472	0
FoxA-b	0	1	4180	0	1	-6.64385618977472	0
FoxB	0	1	4406	0	1	-6.64385618977472	0
FoxD-b	0	1	15614	0	1	-6.64385618977472	0
FoxE	0	1	17248	0	1	-6.64385618977472	0
FoxF	0	1	16132	0	1	-6.64385618977472	0
FoxG	0	1	15838	0	1	-6.64385618977472	0
FoxI-a	0	1	17248	0	1	-6.64385618977472	0
FoxI-b	0	1	4904	0	1	-6.64385618977472	0
FoxI-c	0	1	16218	0	1	-6.64385618977472	0
FoxK	0	1	15614	0	1	-6.64385618977472	0
FoxL2	0	1	4703	0	1	-6.64385618977472	0
FoxM	0	1	17248	0	1	-6.64385618977472	0
FoxO	0	1	4730	0	1	-6.64385618977472	0
FoxQ	0	1	14190	0	1	-6.64385618977472	0
GATA-a	0	1	13865	0	1	-6.64385618977472	0
GATA1/2/3	0	1	13876	0	1	-6.64385618977472	0
Hes-b	0	1	2805	0	1	-6.64385618977472	0
Hes-c	0	1	2056	0	1	-6.64385618977472	0
Hex	0	1	14950	0	1	-6.64385618977472	0
Hmbox1	0	1	14950	0	1	-6.64385618977472	0
Hnf1	0	1	7580	0	1	-6.64385618977472	0
Hox1	0	1	14950	0	1	-6.64385618977472	0
Hox3	0	1	13166	0	1	-6.64385618977472	0
Hox4	0	1	13166	0	1	-6.64385618977472	0
Hox5	0	1	13174	0	1	-6.64385618977472	0
Hsf1-2-4	0	1	1721	0	1	-6.64385618977472	0
Irf-b	0	1	2153	0	1	-6.64385618977472	0
Isx	0	1	14950	0	1	-6.64385618977472	0
Klf3/8/12	0	1	4689	0	1	-6.64385618977472	0
Klf5-like	0	1	2050	0	1	-6.64385618977472	0
large-Maf	0	1	11973	0	1	-6.64385618977472	0
Lhx3/4	0	1	14950	0	1	-6.64385618977472	0
Lmx-b	0	1	7580	0	1	-6.64385618977472	0
Macho-1	0	1	13686	0	1	-6.64385618977472	0
Meox	0	1	13166	0	1	-6.64385618977472	0
Mnx	0	1	14950	0	1	-6.64385618977472	0
Msx	0	1	13174	0	1	-6.64385618977472	0
NFkb	0	1	2162	0	1	-6.64385618977472	0
Nk-1	0	1	13174	0	1	-6.64385618977472	0
Nk-3	0	1	14950	0	1	-6.64385618977472	0
Nkx3	0	1	14950	0	1	-6.64385618977472	0
Noto	0	1	13166	0	1	-6.64385618977472	0
Otp	0	1	7580	0	1	-6.64385618977472	0
Otx	0	1	1304	0	1	-6.64385618977472	0
Prop	0	1	14950	0	1	-6.64385618977472	0
Rax	0	1	14950	0	1	-6.64385618977472	0
Six3/6	0	1	9266	0	1	-6.64385618977472	0
small-Maf	0	1	11973	0	1	-6.64385618977472	0
Snail	0	1	8924	0	1	-6.64385618977472	0
SoxB1	0	1	4466	0	1	-6.64385618977472	0
SoxB2	0	1	15632	0	1	-6.64385618977472	0
SoxC	0	1	15632	0	1	-6.64385618977472	0
SoxF	0	1	15632	0	1	-6.64385618977472	0
Tbox-a	0	1	2592	0	1	-6.64385618977472	0
Tbox-b	0	1	2643	0	1	-6.64385618977472	0
Tbx15/18/22	0	1	2700	0	1	-6.64385618977472	0
Tbx2/3	0	1	2260	0	1	-6.64385618977472	0
Tcf3-4-12	0	1	8924	0	1	-6.64385618977472	0
Tlx	0	1	14950	0	1	-6.64385618977472	0
Uncx-b	0	1	14950	0	1	-6.64385618977472	0
YY1-2	0	1	2818	0	1	-6.64385618977472	0
LIN54	0	1	9690	0	1	-6.64385618977472	0
Ahr::Arnt	0	1	14267	0	1	-6.64385618977472	0
Alx1	0	1	2318	0	1	-6.64385618977472	0
ALX3	0	1	10894	0	1	-6.64385618977472	0
Alx4	0	1	2395	0	1	-6.64385618977472	0
TBX21	0	1	2790	0	1	-6.64385618977472	0
Ar	0	1	1794	0	1	-6.64385618977472	0
ARGFX	0	1	1662	0	1	-6.64385618977472	0
Arid3b	0	1	6648	0	1	-6.64385618977472	0
Arid5a	0	1	2398	0	1	-6.64385618977472	0
ARNT::HIF1A	0	1	14849	0	1	-6.64385618977472	0
ARNT2	0	1	2758	0	1	-6.64385618977472	0
Arntl	0	1	2673	0	1	-6.64385618977472	0
Arx	0	1	2438	0	1	-6.64385618977472	0
ASCL1	0	1	6569	0	1	-6.64385618977472	0
ATF2	0	1	3721	0	1	-6.64385618977472	0
ATF3	0	1	2481	0	1	-6.64385618977472	0
ATF4	0	1	3277	0	1	-6.64385618977472	0
ATF6	0	1	3182	0	1	-6.64385618977472	0
ATF7	0	1	2530	0	1	-6.64385618977472	0
Atoh1	0	1	7639	0	1	-6.64385618977472	0
Bach1::Mafk	0	1	2740	0	1	-6.64385618977472	0
MAFK	0	1	2751	0	1	-6.64385618977472	0
BACH2	0	1	4547	0	1	-6.64385618977472	0
BARHL1	0	1	8784	0	1	-6.64385618977472	0
BARHL2	0	1	8784	0	1	-6.64385618977472	0
BARX1	0	1	13174	0	1	-6.64385618977472	0
BARX2	0	1	3295	0	1	-6.64385618977472	0
BATF	0	1	3817	0	1	-6.64385618977472	0
BATF::JUN	0	1	3817	0	1	-6.64385618977472	0
Jun	0	1	2022	0	1	-6.64385618977472	0
JUN	0	1	3737	0	1	-6.64385618977472	0
BATF3	0	1	3817	0	1	-6.64385618977472	0
Bcl11B	0	1	5169	0	1	-6.64385618977472	0
BCL6	0	1	2833	0	1	-6.64385618977472	0
Bhlha15	0	1	2469	0	1	-6.64385618977472	0
BHLHE23	0	1	2596	0	1	-6.64385618977472	0
BHLHE40	0	1	1640	0	1	-6.64385618977472	0
BNC2	0	1	3817	0	1	-6.64385618977472	0
BSX	0	1	13174	0	1	-6.64385618977472	0
CDX2	0	1	2541	0	1	-6.64385618977472	0
CDX4	0	1	3479	0	1	-6.64385618977472	0
CEBPA	0	1	2831	0	1	-6.64385618977472	0
CEBPB	0	1	856	0	1	-6.64385618977472	0
CEBPD	0	1	3154	0	1	-6.64385618977472	0
CEBPE	0	1	1093	0	1	-6.64385618977472	0
CLOCK	0	1	2131	0	1	-6.64385618977472	0
CREB1	0	1	3126	0	1	-6.64385618977472	0
CREB3	0	1	2679	0	1	-6.64385618977472	0
CREB3L1	0	1	2623	0	1	-6.64385618977472	0
CREB3L4	0	1	5730	0	1	-6.64385618977472	0
Creb5	0	1	2399	0	1	-6.64385618977472	0
CREM	0	1	2890	0	1	-6.64385618977472	0
Crx	0	1	8249	0	1	-6.64385618977472	0
CTCFL	0	1	4143	0	1	-6.64385618977472	0
CUX1	0	1	1572	0	1	-6.64385618977472	0
Hoxa13	0	1	1715	0	1	-6.64385618977472	0
HOXB13	0	1	4318	0	1	-6.64385618977472	0
CUX2	0	1	1536	0	1	-6.64385618977472	0
DBP	0	1	1203	0	1	-6.64385618977472	0
Ddit3::Cebpa	0	1	1922	0	1	-6.64385618977472	0
DLX1	0	1	13174	0	1	-6.64385618977472	0
Dlx2	0	1	2266	0	1	-6.64385618977472	0
Dlx3	0	1	10894	0	1	-6.64385618977472	0
Dlx4	0	1	10894	0	1	-6.64385618977472	0
Dlx5	0	1	2350	0	1	-6.64385618977472	0
DLX6	0	1	10894	0	1	-6.64385618977472	0
Dmbx1	0	1	1791	0	1	-6.64385618977472	0
Dmrt1	0	1	2851	0	1	-6.64385618977472	0
DMRT3	0	1	4566	0	1	-6.64385618977472	0
DMRTA1	0	1	2990	0	1	-6.64385618977472	0
DMRTA2	0	1	10458	0	1	-6.64385618977472	0
DMRTC2	0	1	3138	0	1	-6.64385618977472	0
DPRX	0	1	2316	0	1	-6.64385618977472	0
DRGX	0	1	10894	0	1	-6.64385618977472	0
Dux	0	1	1553	0	1	-6.64385618977472	0
E2F2	0	1	1671	0	1	-6.64385618977472	0
E2F3	0	1	1385	0	1	-6.64385618977472	0
ONECUT2	0	1	2259	0	1	-6.64385618977472	0
E2F4	0	1	1945	0	1	-6.64385618977472	0
E2F6	0	1	3507	0	1	-6.64385618977472	0
E2F8	0	1	2461	0	1	-6.64385618977472	0
EBF1	0	1	2491	0	1	-6.64385618977472	0
Ebf2	0	1	2950	0	1	-6.64385618977472	0
EBF3	0	1	2972	0	1	-6.64385618977472	0
EGR1	0	1	4952	0	1	-6.64385618977472	0
EGR3	0	1	4754	0	1	-6.64385618977472	0
EGR4	0	1	4991	0	1	-6.64385618977472	0
EHF	0	1	3355	0	1	-6.64385618977472	0
ELF1	0	1	3830	0	1	-6.64385618977472	0
ELF2	0	1	3262	0	1	-6.64385618977472	0
ELF3	0	1	3191	0	1	-6.64385618977472	0
Elf5	0	1	4409	0	1	-6.64385618977472	0
ELK1	0	1	2917	0	1	-6.64385618977472	0
EOMES	0	1	2937	0	1	-6.64385618977472	0
ETV7	0	1	3952	0	1	-6.64385618977472	0
HOXA1	0	1	10894	0	1	-6.64385618977472	0
ELK1::HOXB13	0	1	2801	0	1	-6.64385618977472	0
PAX1	0	1	2982	0	1	-6.64385618977472	0
PAX5	0	1	3213	0	1	-6.64385618977472	0
PAX9	0	1	3108	0	1	-6.64385618977472	0
SPDEF	0	1	2564	0	1	-6.64385618977472	0
ELK1::SREBF2	0	1	3146	0	1	-6.64385618977472	0
TEF	0	1	1281	0	1	-6.64385618977472	0
ELK3	0	1	3200	0	1	-6.64385618977472	0
ELK4	0	1	3383	0	1	-6.64385618977472	0
EMX1	0	1	10894	0	1	-6.64385618977472	0
EMX2	0	1	10894	0	1	-6.64385618977472	0
EN1	0	1	10894	0	1	-6.64385618977472	0
EN2	0	1	3938	0	1	-6.64385618977472	0
ERF	0	1	3273	0	1	-6.64385618977472	0
ERF::FIGLA	0	1	3487	0	1	-6.64385618977472	0
FIGLA	0	1	8924	0	1	-6.64385618977472	0
ERF::FOXI1	0	1	5496	0	1	-6.64385618977472	0
ERF::FOXO1	0	1	5479	0	1	-6.64385618977472	0
Foxo1	0	1	7118	0	1	-6.64385618977472	0
ERF::HOXB13	0	1	3451	0	1	-6.64385618977472	0
MAX	0	1	4636	0	1	-6.64385618977472	0
ERF::NHLH1	0	1	3098	0	1	-6.64385618977472	0
NHLH1	0	1	3621	0	1	-6.64385618977472	0
ERF::SREBF2	0	1	2367	0	1	-6.64385618977472	0
Erg	0	1	4471	0	1	-6.64385618977472	0
ESR1	0	1	1875	0	1	-6.64385618977472	0
ESRRA	0	1	2512	0	1	-6.64385618977472	0
ESRRB	0	1	2387	0	1	-6.64385618977472	0
Esrrg	0	1	2306	0	1	-6.64385618977472	0
ESX1	0	1	4188	0	1	-6.64385618977472	0
ETS1	0	1	3752	0	1	-6.64385618977472	0
ETS2	0	1	3345	0	1	-6.64385618977472	0
ETV1	0	1	3971	0	1	-6.64385618977472	0
ETV2	0	1	3908	0	1	-6.64385618977472	0
ETV2::DRGX	0	1	2808	0	1	-6.64385618977472	0
ETV2::FIGLA	0	1	3709	0	1	-6.64385618977472	0
ETV2::FOXI1	0	1	4756	0	1	-6.64385618977472	0
ETV2::HOXB13	0	1	2883	0	1	-6.64385618977472	0
ETV3	0	1	2900	0	1	-6.64385618977472	0
ETV4	0	1	3166	0	1	-6.64385618977472	0
ETV5	0	1	2934	0	1	-6.64385618977472	0
ETV5::DRGX	0	1	2979	0	1	-6.64385618977472	0
ETV5::FIGLA	0	1	3922	0	1	-6.64385618977472	0
ETV5::FOXI1	0	1	4182	0	1	-6.64385618977472	0
ETV5::FOXO1	0	1	3690	0	1	-6.64385618977472	0
ETV5::HOXA2	0	1	2400	0	1	-6.64385618977472	0
HOXA2	0	1	10894	0	1	-6.64385618977472	0
ETV6	0	1	3441	0	1	-6.64385618977472	0
EVX1	0	1	10894	0	1	-6.64385618977472	0
EVX2	0	1	10894	0	1	-6.64385618977472	0
FEV	0	1	3028	0	1	-6.64385618977472	0
FLI1	0	1	3590	0	1	-6.64385618977472	0
FLI1::DRGX	0	1	2798	0	1	-6.64385618977472	0
FLI1::FOXI1	0	1	4308	0	1	-6.64385618977472	0
FOS	0	1	4981	0	1	-6.64385618977472	0
FOS::JUN	0	1	5242	0	1	-6.64385618977472	0
FOS::JUNB	0	1	2004	0	1	-6.64385618977472	0
JUNB	0	1	4567	0	1	-6.64385618977472	0
FOS::JUND	0	1	2638	0	1	-6.64385618977472	0
JUND	0	1	5234	0	1	-6.64385618977472	0
FOSL1	0	1	2268	0	1	-6.64385618977472	0
FOSL1::JUNB	0	1	2205	0	1	-6.64385618977472	0
FOSL1::JUND	0	1	5350	0	1	-6.64385618977472	0
FOSL2	0	1	2159	0	1	-6.64385618977472	0
FOSL2::JUN	0	1	5049	0	1	-6.64385618977472	0
FOSL2::JUNB	0	1	3917	0	1	-6.64385618977472	0
FOSL2::JUND	0	1	5110	0	1	-6.64385618977472	0
FOXA1	0	1	2484	0	1	-6.64385618977472	0
FOXA2	0	1	3352	0	1	-6.64385618977472	0
FOXA3	0	1	7118	0	1	-6.64385618977472	0
FOXC2	0	1	7337	0	1	-6.64385618977472	0
FOXD1	0	1	7118	0	1	-6.64385618977472	0
FOXD2	0	1	6731	0	1	-6.64385618977472	0
FOXD3	0	1	8542	0	1	-6.64385618977472	0
FOXE1	0	1	6978	0	1	-6.64385618977472	0
Foxf1	0	1	7118	0	1	-6.64385618977472	0
FOXF2	0	1	4900	0	1	-6.64385618977472	0
FOXH1	0	1	3911	0	1	-6.64385618977472	0
FOXJ2::ELF1	0	1	5698	0	1	-6.64385618977472	0
PITX1	0	1	8249	0	1	-6.64385618977472	0
Foxj3	0	1	5077	0	1	-6.64385618977472	0
FOXK1	0	1	7118	0	1	-6.64385618977472	0
FOXK2	0	1	7118	0	1	-6.64385618977472	0
Foxl2	0	1	4366	0	1	-6.64385618977472	0
FOXO1::ELF1	0	1	4635	0	1	-6.64385618977472	0
FOXO1::ELK1	0	1	4627	0	1	-6.64385618977472	0
FOXO1::ELK3	0	1	4589	0	1	-6.64385618977472	0
FOXO1::FLI1	0	1	5348	0	1	-6.64385618977472	0
Foxo3	0	1	7118	0	1	-6.64385618977472	0
FOXP1	0	1	7118	0	1	-6.64385618977472	0
FOXP2	0	1	5745	0	1	-6.64385618977472	0
Foxq1	0	1	4786	0	1	-6.64385618977472	0
GABPA	0	1	4268	0	1	-6.64385618977472	0
GATA1	0	1	3633	0	1	-6.64385618977472	0
GATA1::TAL1	0	1	3182	0	1	-6.64385618977472	0
GATA2	0	1	4370	0	1	-6.64385618977472	0
Gata3	0	1	2811	0	1	-6.64385618977472	0
GATA4	0	1	3013	0	1	-6.64385618977472	0
GATA5	0	1	1806	0	1	-6.64385618977472	0
GATA6	0	1	2049	0	1	-6.64385618977472	0
GBX1	0	1	4188	0	1	-6.64385618977472	0
GBX2	0	1	10894	0	1	-6.64385618977472	0
GCM1	0	1	2209	0	1	-6.64385618977472	0
SOX2	0	1	5600	0	1	-6.64385618977472	0
GCM2	0	1	2268	0	1	-6.64385618977472	0
GFI1	0	1	3840	0	1	-6.64385618977472	0
Gfi1B	0	1	3474	0	1	-6.64385618977472	0
Gli1	0	1	4861	0	1	-6.64385618977472	0
Gli2	0	1	4194	0	1	-6.64385618977472	0
GLI3	0	1	4049	0	1	-6.64385618977472	0
GLIS1	0	1	2596	0	1	-6.64385618977472	0
Gmeb1	0	1	2875	0	1	-6.64385618977472	0
GRHL1	0	1	1930	0	1	-6.64385618977472	0
GRHL2	0	1	2857	0	1	-6.64385618977472	0
GSC	0	1	8249	0	1	-6.64385618977472	0
GSC2	0	1	8249	0	1	-6.64385618977472	0
GSX1	0	1	10894	0	1	-6.64385618977472	0
GSX2	0	1	4660	0	1	-6.64385618977472	0
Hand1::Tcf3	0	1	2722	0	1	-6.64385618977472	0
TCF3	0	1	2729	0	1	-6.64385618977472	0
HAND2	0	1	11465	0	1	-6.64385618977472	0
HES1	0	1	2638	0	1	-6.64385618977472	0
HES2	0	1	2282	0	1	-6.64385618977472	0
HESX1	0	1	10894	0	1	-6.64385618977472	0
HEY2	0	1	2233	0	1	-6.64385618977472	0
Hic1	0	1	3149	0	1	-6.64385618977472	0
HIC2	0	1	7571	0	1	-6.64385618977472	0
HIF1A	0	1	5976	0	1	-6.64385618977472	0
HINFP	0	1	2183	0	1	-6.64385618977472	0
HLF	0	1	2295	0	1	-6.64385618977472	0
HMBOX1	0	1	5075	0	1	-6.64385618977472	0
Hmx1	0	1	2618	0	1	-6.64385618977472	0
Hmx2	0	1	3836	0	1	-6.64385618977472	0
Hmx3	0	1	2354	0	1	-6.64385618977472	0
Hnf1A	0	1	4043	0	1	-6.64385618977472	0
HNF1A	0	1	2776	0	1	-6.64385618977472	0
HNF4A	0	1	6754	0	1	-6.64385618977472	0
HNF4G	0	1	3687	0	1	-6.64385618977472	0
HOXA10	0	1	4161	0	1	-6.64385618977472	0
Hoxa11	0	1	1998	0	1	-6.64385618977472	0
HOXA4	0	1	5467	0	1	-6.64385618977472	0
HOXA6	0	1	4660	0	1	-6.64385618977472	0
HOXA7	0	1	13174	0	1	-6.64385618977472	0
HOXA9	0	1	1614	0	1	-6.64385618977472	0
HOXB2	0	1	10894	0	1	-6.64385618977472	0
TBX3	0	1	2864	0	1	-6.64385618977472	0
HOXB3	0	1	10894	0	1	-6.64385618977472	0
HOXB4	0	1	13166	0	1	-6.64385618977472	0
HOXB5	0	1	10894	0	1	-6.64385618977472	0
HOXB6	0	1	4660	0	1	-6.64385618977472	0
HOXB7	0	1	4660	0	1	-6.64385618977472	0
HOXB8	0	1	4660	0	1	-6.64385618977472	0
HOXB9	0	1	1967	0	1	-6.64385618977472	0
HOXC10	0	1	2289	0	1	-6.64385618977472	0
HOXC11	0	1	1827	0	1	-6.64385618977472	0
HOXC12	0	1	1970	0	1	-6.64385618977472	0
HOXC13	0	1	1861	0	1	-6.64385618977472	0
HOXC4	0	1	11968	0	1	-6.64385618977472	0
HOXC8	0	1	10894	0	1	-6.64385618977472	0
HOXC9	0	1	1966	0	1	-6.64385618977472	0
HOXD10	0	1	1835	0	1	-6.64385618977472	0
HOXD11	0	1	1988	0	1	-6.64385618977472	0
HOXD12	0	1	1833	0	1	-6.64385618977472	0
HOXD12::ELK1	0	1	3711	0	1	-6.64385618977472	0
Hoxd13	0	1	9859	0	1	-6.64385618977472	0
HOXD4	0	1	10894	0	1	-6.64385618977472	0
HOXD8	0	1	4539	0	1	-6.64385618977472	0
HOXD9	0	1	2997	0	1	-6.64385618977472	0
IKZF1	0	1	4748	0	1	-6.64385618977472	0
Ikzf3	0	1	3558	0	1	-6.64385618977472	0
Irf1	0	1	6984	0	1	-6.64385618977472	0
IRF2	0	1	4890	0	1	-6.64385618977472	0
IRF3	0	1	6607	0	1	-6.64385618977472	0
IRF4	0	1	4101	0	1	-6.64385618977472	0
IRF7	0	1	5778	0	1	-6.64385618977472	0
IRF8	0	1	4141	0	1	-6.64385618977472	0
Isl1	0	1	2474	0	1	-6.64385618977472	0
ISL2	0	1	10745	0	1	-6.64385618977472	0
ISX	0	1	10894	0	1	-6.64385618977472	0
JUN::JUNB	0	1	4767	0	1	-6.64385618977472	0
KLF1	0	1	6803	0	1	-6.64385618977472	0
KLF11	0	1	5236	0	1	-6.64385618977472	0
KLF13	0	1	3265	0	1	-6.64385618977472	0
KLF15	0	1	3441	0	1	-6.64385618977472	0
KLF17	0	1	4923	0	1	-6.64385618977472	0
KLF2	0	1	5341	0	1	-6.64385618977472	0
KLF3	0	1	3588	0	1	-6.64385618977472	0
KLF4	0	1	6714	0	1	-6.64385618977472	0
KLF6	0	1	4479	0	1	-6.64385618977472	0
KLF7	0	1	5727	0	1	-6.64385618977472	0
KLF9	0	1	6807	0	1	-6.64385618977472	0
LBX1	0	1	4188	0	1	-6.64385618977472	0
LBX2	0	1	10894	0	1	-6.64385618977472	0
Lef1	0	1	3127	0	1	-6.64385618977472	0
Lhx1	0	1	904	0	1	-6.64385618977472	0
LHX2	0	1	13174	0	1	-6.64385618977472	0
Lhx3	0	1	3831	0	1	-6.64385618977472	0
Lhx4	0	1	10894	0	1	-6.64385618977472	0
LHX5	0	1	4660	0	1	-6.64385618977472	0
LHX6	0	1	785	0	1	-6.64385618977472	0
Lhx8	0	1	10894	0	1	-6.64385618977472	0
LHX9	0	1	4188	0	1	-6.64385618977472	0
LMX1A	0	1	7580	0	1	-6.64385618977472	0
LMX1B	0	1	2318	0	1	-6.64385618977472	0
MAF	0	1	1965	0	1	-6.64385618977472	0
MAF::NFE2	0	1	2722	0	1	-6.64385618977472	0
NFE2	0	1	1641	0	1	-6.64385618977472	0
MAFA	0	1	2008	0	1	-6.64385618977472	0
Mafb	0	1	3157	0	1	-6.64385618977472	0
MAFF	0	1	3480	0	1	-6.64385618977472	0
Mafg	0	1	2617	0	1	-6.64385618977472	0
MAFG::NFE2L1	0	1	2744	0	1	-6.64385618977472	0
MAX::MYC	0	1	3339	0	1	-6.64385618977472	0
MYC	0	1	2775	0	1	-6.64385618977472	0
MAZ	0	1	5713	0	1	-6.64385618977472	0
Mecom	0	1	4080	0	1	-6.64385618977472	0
MEF2A	0	1	4903	0	1	-6.64385618977472	0
MEF2C	0	1	5156	0	1	-6.64385618977472	0
MEIS1	0	1	20516	0	1	-6.64385618977472	0
MEIS3	0	1	5230	0	1	-6.64385618977472	0
MEOX1	0	1	4188	0	1	-6.64385618977472	0
MEOX2	0	1	4660	0	1	-6.64385618977472	0
MGA::EVX1	0	1	2661	0	1	-6.64385618977472	0
MITF	0	1	2305	0	1	-6.64385618977472	0
mix-a	0	1	7580	0	1	-6.64385618977472	0
MIXL1	0	1	10894	0	1	-6.64385618977472	0
Mlxip	0	1	4636	0	1	-6.64385618977472	0
MLXIPL	0	1	2861	0	1	-6.64385618977472	0
MNT	0	1	4636	0	1	-6.64385618977472	0
MNX1	0	1	10894	0	1	-6.64385618977472	0
MSANTD3	0	1	3734	0	1	-6.64385618977472	0
Msgn1	0	1	4310	0	1	-6.64385618977472	0
MSX1	0	1	13174	0	1	-6.64385618977472	0
MSX2	0	1	13174	0	1	-6.64385618977472	0
Msx3	0	1	13174	0	1	-6.64385618977472	0
MXI1	0	1	12233	0	1	-6.64385618977472	0
