motif	top_pct	bot_pct	OR	p	padj
TATA	11.4613880742913	11.7279666897988	0.974319779274396	0.73243199668401	0.73243199668401
Inr	75.5865102639296	74.3580846634282	1.06765861926284	0.249144725266992	0.73243199668401
DPE	94.4770283479961	94.8299791811242	0.932605531058867	0.553281642768168	0.73243199668401
BRE	3.34799608993157	2.94934073560028	1.13979539618572	0.368389651208187	0.73243199668401
