decile	bin	mean_cpg_per_bin	cpg_per_kb
D05	-3520	1.11111111111111	111.111111111111
D05	-3440	1.11003236245955	111.003236245955
D05	-3430	1.11428571428571	111.428571428571
D05	-3320	1.11145510835913	111.145510835913
D05	-3300	1.10932475884244	110.932475884244
D05	-3290	1.11326860841424	111.326860841424
D05	-3280	1.09602649006623	109.602649006623
D05	-3250	1.12269938650307	112.269938650307
D05	-3240	1.09779179810726	109.779179810726
D05	-3230	1.11842105263158	111.842105263158
D05	-3160	1.11764705882353	111.764705882353
D05	-3120	1.14678899082569	114.678899082569
D05	-3110	1.12538226299694	112.538226299694
D05	-3080	1.14935064935065	114.935064935065
D05	-3050	1.11884057971014	111.884057971014
D05	-3040	1.10377358490566	110.377358490566
D05	-3010	1.12352941176471	112.352941176471
D05	-2960	1.1184668989547	111.84668989547
D05	-2930	1.09726443768997	109.726443768997
D05	-2900	1.09121621621622	109.121621621622
D05	-2890	1.11371237458194	111.371237458194
D05	-2880	1.11920529801325	111.920529801325
D05	-2870	1.11726384364821	111.726384364821
D05	-2840	1.12693498452012	112.693498452012
D05	-2830	1.13271604938272	113.271604938272
D05	-2810	1.13356164383562	113.356164383562
D05	-2800	1.08615384615385	108.615384615385
D05	-2770	1.09771986970684	109.771986970684
D05	-2760	1.13418530351438	113.418530351438
D05	-2710	1.11858974358974	111.858974358974
D05	-2700	1.11976047904192	111.976047904192
D05	-2660	1.11246200607903	111.246200607903
D05	-2650	1.11356466876972	111.356466876972
D05	-2600	1.11077844311377	111.077844311377
D05	-2590	1.10703363914373	110.703363914373
D05	-2580	1.12131147540984	112.131147540984
D05	-2540	1.11560693641618	111.560693641619
D05	-2450	1.09090909090909	109.090909090909
D05	-2420	1.1375	113.75
D05	-2410	1.12698412698413	112.698412698413
D05	-2330	1.15189873417722	115.189873417722
D05	-2240	1.12023460410557	112.023460410557
D05	-2190	1.125	112.5
D05	-2080	1.10736196319018	110.736196319018
D05	-2070	1.10850439882698	110.850439882698
D05	-2010	1.1	110
D05	-1930	1.15740740740741	115.740740740741
D05	-1810	1.12166172106825	112.166172106825
D05	-1730	1.14331210191083	114.331210191083
D05	-1560	1.10843373493976	110.843373493976
D05	-1530	1.15160349854227	115.160349854227
D05	-1420	1.10457516339869	110.457516339869
D05	-1380	1.09550561797753	109.550561797753
D05	-1330	1.09404388714734	109.404388714734
D05	-1320	1.08868501529052	108.868501529052
D05	-1230	1.11148648648649	111.148648648649
D05	-1190	1.11890243902439	111.890243902439
D05	-1120	1.11627906976744	111.627906976744
D05	-1050	1.11864406779661	111.864406779661
D05	-1040	1.14121037463977	114.121037463977
D05	-1000	1.12612612612613	112.612612612613
D05	-990	1.13881019830028	113.881019830028
D05	-980	1.09968847352025	109.968847352025
D05	-930	1.11143695014663	111.143695014663
D05	-820	1.11111111111111	111.111111111111
D05	-780	1.1306990881459	113.06990881459
D05	-650	1.14366197183099	114.366197183099
D05	-620	1.1008174386921	110.08174386921
D05	-540	1.10422535211268	110.422535211268
D05	-520	1.1466275659824	114.662756598241
D05	-490	1.15691489361702	115.691489361702
D05	-480	1.11256544502618	111.256544502618
D05	-470	1.12968299711816	112.968299711816
D05	-450	1.10601719197708	110.601719197708
D05	-440	1.14204545454545	114.204545454545
D05	-400	1.15819209039548	115.819209039548
D05	-340	1.12044817927171	112.044817927171
D05	-330	1.11851851851852	111.851851851852
D05	-320	1.11671087533156	111.671087533157
D05	-300	1.12051282051282	112.051282051282
D05	-270	1.09273182957393	109.273182957394
D05	-240	1.12093023255814	112.093023255814
D05	-190	1.1283950617284	112.83950617284
