decile	pos	gc_pct	cpg_oe
D08	-1390	41.8122815776336	0.675282584737068
D07	-1390	41.7005535983895	0.702642421883852
D10	-1390	42.0278184480234	0.694481205984696
D09	-1390	41.791483113069	0.708656718951282
D06	-1390	41.4781477627471	0.663516607505321
D01	-1390	42.4023285899095	0.702095443601331
D05	-1390	41.849358974359	0.65550112936439
D04	-1390	41.6685144124169	0.699103098483788
D02	-1380	41.6519461077844	0.701337363128556
D03	-1380	41.1677096370463	0.678914881637279
D08	-1380	41.808287568647	0.675739864668379
D07	-1380	41.6869652742828	0.699225614320373
D10	-1380	42.0888238164959	0.690558765376803
D09	-1380	41.8281938325991	0.706619076007809
D06	-1380	41.4802289281998	0.661760402780826
D01	-1380	42.4618369987063	0.698514056214636
D05	-1380	41.8066239316239	0.6547867041665
D04	-1380	41.739467849224	0.692866504514955
D02	-1370	41.624251497006	0.698933926010525
D03	-1370	41.107634543179	0.675569442540663
D08	-1370	41.8007988017973	0.674432376563226
D07	-1370	41.6925012581782	0.692525682059765
D10	-1370	42.0204978038067	0.686711285217908
D09	-1370	41.7919725893294	0.710403485495685
D06	-1370	41.4365244536941	0.660031638881269
D01	-1370	42.4450194049159	0.699790612645982
D05	-1370	41.707264957265	0.647976916365085
D04	-1370	41.7688470066519	0.692723958409245
D02	-1360	41.5853293413174	0.706916561023284
D03	-1360	41.0794743429287	0.671018947778859
D08	-1360	41.7259111333001	0.669613320521969
D07	-1360	41.6935078007046	0.694152710396859
D10	-1360	42.0078086871645	0.683351277774649
D09	-1360	41.7714145863926	0.710403749138964
D06	-1360	41.4505723204995	0.658122052868517
D01	-1360	42.3247089262613	0.697373833320683
D05	-1360	41.5801282051282	0.655963028641292
D04	-1360	41.7516629711752	0.693613464369252
D02	-1350	41.5306886227545	0.709306474646507
D03	-1350	41.0300375469337	0.666215253291134
D08	-1350	41.7403894158762	0.671270855194553
D07	-1350	41.6859587317564	0.704148095654369
D10	-1350	41.9965836993655	0.682570094922074
D09	-1350	41.774351443955	0.705993308453456
D06	-1350	41.5738813735692	0.655590094213847
