gene_id	n_dmp	mean_diff	n_hyper	n_hypo	log2FoldChange	padj	baseMean	de	meth_direction	gene_name	dmp_bin
LOC_00005371	6	0.193550759447613	6	0	0.448250392862079	0.0169417016175069	214.30296254295	TRUE	Hyper	Ubald1	6-10
LOC_00005375	3	0.249649611963777	3	0	0.0118629172561601	0.948583912726014	41019.7999564061	FALSE	Hyper	FASN	2-3
LOC_00005379	16	0.222482212636773	16	0	-0.0433477593919883	0.75507821599022	26591.2007042423	FALSE	Hyper	Gfpt1	>10
LOC_00005389	2	0.167125769006812	2	0	0.237575037859894	0.113370824118418	10105.9078149257	FALSE	Hyper	RpS15Aa	2-3
LOC_00005398	12	-0.323165762342921	0	12	0.054556512040833	0.718270562853976	14142.3804665708	FALSE	Hypo	crok	>10
LOC_00005411	6	-0.276993253064591	0	6	-0.0929442481659875	0.523390922984762	2992.51086300769	FALSE	Hypo	SEC24C	6-10
LOC_00005416	1	0.192096584038076	1	0	-0.173530673472558	0.11063733737177	13161.289073908	FALSE	Hyper	CAMK2D	1
LOC_00005418	4	-0.189442607518059	0	4	0.164771668769654	0.277900245951639	512.051365101185	FALSE	Hypo	sdr42e1	4-5
LOC_00005421	1	0.180831608563346	1	0	-0.0518932594295146	0.727989483533033	67.201281080079	FALSE	Hyper	ADPRM	1
LOC_00005432	3	-0.255987326664367	0	3	0.184627386159468	0.139693360532403	1096.61334541355	FALSE	Hypo	Ciao3	2-3
LOC_00005433	3	-0.255987326664367	0	3	-0.00121202034690145	0.995066014277066	4273.09506081101	FALSE	Hypo	Bri3	2-3
LOC_00005437	5	-0.218844145672567	0	5	0.0096031852699448	0.956387907408662	2174.96048428383	FALSE	Hypo	Gfer	4-5
LOC_00005438	14	0.0715348305485845	9	5	-0.0906168148278273	0.479781910899431	9937.82434855627	FALSE	Hyper	OGDH	>10
LOC_00005446	10	-0.23094064825369	0	10	0.0991566134749211	0.430599776334549	5390.05970821647	FALSE	Hypo	ANKHD1	6-10
LOC_00005448	5	-0.256053474503708	0	5	-0.198364729487965	0.0752100857159923	3114.00292214033	FALSE	Hypo	pkd2	4-5
LOC_00005457	1	0.384658199945874	1	0	0.00238271312299331	0.989932581934619	210.384739043301	FALSE	Hyper	Alg12	1
LOC_00005460	1	-0.225261632268193	0	1	-0.0826323033257153	0.547984705782766	3249.26188577321	FALSE	Hypo	NDE1	1
LOC_00005461	1	-0.225261632268193	0	1	-0.0222707157588948	0.889911943887661	1249.56870118674	FALSE	Hypo		1
LOC_00005464	1	-0.210797699502836	0	1	0.119202155950275	0.305988040317362	2130.89021532666	FALSE	Hypo	smurf2	1
LOC_00005471	3	0.269546567532635	3	0	0.0853261378950793	0.5582473665235	175642.021702409	FALSE	Hyper	Myosin	2-3
LOC_00005475	2	0.336515481834569	2	0	0.0392352320229671	0.7895380421209	35896.0451109928	FALSE	Hyper	ANK2	2-3
LOC_00005482	2	-0.263731773451158	0	2	0.036257704414842	0.826763858766278	903.965169226791	FALSE	Hypo	PARN	2-3
LOC_00005493	2	-0.221794572953565	0	2	0.0756574051312045	0.54538520881322	3849.40861309941	FALSE	Hypo	Efa6	2-3
LOC_00005494	6	-0.295968374613889	0	6	0.203924542191843	0.0469159487405111	7939.86136429959	TRUE	Hypo	Sgpl1	6-10
LOC_00005503	1	-0.406032060991967	0	1	0.197839529776545	0.112756588195713	1409.63820850009	FALSE	Hypo	ELAC2	1
LOC_00005511	5	-0.264234136315296	0	5	0.0902832008639727	0.542371720968835	5775.79073939375	FALSE	Hypo	U2af2	4-5
LOC_00005512	17	-0.217627568878	0	17	0.0382257828312963	0.798326498032477	7793.31692097325	FALSE	Hypo	MAP2K6	>10
LOC_00005515	3	0.274317571508906	3	0	0.142078126755857	0.25124090133022	1298.04383027852	FALSE	Hyper		2-3
LOC_00005591	3	0.213925107426837	3	0	0.277985768461987	0.0249886469844606	1156.03726509436	TRUE	Hyper	DDX56	2-3
LOC_00005592	3	0.213925107426837	3	0	0.0640919838175958	0.686815595611557	463.975928535621	FALSE	Hyper	Haspin	2-3
LOC_00005608	8	0.356123254085333	8	0	-0.060491936185404	0.690584854915095	2064.38244971488	FALSE	Hyper	Mxd1	6-10
LOC_00005612	7	-0.219465444338016	0	7	-0.239638437197799	0.139813763796086	662.552525111216	FALSE	Hypo	CDC23	6-10
LOC_00005615	3	-0.235971526251539	0	3	0.146362318285147	0.283716871682081	3421.16702674326	FALSE	Hypo		2-3
LOC_00005619	11	0.189148256163838	11	0	0.052897968070305	0.744697749699506	198.797838539856	FALSE	Hyper	Slc38a11	>10
LOC_00005624	11	0.242310790001653	11	0	0.0294212302376495	0.834025060851267	14477.1257174738	FALSE	Hyper	ENTPD1	>10
LOC_00005626	4	0.236803783816678	4	0	0.103611481280178	0.528798631833965	1453.51836633435	FALSE	Hyper		4-5
LOC_00005627	4	0.236803783816678	4	0	0.105649093392062	0.476446268392355	5561.65159900354	FALSE	Hyper	CCT7	4-5
LOC_00005633	5	0.329875173737994	5	0	0.0585495875979516	0.694569958027585	468.903451234818	FALSE	Hyper	maea	4-5
LOC_00005644	5	-0.261169354192067	0	5	0.0444737885510715	0.746424655753251	33748.9559760546	FALSE	Hypo	hts	4-5
LOC_00005645	5	-0.261169354192067	0	5	0.251276647625452	0.0684652607191564	3064.77024737283	FALSE	Hypo	Rab24	4-5
LOC_00005649	1	0.346944180028147	1	0	0.209066677885801	0.0619411736116242	28050.1727732384	FALSE	Hyper	Myosin	1
LOC_00005663	1	0.217846332042807	1	0	-0.0127577901599659	0.936609044007361	1935.64871359818	FALSE	Hyper	CG32809	1
LOC_00005664	2	0.423582200047024	2	0	0.158961751660691	0.2454464710226	3943.84951291251	FALSE	Hyper	PRKAG2	2-3
LOC_00005667	1	-0.163865972098525	0	1	-0.0908746653254553	0.548788209439015	271.582667276492	FALSE	Hypo	uvssa	1
LOC_00005673	4	-0.161097117198416	0	4	-0.00758037211604534	0.963755506455916	1139.16571515033	FALSE	Hypo	Scrn2	4-5
LOC_00005690	17	-0.196326439565308	0	17	-0.750129185894751	0.00156475550926175	115.247473532832	TRUE	Hypo		>10
LOC_00005703	2	0.277991368623419	2	0	0.186450029618499	0.149439360639928	3990.14114946276	FALSE	Hyper	IDI1	2-3
LOC_00005717	5	-0.28683787430607	0	5	-0.141779397707311	0.35815803975584	867.047721776773	FALSE	Hypo	SGPP1	4-5
LOC_00005723	1	-0.183232633298355	0	1	0.0226777820681098	0.878256576234894	16142.2120524785	FALSE	Hypo	eca	1
LOC_00005729	1	0.264974302377465	1	0	0.0757516565397707	0.628067330526024	4371.85381443292	FALSE	Hyper	NOP56	1
LOC_00005730	1	0.264974302377465	1	0	4.38177267081773	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104794183982237	468.057315088871	TRUE	Hyper		1
LOC_00005736	11	0.233931623843585	11	0	0.183724373683509	0.170840506001865	3482.77442869068	FALSE	Hyper	VHA55	>10
LOC_00005746	2	0.190777975782824	2	0	0.0295863764122371	0.855755616220897	882.690428267208	FALSE	Hyper	Cntln	2-3
LOC_00005751	2	-0.195377766191485	0	2	-0.275457456347823	0.0798840234054108	1250.0357853874	FALSE	Hypo	adgra3	2-3
LOC_00005774	18	-0.152536200858378	4	14	-0.00474548421103749	0.978937677707242	2505.61665028409	FALSE	Hypo	PAIP2B	>10
LOC_00005775	2	0.196464352544283	2	0	0.103785989569223	0.505876842952844	2376.98816409606	FALSE	Hyper	cct3	2-3
LOC_00005791	1	-0.222304720543715	0	1	-0.0860892691957092	0.582493909853778	1776.42983437459	FALSE	Hypo	stg	1
LOC_00005799	8	-0.222742917035622	0	8	0.0705007820530318	0.65689501152244	3062.52174549149	FALSE	Hypo	Psmd11	6-10
LOC_00005802	2	0.213995906688483	2	0	-0.0244067222428538	0.879783367284884	825.014187569319	FALSE	Hyper	SENP1	2-3
LOC_00005804	13	0.199325169844516	13	0	-0.54869411812982	0.0499176148989159	84.2979454065142	TRUE	Hyper	EVC2	>10
LOC_00005805	13	0.199325169844516	13	0	-0.260622771651506	0.162306350500699	153.597397383504	FALSE	Hyper		>10
LOC_00005808	5	0.244809477240829	5	0	-0.0974157720716575	0.484636423559043	3558.62683636889	FALSE	Hyper	PTPRN2	4-5
LOC_00005827	6	0.226459396580831	6	0	0.0755893841804322	0.605123563627689	993.470787788155	FALSE	Hyper	Rnf4	6-10
LOC_00005836	1	0.162267523491192	1	0	-0.023597341480212	0.890966842916475	646.971739027211	FALSE	Hyper	TEX10	1
LOC_00005837	1	0.162267523491192	1	0	-0.18388814506368	0.225683007790428	305.85683119366	FALSE	Hyper	slv	1
LOC_00005844	1	-0.150968512569545	0	1	-0.00764170367445307	0.966018615599439	393.188679001189	FALSE	Hypo	Tmem127	1
LOC_00005845	1	-0.150968512569545	0	1	-0.423862519321295	0.000404398840868561	2588.30468257673	TRUE	Hypo	F55H2.5	1
LOC_00005846	2	-0.235355182519933	0	2	-0.0254188596791533	0.880359520130672	1116.15220734274	FALSE	Hypo		2-3
LOC_00005850	4	-0.220965649188292	1	3	-0.102189038685833	0.508162000319378	4944.17958312209	FALSE	Hypo	HSPA9	4-5
LOC_00005855	6	-0.234827686409182	0	6	-0.384338538487861	0.0194509906651029	884.728342546132	TRUE	Hypo		6-10
LOC_00005856	2	0.248800985316203	2	0	0.0159477487851072	0.923907179260736	177.898656572993	FALSE	Hyper		2-3
LOC_00005861	4	-0.274469200802773	0	4	-0.143746254335056	0.320823989588058	3336.47106312913	FALSE	Hypo		4-5
LOC_00005863	2	-0.237902497113143	0	2	-0.151024407711052	0.30045129484945	2100.90085996558	FALSE	Hypo		2-3
LOC_00005872	13	0.446411842072959	13	0	-0.231617564060631	0.0666283448516723	7494.3500360352	FALSE	Hyper	MYO1D	>10
LOC_00005874	2	0.239203563588671	2	0	-0.106553285918876	0.486223225171077	757.316511419852	FALSE	Hyper	pol	2-3
LOC_00005877	2	-0.206155543048972	0	2	-0.238294629292834	0.0817196042056427	6353.18052930271	FALSE	Hypo	BNIP3	2-3
LOC_00005881	1	-0.386115711370465	0	1	-0.4177071571174	0.0251511396299103	1046.70122718439	TRUE	Hypo	GOLGA4	1
LOC_00005890	3	0.255097551045309	3	0	-0.22542378624717	0.141691094082384	7199.5998679655	FALSE	Hyper	Itga4	2-3
LOC_00005898	3	-0.23031553334274	0	3	-0.209133023716942	0.145508591992469	1329.21298837176	FALSE	Hypo		2-3
LOC_00005900	3	0.342985690091761	3	0	-0.0253008319641385	0.869020417129885	4235.24433162382	FALSE	Hyper	DMXL2	2-3
LOC_00005902	10	-0.334794232799313	0	10	0.401519060415526	0.0263083838330606	1859.93790522113	TRUE	Hypo	sgmA	6-10
LOC_00005903	10	-0.334794232799313	0	10	0.214182338708478	0.175314168776861	2301.58882525302	FALSE	Hypo	FKBP46	6-10
LOC_00005905	1	0.200282650085271	1	0	-0.0812619327040323	0.597624412432558	136.549889268721	FALSE	Hyper	Fam204a	1
LOC_00005906	1	0.200282650085271	1	0	-0.1344872818516	0.393579004191249	339.664201891094	FALSE	Hyper	KLF13	1
LOC_00005909	8	-0.251264772731968	0	8	0.0308347498449219	0.858182663863046	178.204250961458	FALSE	Hypo		6-10
LOC_00005912	6	0.1879685896232	6	0	-0.126878115021193	0.413383143640138	436.352279910349	FALSE	Hyper	Lyar	6-10
LOC_00005926	1	0.262720231017486	1	0	0.101190861700529	0.502178458342358	1297.9298103362	FALSE	Hyper	nr2f1a	1
LOC_00005928	2	-0.251737876624035	0	2	0.0624931527215537	0.636195890431468	2012.15736531333	FALSE	Hypo	FAM193A	2-3
LOC_00005929	2	-0.251737876624035	0	2	0.0387625816274553	0.796052784810942	1869.48476815793	FALSE	Hypo		2-3
LOC_00005931	2	-0.359304420857225	0	2	0.135312898605974	0.284788496921064	1312.56978469242	FALSE	Hypo	MBD2	2-3
LOC_00005936	21	-0.200261926922437	0	21	0.203338694988135	0.107527201132997	1793.4275224232	FALSE	Hypo	APBB1IP	>10
LOC_00005965	9	0.225013119606364	9	0	-0.668401348609267	0.000543089277170922	3860.32218420535	TRUE	Hyper	TIPARP	6-10
LOC_00005968	4	0.276548820814333	4	0	-0.125319033752414	0.362050396932267	21827.7007397738	FALSE	Hyper	DUOX2	4-5
LOC_00005971	2	-0.237948567677792	0	2	0.0130896307729396	0.926606662365745	13027.4154162916	FALSE	Hypo	DUOX2	2-3
LOC_00005976	1	-0.273930864974314	0	1	-0.0182694879797047	0.912230096772071	2537.41026270208	FALSE	Hypo	SLC28A3	1
LOC_00005977	10	0.279797050562305	10	0	-0.0352243282714066	0.738298457671056	903.971993879398	FALSE	Hyper	ABCB1	6-10
LOC_00005984	2	-0.0136143926796865	1	1	-0.0816034024031708	0.62211904176324	33935.4551670743	FALSE	Hypo	DMBT1	2-3
LOC_00005986	3	-0.237486114559487	0	3	-0.124502259871377	0.311808593274505	2627.97924338397	FALSE	Hypo	PARD3	2-3
LOC_00005987	4	0.334213639559023	4	0	0.0468145960232934	0.750174543851879	2247.19573302667	FALSE	Hyper	DBI	4-5
LOC_00005988	4	0.334213639559023	4	0	-0.0881663054262243	0.547798983370994	946.354745578439	FALSE	Hyper	ABRAXAS1	4-5
LOC_00005995	7	-0.248292195004474	0	7	0.0209072586645185	0.900774573810575	813.956726473639	FALSE	Hypo	FBP1	6-10
LOC_00006008	13	-0.260233237783544	0	13	-0.296069281524246	0.0375203204475103	1995.63426942279	TRUE	Hypo	PDZD2	>10
LOC_00006009	4	-0.31709145476057	0	4	-0.125521791991341	0.421647956674691	415.409068691579	FALSE	Hypo	Pdzd2	4-5
LOC_00006017	2	-0.401757424871856	0	2	-0.0730738507912249	0.626731716641269	392.922474622576	FALSE	Hypo	DOLK	2-3
LOC_00006018	2	-0.171594439000144	0	2	-0.276721048889921	0.102158598724736	1438.07948278505	FALSE	Hypo	Gastrula	2-3
LOC_00006022	1	0.203498517592625	1	0	-0.0789007902759427	0.588690726894064	2884.06713325076	FALSE	Hyper	nbas	1
LOC_00006026	3	-0.374857257769433	0	3	-0.144503832034849	0.268301024843041	1687.94634316192	FALSE	Hypo		2-3
LOC_00006037	2	-0.24914618664956	0	2	0.026393315338325	0.871615883031994	413.428841328623	FALSE	Hypo	TUBGCP4	2-3
LOC_00006038	2	-0.24914618664956	0	2	0.0980597587800606	0.530552736447534	141.051613654124	FALSE	Hypo		2-3
LOC_00006049	9	0.310461097211987	9	0	-0.179779867218003	0.257793171962866	2039.76753313343	FALSE	Hyper	RIGI	6-10
LOC_00006050	7	0.322828062992935	7	0	-0.283699420795692	0.0897393835993732	1342.80118378939	FALSE	Hyper	Rigi	6-10
LOC_00006051	1	0.215064460344533	1	0	-0.297021428524456	0.0718544387004252	3780.53834592929	FALSE	Hyper	Rigi	1
LOC_00006052	1	-0.227407734293287	0	1	-0.1174286687276	0.449200893954917	2259.11726045908	FALSE	Hypo	RIGI	1
LOC_00006054	1	-0.227407734293287	0	1	-0.443137700291077	0.000125374603482575	917.705428828959	TRUE	Hypo		1
LOC_00006055	1	0.21592603326371	1	0	-0.113057792017697	0.38380642657372	40.3607855363894	FALSE	Hyper	TUBD1	1
LOC_00006056	1	0.21592603326371	1	0	0.0434765323907272	0.796064466355797	580.986329872208	FALSE	Hyper	ogfod2	1
LOC_00006076	1	-0.194066084888424	0	1	-0.0628662131281637	0.690482838435	329.465755813236	FALSE	Hypo	CCDC87	1
LOC_00006080	1	0.214386102684781	1	0	-0.0401380725857176	0.775942799803682	1769.13411534235	FALSE	Hyper	PLPBP	1
LOC_00006081	2	-0.00432565127957099	1	1	-0.0912312534418349	0.536193972873705	518.271908331853	FALSE	Hypo	Pank1	2-3
LOC_00006085	2	-0.211519738788328	0	2	0.0348559606154577	0.817200491258593	2506.32674880204	FALSE	Hypo	DDA1	2-3
LOC_00006087	11	0.219846907929398	11	0	0.0144009010171962	0.918708826432326	32.4052943597179	FALSE	Hyper	Unc13b	>10
LOC_00006105	5	-0.220528228275752	0	5	-0.196763203788147	0.14923432399225	852.660512540821	FALSE	Hypo		4-5
LOC_00006107	1	0.192131625698953	1	0	-0.349490218685594	0.0220233715843652	5409.79453152599	TRUE	Hyper	PUF60	1
LOC_00006122	1	0.207255496888932	1	0	-0.478138188680157	0.0206278549941835	235.522052247728	TRUE	Hyper	HECTD2	1
LOC_00006124	9	0.189996973863302	9	0	0.1326690224196	0.267577667362476	13034.620559998	FALSE	Hyper	TIA1	6-10
LOC_00006136	1	0.402097608357345	1	0	-0.0199780856019757	0.907194417396601	321.049233169333	FALSE	Hyper	W	1
LOC_00006138	4	0.231601183779082	4	0	-0.146567340801099	0.233275469197335	1959.5422251132	FALSE	Hyper		4-5
LOC_00006139	2	0.323962559801443	2	0	-0.0154844666865187	0.921998630842995	710.682424182873	FALSE	Hyper	C1GALT1	2-3
LOC_00006166	2	0.196738758188108	2	0	-0.039107369221512	0.815684089161399	2582.91645396067	FALSE	Hyper	MOGS	2-3
LOC_00006167	9	-0.24907352629977	0	9	-0.304369952363365	0.0415592985179039	530.187523329811	TRUE	Hypo	Pde6	6-10
LOC_00006175	1	-0.285578859476749	0	1	-0.195045436546674	0.221269269571163	153.328960831163	FALSE	Hypo	Adcy1	1
LOC_00006187	6	0.203997267413209	6	0	-0.0351401870737069	0.837368594792796	203.455204761604	FALSE	Hyper	ZNF425	6-10
LOC_00006188	6	0.203997267413209	6	0	-0.069721871142141	0.650198843661228	2677.26119086923	FALSE	Hyper	ERGIC1	6-10
LOC_00006189	1	-0.190216491269908	0	1	-0.0752624382858351	0.625147760797104	1302.32885271275	FALSE	Hypo	Cfap58	1
LOC_00006204	7	-0.276289610931019	0	7	-0.0271204137232419	0.866985940536825	2553.3035067867	FALSE	Hypo	DENND4A	6-10
LOC_00006210	3	0.368297869312245	3	0	0.0745050378856857	0.620130429512106	2723.20136707681	FALSE	Hyper	NDUFS4	2-3
LOC_00006214	2	-0.192517195529407	0	2	-0.377077545084621	0.0169392055458455	973.652829262135	TRUE	Hypo	ECE2	2-3
LOC_00006219	3	0.230637870458356	3	0	0.0692149283525381	0.629065194511165	2472.72375594323	FALSE	Hyper		2-3
LOC_00006220	16	0.204421651480574	11	5	-0.0213353356030773	0.901150153939995	1086.43041502293	FALSE	Hyper	CadN	>10
LOC_00006221	3	-0.288378167849862	0	3	0.191393392391206	0.0720035730141648	6080.90621483765	FALSE	Hypo	UBE2Q1	2-3
LOC_00006224	16	-0.281932152812354	0	16	0.061326383578051	0.657344935965464	14616.0053562771	FALSE	Hypo	CadN	>10
LOC_00006227	5	-0.207905434396689	0	5	0.0361117645553164	0.822353941459339	735.931902373341	FALSE	Hypo	Wdr93	4-5
LOC_00006234	7	0.27770383768542	7	0	-0.00652755308359264	0.969239615306092	4532.1794605221	FALSE	Hyper	CHD2	6-10
LOC_00006238	12	-0.191623615371136	0	12	-0.0791284410430461	0.590335613430051	93.4265047321058	FALSE	Hypo	SLC12A2	>10
LOC_00006239	1	-0.166955182691493	0	1	-0.0798706502121491	0.605835799960355	2439.19433220384	FALSE	Hypo	Igf2bp2	1
LOC_00006244	2	-0.216981371271534	0	2	-0.0870691058713052	0.482648746920613	1291.5664389482	FALSE	Hypo	ARHGAP21	2-3
LOC_00006249	3	0.29966807657771	3	0	-0.105150577087566	0.495457877208125	19145.3210841057	FALSE	Hyper	UPK1B	2-3
LOC_00006253	12	0.249414780568235	10	2	-0.134197542298597	0.346181279166968	12250.5476565517	FALSE	Hyper	PARP14	>10
LOC_00006255	10	0.344907440400593	10	0	0.124696909459971	0.375927666226434	575.170015395632	FALSE	Hyper	Ubl7	6-10
LOC_00006256	11	0.294436113961266	10	1	-0.135818027841657	0.385118966694968	975.709696441347	FALSE	Hyper	PARP14	>10
LOC_00006258	4	0.105766551508647	2	2	-0.118775999284311	0.446575034068267	1600.08610292485	FALSE	Hyper	PARP14	4-5
LOC_00006259	1	0.230176939634157	1	0	-0.326959814951684	0.0548124633595081	549.317657125652	FALSE	Hyper	PARP14	1
LOC_00006260	2	-0.183689864050302	0	2	-0.30203316162566	0.0691425049478648	1104.70425475926	FALSE	Hypo	Parp14	2-3
LOC_00006274	1	-0.296322099691526	0	1	-0.390765964264273	0.0515255992560214	147.376687682029	FALSE	Hypo	snrnp35	1
LOC_00006275	1	-0.296322099691526	0	1	-0.196759058312878	0.121614937198588	617.28311075204	FALSE	Hypo	CTNNA2	1
LOC_00006282	1	-0.181316976029587	0	1	-0.23475993474953	0.0996793628829019	6483.02560894746	FALSE	Hypo	AKAP9	1
LOC_00006284	1	-0.205212637035324	0	1	-0.0693821536929141	0.652391043047061	2707.46787562293	FALSE	Hypo	tmem106b	1
LOC_00006290	2	0.224670894264278	2	0	0.172114068671109	0.238471354585131	1102.62269385937	FALSE	Hyper	PTCD3	2-3
LOC_00006303	3	-0.220925012380818	0	3	-0.201920067312555	0.186636972757006	1954.19009849039	FALSE	Hypo	Tep1	2-3
LOC_00006329	5	0.274903247804685	5	0	0.073878155777217	0.630787438260226	489.73248949747	FALSE	Hyper	Fastkd5	4-5
LOC_00006330	5	0.274903247804685	5	0	-0.123208819800229	0.429018710149106	189.809503017248	FALSE	Hyper		4-5
LOC_00006332	1	0.372635489727293	1	0	-0.0571482250284764	0.722255242591266	1463.3550064673	FALSE	Hyper	LZTS2	1
LOC_00006337	4	-0.117721954603363	1	3	0.0504649168164593	0.720009998872452	1976.41431942469	FALSE	Hypo	Clpx	4-5
LOC_00006342	11	0.197402883755984	11	0	-0.143953844544233	0.356855994031192	630.407353878457	FALSE	Hyper	slc24a5	>10
LOC_00006344	1	0.19679053069438	1	0	0.998883341480241	0.00000000512249913404377	2761.27032516245	TRUE	Hyper	zig-4	1
LOC_00006347	4	-0.203792243719276	0	4	0.636042501975998	0.000000000501854207539884	1579.99802737151	TRUE	Hypo	Adam12	4-5
LOC_00006350	8	-0.290381668850739	0	8	0.157725873078104	0.279893592863432	1031.45578281635	FALSE	Hypo	MAK16	6-10
LOC_00006359	1	-0.188731641285638	0	1	-0.105149220322871	0.487693779673973	925.318427516342	FALSE	Hypo		1
LOC_00006363	7	0.273730428798076	7	0	-0.0261426193609401	0.874878690309906	412.506721622566	FALSE	Hyper	SNAPC3	6-10
LOC_00006364	7	0.273730428798076	7	0	-0.0882503489353442	0.560066787121693	67.2508797293812	FALSE	Hyper		6-10
LOC_00006374	3	-0.204914706013262	0	3	0.20066729038743	0.10708674748107	8778.8743212885	FALSE	Hypo	RPS15	2-3
LOC_00006375	3	-0.204914706013262	0	3	-0.128841823517171	0.331744575558626	7053.55322797803	FALSE	Hypo	Col6a4	2-3
LOC_00006381	2	0.238699509189978	2	0	-0.573470346672261	0.0613301203008758	37.9760846163924	FALSE	Hyper	slc25a46	2-3
LOC_00006385	13	0.194298712413115	11	2	-0.0026215268407788	0.987653899400937	1064.28428589573	FALSE	Hyper	Putative	>10
LOC_00006390	7	-0.197505454444353	0	7	-0.261314162190599	0.111148389097162	5486.14001603263	FALSE	Hypo	DUOX2	6-10
LOC_00006394	1	-0.270345911016011	0	1	0.0423837795844238	0.782216711508367	2188.82478603646	FALSE	Hypo	glrx3	1
LOC_00006395	1	-0.270345911016011	0	1	-0.088712809120644	0.557841487262278	332.677336209749	FALSE	Hypo	hmg20a	1
LOC_00006397	1	-0.22278709354675	0	1	-0.142645020450738	0.351501387601835	972.540965456344	FALSE	Hypo	Gba2	1
LOC_00006398	1	-0.22278709354675	0	1	-0.0513903907394174	0.75292805664957	167.74595915655	FALSE	Hypo	FOLH1	1
LOC_00006399	5	-0.0884609573050064	1	4	-0.285311147025186	0.0673304109668854	777.255065329103	FALSE	Hypo	FAM184A	4-5
LOC_00006409	1	0.182777116886943	1	0	0.0228445477298438	0.891558693099898	387.721650870261	FALSE	Hyper	PRDX3	1
LOC_00006410	1	0.182777116886943	1	0	-0.192088451645523	0.160433587395937	1725.11495501435	FALSE	Hyper	FAM53A	1
LOC_00006415	1	-0.268591669204008	0	1	-0.554021351945215	0.0000934332621107748	1099.93189139646	TRUE	Hypo	POU6F2	1
LOC_00006432	5	-0.436420456235964	0	5	-0.447172133565105	0.0260881653784277	3025.52235240512	TRUE	Hypo	DTX3L	4-5
LOC_00006434	4	0.222921395942753	4	0	-0.635119347714333	0.0156181337781747	2825.0892870978	TRUE	Hyper	DTX3	4-5
LOC_00006437	1	-0.213434408401497	0	1	-0.85688295858728	0.000000000671409110923958	1807.57608661415	TRUE	Hypo		1
LOC_00006451	1	0.221640951120401	1	0	-0.0401278828116782	0.817016131622815	893.075821402038	FALSE	Hyper	Orct	1
LOC_00006462	8	0.322867475118913	8	0	-0.243908120451506	0.0668590757498673	4074.61708993674	FALSE	Hyper	MATK	6-10
LOC_00006464	1	-0.272794232943425	0	1	-0.182487396584009	0.248253996908574	436.283137852032	FALSE	Hypo	EPB41L4A	1
LOC_00006469	2	0.1912264558374	2	0	-0.0341110441144559	0.829928561414304	7229.88373997575	FALSE	Hyper	DDB_G0267514	2-3
LOC_00006472	4	-0.292399037462708	0	4	-0.21523177750968	0.103289067691354	7689.58563361089	FALSE	Hypo	ZK1073.1	4-5
LOC_00006473	5	0.11917242058108	4	1	0.116690250640331	0.425438360825209	49.6452027290956	FALSE	Hyper	LGALDH	4-5
LOC_00006477	1	0.191323477328778	1	0	-0.0212466152078172	0.892461762535499	895.503698209413	FALSE	Hyper	Pex11b	1
LOC_00006478	2	0.258424085297309	2	0	-0.117678245674972	0.350336455235785	1583.10088557593	FALSE	Hyper		2-3
LOC_00006490	11	-0.322486669457287	0	11	0.0422559632878302	0.770008620600817	2176.89817109443	FALSE	Hypo	SNF8	>10
LOC_00006508	4	-0.175318041579022	0	4	-0.0169409443168841	0.915153502404254	5305.90546019484	FALSE	Hypo	ABLIM1	4-5
LOC_00006523	19	-0.25832407449077	0	19	-0.394099112204457	0.00204817296133217	1099.86468951104	TRUE	Hypo	Cdkl4	>10
LOC_00006533	1	0.175815199109904	1	0	-0.0822254194294828	0.573779910598907	380.349254495155	FALSE	Hyper	ZNF687	1
LOC_00006534	1	0.175815199109904	1	0	-0.086954923870797	0.560664670611269	506.485032227995	FALSE	Hyper	Kdm8	1
LOC_00006537	4	0.244543753321201	4	0	-0.0912511597070312	0.54254276799578	4644.9021212825	FALSE	Hyper	CD163L1	4-5
LOC_00006538	4	-0.227221769791108	0	4	-0.167487857903712	0.294873326647755	611.774283452975	FALSE	Hypo	Smad4	4-5
LOC_00006539	1	-0.172073916548218	0	1	-0.118533787402551	0.398324883905823	704.320334196242	FALSE	Hypo	ZDHHC16	1
LOC_00006540	1	-0.172073916548218	0	1	0.0622502728114268	0.6974061522357	393.222476928489	FALSE	Hypo	elp2	1
LOC_00006544	1	-0.179997440947381	0	1	0.0709122250118146	0.620434464831391	1923.65744746955	FALSE	Hypo		1
LOC_00006545	1	-0.244459507420594	0	1	-0.0712388752571793	0.649434213762219	359.155067777973	FALSE	Hypo	CCDC177	1
LOC_00006549	5	-0.212183670719153	0	5	-0.0172115301730322	0.918171397812874	82.0396122390159	FALSE	Hypo	ASB11	4-5
LOC_00006550	13	-0.216462603780087	0	13	-0.0441883139445956	0.76136348584304	2890.82164004604	FALSE	Hypo	SLK	>10
LOC_00006551	10	-0.180224190385303	1	9	0.191434468177946	0.236780088365168	2163.1741872555	FALSE	Hypo	RND3	6-10
LOC_00006555	1	0.261534685323604	1	0	-0.190549894945938	0.146524160362793	829.962049717419	FALSE	Hyper	Saxo1	1
LOC_00006556	14	0.208453961479233	14	0	-0.0956229289178796	0.53605300652271	526.482615872931	FALSE	Hyper	Saxo2	>10
LOC_00006557	15	0.22105245348988	15	0	-0.325282620142843	0.0377653854328318	429.200643664771	TRUE	Hyper	Itgb6	>10
