gene_id	n_dmp	mean_diff	n_hyper	n_hypo	log2FoldChange	padj	baseMean	de	meth_direction	gene_name	dmp_bin
LOC_00000082	5	-0.222622498604066	0	5	-0.0612421877818608	0.66140747110439	1330.15645127993	FALSE	Hypo	SDK1	4-5
LOC_00000094	3	0.209321494989953	3	0	0.0939842775277883	0.418957363835349	6779.56908371021	FALSE	Hyper	CG1161	2-3
LOC_00000095	4	0.109427100781138	3	1	-0.0693062016076529	0.596020951124689	67.7758206411378	FALSE	Hyper		4-5
LOC_00000098	2	-0.242567212857582	0	2	-0.14025049663223	0.369400937465394	511.946342607528	FALSE	Hypo		2-3
LOC_00000100	1	-0.173343455430728	0	1	0.108930039199633	0.483902753660929	141.646605232911	FALSE	Hypo		1
LOC_00000102	2	-0.246648463261146	0	2	0.180514092745732	0.213394045234678	1160.86619861229	FALSE	Hypo	ilf2	2-3
LOC_00000108	2	-0.294567828213334	0	2	0.104685618271615	0.502375898815155	738.234458268115	FALSE	Hypo	NDC80	2-3
LOC_00000109	2	-0.294567828213334	0	2	0.0991595447988763	0.438409355288553	2232.15766872481	FALSE	Hypo	BAK1	2-3
LOC_00000112	2	-0.197637594024971	0	2	-0.0934677183282463	0.546994093235277	341.907960762716	FALSE	Hypo	RCAN3	2-3
LOC_00000113	2	-0.197637594024971	0	2	-0.188609457493761	0.257261299063504	108.691771340591	FALSE	Hypo		2-3
