region	n_genes	spearman_rho	spearman_p	pct_de
Promoter	437	0.0149858961033119	0.754741406158516	7.8
Intergenic	1147	0.0045628698076267	0.877322111379616	9.9
Intron	2082	0.00290885653237261	0.894471290273759	10.2
Exon	989	-0.000749534840427324	0.981218061859418	11.1
