gene_id	n_dmr	mean_dmr_diff	total_cpgs	log2FoldChange	padj	baseMean	de	meth_direction	gene_name
LOC_00024584	1	0.197106678209909	6	0.092903468385953	0.480571423570273	867.65588019471	FALSE	Hyper	rpap3
LOC_00024590	1	0.280795951018456	8	-0.374339748938019	0.0327352468821603	2207.94639128464	TRUE	Hyper	DOCK2
LOC_00024658	1	-0.260747380841458	11	-0.00684954628759675	0.961248607555943	5984.44100883762	FALSE	Hypo	
LOC_00024701	1	-0.249733217309585	5	-0.00208260478404743	0.989946656855462	548.753902440877	FALSE	Hypo	
LOC_00024718	1	-0.320589033330693	6	0.0399415168007309	0.799475781373309	2444.3591757853	FALSE	Hypo	Usp33
LOC_00024721	1	0.329964876989967	13	0.0707311312222257	0.641946081524956	4448.51766848881	FALSE	Hyper	POMGNT1
LOC_00024722	2	0.037110824732967	19	-0.0472264446516076	0.771934991572356	3503.54244316225	FALSE	Hyper	
LOC_00024737	1	0.216580331564482	5	0.0282433388158383	0.858812340578399	1200.2106892488	FALSE	Hyper	Cars2
LOC_00024746	2	-0.239015127951027	19	0.133035600141286	0.276936220914291	2565.27962660133	FALSE	Hypo	PDE2A
LOC_00024753	1	0.226188790009803	7	0.0363196809141166	0.830604279744581	704.985425480202	FALSE	Hyper	Cpes
LOC_00024776	1	-0.292761875715396	12	0.0747114198814037	0.610074617484637	1129.6795755117	FALSE	Hypo	MRPL30
LOC_00024777	1	-0.292761875715396	12	0.190398345718482	0.122560611835161	4355.35603692897	FALSE	Hypo	
LOC_00024791	1	0.205710931760661	4	0.0761078366377246	0.599503600378717	11312.1859595394	FALSE	Hyper	Pgrmc2
LOC_00024827	1	-0.286050581577784	9	-0.00816658772792306	0.962708863515445	931.169754351153	FALSE	Hypo	ZNF676
LOC_00024869	1	-0.293734824764029	14	0.276304414721029	0.0848040414800797	1862.51769441171	FALSE	Hypo	UCH
LOC_00024871	1	0.160398849744779	7	-0.202298949545242	0.19437151128625	399.909998089218	FALSE	Hyper	Cyp12a5
LOC_00024872	1	-0.165735174029244	8	0.060899906041601	0.666882034736575	4200.78461100753	FALSE	Hypo	ARFIP2
LOC_00024873	1	-0.165735174029244	8	0.0000167483154356955	0.99951841581907	390.390380270207	FALSE	Hypo	
LOC_00024874	1	-0.224442220579668	5	-0.0341444176651784	0.840534857989438	1149.15810319652	FALSE	Hypo	INF2
LOC_00024945	1	0.291982609074432	7	0.073073115667519	0.599811852189003	3511.56184939458	FALSE	Hyper	MTUS2
LOC_00024946	1	0.291982609074432	7	0.0744181103127727	0.551037899606258	1517.25529737909	FALSE	Hyper	Gastrula
LOC_00024975	1	-0.190675685033254	7	-0.117237116722333	0.45150235457139	1333.53250968643	FALSE	Hypo	Pstpip1
LOC_00024978	1	-0.328413385339104	9	-0.0600329123907302	0.707878724503968	236.968279860668	FALSE	Hypo	CG7766
LOC_00024979	1	-0.235459462853991	15	-0.672779708015248	0.00335859015574327	255.689697372142	TRUE	Hypo	CG7766
LOC_00024982	1	-0.340974943089997	5	0.0298986773958729	0.846441213748155	1240.90664981474	FALSE	Hypo	Supt20h
LOC_00025026	1	-0.202960814932568	7	0.0650725153410724	0.654465329618485	2601.93983983943	FALSE	Hypo	feh-1
LOC_00025060	1	0.239800527789204	4	0.0490881723362242	0.727251497634115	1507.66414115672	FALSE	Hyper	ATP10A
LOC_00025061	1	0.239800527789204	4	-0.00242780564844985	0.986995065006425	5943.43413608685	FALSE	Hyper	
LOC_00025159	1	0.242358087848341	4	-0.130414947901385	0.364073389418264	535.821072117428	FALSE	Hyper	Gamma-aminobutyric
LOC_00025215	1	0.247126704854401	7	0.251312786349501	0.0548765271108527	1754.11127848314	FALSE	Hyper	
LOC_00025216	1	-0.279096899653778	4	0.00432740190090931	0.965702562522615	1280.09331144158	FALSE	Hypo	UNC79
LOC_00025233	1	0.278193165008344	4	0.31094530731322	0.0271982077365282	1402.10149840944	TRUE	Hyper	CYP2U1
LOC_00025234	1	0.278193165008344	4	0.13784487186229	0.387605316787807	760.484792039689	FALSE	Hyper	TARBP1
LOC_00025251	1	-0.300620129854096	5	-0.0329641798412127	0.846441213748155	123.291449941168	FALSE	Hypo	DHRS7
LOC_00025273	1	0.282024714037866	5	-0.019595243782641	0.907194417396601	860.091338420739	FALSE	Hyper	EHD1
LOC_00025274	1	0.282024714037866	5	-0.0364379750518909	0.79382735513841	6589.41755071044	FALSE	Hyper	
