region	n_genes	spearman_rho	spearman_p	pct_de
Intron	621	-0.0500876184194362	0.21260118147612	12.4
Promoter	137	0.077606033128435	0.367379506203687	8.8
Intergenic	421	-0.0144681435490697	0.76723439211593	11.9
Exon	255	-0.0162729219061878	0.795945307384533	11.8
