gene_id	n_cpgs	mean_ctrl_entropy	mean_ampu_entropy	mean_delta_entropy	mean_ctrl_beta	mean_ampu_beta	p_wilcox	expression	padj	entropy_class
LOC_00000073	149	0.360289504069637	0.366998524649234	0.00670902057959769	0.495986890468006	0.490219053871923	0.973548727494092	7.60488331388931	1	NS
LOC_00000074	200	0.423715406546438	0.383582304130587	-0.0401331024158515	0.83527010141128	0.850734241397064	0.0707084978360485	6.8941476439008	0.47771990276745	NS
LOC_00000075	628	0.193633502152391	0.183739730073702	-0.00989377207868894	0.469168534035639	0.469248706374104	0.305387049894585	7.60997515177388	0.755138018723487	NS
LOC_00000076	231	0.113460081215087	0.103989274328069	-0.00947080688701801	0.119669882819506	0.11400570542823	0.692033710492266	0.932623939810295	0.936762075860346	NS
LOC_00000077	197	0.448060105914019	0.41594866936897	-0.0321114365450489	0.801116189703734	0.811843464148631	0.0807210559007683	8.70783109580506	0.49903069563136	NS
LOC_00000078	90	0.427591209354557	0.416564991911696	-0.0110262174428605	0.875827158791209	0.893859703183838	0.421934645677172	2.29581232392401	0.822319530182104	NS
LOC_00000079	1395	0.384174128287134	0.369998931063647	-0.0141751972234867	0.880231898330903	0.883994027671679	0.0286823360335585	12.9223813924055	0.35703112066186	NS
LOC_00000081	262	0.204184732174973	0.193706821570491	-0.0104779106044817	0.175842884095567	0.177046312620594	0.161689247418464	3.68907397344216	0.62390224249464	NS
LOC_00000082	6403	0.0851901031156762	0.0837306679295027	-0.00145943518617353	0.131390545003792	0.13269297935258	0.64291968198619	7.75149987185592	0.920492899438076	NS
LOC_00000084	400	0.356100200821038	0.352307032567252	-0.00379316825378657	0.891404734813772	0.893566465598579	0.875537194266324	5.37966675814929	0.983809919770186	NS
LOC_00000087	128	0.0242358625059223	0.0309111446077382	0.00667528210181589	0.00400559760962721	0.00525145063879757	0.578447557893262	3.33072698446298	0.895253641041517	NS
LOC_00000094	435	0.374715090858085	0.358473450730558	-0.0162416401275273	0.859187466276449	0.864328714294493	0.196303513484554	10.8290938819237	0.655405922323449	NS
LOC_00000095	313	0.0728484753867867	0.0808587949766632	0.00801031958987655	0.0220829215743454	0.0264140255251811	0.121344421868892	3.79667014868907	0.570900269194256	NS
LOC_00000096	188	0.0237893597394134	0.042122551460773	0.0183331917213595	0.00392464440898466	0.00752869589463125	0.0261157404580157	3.21548971290143	0.344705022311743	NS
LOC_00000097	613	0.0199611667298887	0.0146353058255936	-0.00532586090429518	0.00353376428999869	0.00244265529977522	0.159278824992807	10.7027386126209	0.620727793699434	NS
LOC_00000098	1197	0.180914459270765	0.17751021931478	-0.00340423995598468	0.213391321719685	0.217324789201692	0.273643340647197	6.1769342142284	0.733028996043577	NS
LOC_00000099	329	0.0153397150444873	0.0187871386320411	0.00344742358755378	0.00249640706634666	0.00301579709797621	0.195362399246982	11.3789013585779	0.654993748441738	NS
LOC_00000100	364	0.0203002276613119	0.0184189563123723	-0.00188127134893959	0.00333588873420849	0.00285953122090419	0.271483022833006	4.36805268316863	0.731343395789959	NS
LOC_00000101	898	0.0721784721135924	0.074547574512915	0.00236910239932258	0.0932713707221664	0.0972971283218281	0.453678206598121	9.11884985683639	0.839629338868331	NS
LOC_00000102	280	0.369724326137962	0.379623519576219	0.00989919343825642	0.863631184279084	0.861876163736277	0.329856290725118	7.29934409038082	0.77173185450911	NS
LOC_00000103	229	0.462288507265567	0.463783057490918	0.00149455022535131	0.822876721721278	0.826560336853372	0.839793216601284	7.14883888365462	0.975939837679697	NS
LOC_00000104	167	0.27900798240644	0.30187461726463	0.0228666348581897	0.806814557566067	0.796143416368612	0.150704519182076	9.58058265764762	0.607646716986037	NS
LOC_00000105	57	0.23655901850697	0.212008883307155	-0.0245501351998152	0.481152992254833	0.479438311811388	0.163845172763338	5.2364477401351	0.626903856492871	NS
LOC_00000106	1285	0.0403308697459652	0.0436032135019379	0.00327234375597268	0.046082765677363	0.045026985961965	0.481868584838851	9.35138727038013	0.851317220807669	NS
LOC_00000107	8	0.322177704552082	0.260814840012633	-0.0613628645394495	0.934625763862097	0.951514994002004	0.271898710819648	2.06806651613403	0.731343395789959	NS
LOC_00000108	396	0.246378136296469	0.271384650602442	0.025006514305973	0.755730426260697	0.750140709811544	0.0138235955255984	6.54148277645369	0.267042153637038	NS
LOC_00000109	197	0.310105109774337	0.31979357274394	0.009688462969603	0.866887719417418	0.862617653230345	0.640869609019744	8.62755379554595	0.920081210843298	NS
LOC_00000110	1499	0.0344177057792842	0.0386138089588912	0.00419610317960696	0.0397948523810487	0.0396749771943548	0.116658494042774	5.34840140581968	0.563158435503893	NS
LOC_00000111	665	0.0207511761902069	0.0160280273733901	-0.00472314881681681	0.00343710039466909	0.00255049012998713	0.289193093502506	7.60087848082956	0.743133137991443	NS
LOC_00000112	164	0.315615767064174	0.31862811248071	0.00301234541653609	0.823722568103873	0.834275633580313	0.932453666304329	5.54891182066914	0.999110402286888	NS
LOC_00000113	3	0.248351907378549	0.523215219791797	0.274863312413248	0.952721694708201	0.878301700636904		4.27557700350715		
LOC_00000114	337	0.0174147541208484	0.0174925176205356	0.0000777634996871917	0.00292543040794703	0.00272866752217191	0.728281590025194	8.47404874714209	0.945888953392083	NS
LOC_00000115	4671	0.0180437397724813	0.0192745899964338	0.00123085022395245	0.00305884267808309	0.00323978260076191	0.313103201593629	8.1570887283593	0.758737805209925	NS
LOC_00000119	373	0.0161622054610312	0.0183522353122219	0.00219002985119062	0.00257575918037179	0.00299234496861217	0.506427181338373	6.25312891293841	0.864433766919903	NS
LOC_00000120	773	0.0232192019486694	0.0159628995437323	-0.00725630240493705	0.00387411671425912	0.0026281858327628	0.0563596170832576	0.932623939810295	0.448150379710375	NS
LOC_00000121	250	0.396966783499211	0.380576625919488	-0.0163901575797235	0.833531672040952	0.839184474064457	0.11947204580848	4.8631169026715	0.567106699971898	NS
LOC_00000122	9	0.73042220216638	0.64433621845745	-0.0860859837089299	0.773278138061392	0.814496630919725	0.09765625	3.34237989212579	0.535015068662823	NS
LOC_00000123	564	0.590271677629075	0.586514778786144	-0.00375689884293102	0.785382313590068	0.795148267063684	0.537466601803169	5.16297852792032	0.877643457418723	NS
LOC_00000124	408	0.339660458214389	0.34457992239072	0.00491946417633093	0.378039634318807	0.38646320746429	0.955287213269352	1.87312184176587	1	NS
LOC_00000125	259	0.34166850744448	0.322252117928855	-0.0194163895156248	0.836379622588087	0.844299459519292	0.109432859291854	7.55279052579029	0.551349258536704	NS
LOC_00000126	447	0.323657924310473	0.339159953948008	0.0155020296375351	0.894528845261702	0.890454433650688	0.152515023627307	7.40826672082948	0.61161846882117	NS
