gene_id	n_cpgs	mean_ctrl_entropy	mean_ampu_entropy	mean_delta_entropy	mean_ctrl_beta	mean_ampu_beta	p_wilcox	expression	padj	entropy_class	n_exons	gene_class
LOC_00024035	1906	0.642937986147947	0.625079927851116	-0.0178580582968307	0.766019814702998	0.779221452531748	0.000020960508924736	7.02527616108047	0.00871751676083481	Entropy_Down	132	3+ exon
LOC_00004421	1167	0.62230279021671	0.604529863470608	-0.0177729267461015	0.666180857024258	0.685897471918908	0.000260330142434428	13.0706275443464	0.0370594808803802	Entropy_Down	53	3+ exon
LOC_00020995	1606	0.297531472797089	0.279829924659205	-0.0177015481378835	0.518841622642502	0.523714919079061	0.0000991027908037456	6.42177316833005	0.020081556657824	Entropy_Down	211	3+ exon
LOC_00004924	923	0.140510625961553	0.122934706793603	-0.0175759191679496	0.20302459647091	0.203692749040126	0.0000669337220996405	9.96231681102453	0.0171051949331985	Entropy_Down	38	3+ exon
LOC_00018395	1316	0.438036352533914	0.420486579154178	-0.0175497733797356	0.554323746333062	0.568294458545164	0.000179810432636515	3.28479220011173	0.0293381468204087	Entropy_Down	32	3+ exon
LOC_00002843	2852	0.317695625264477	0.300186236650398	-0.0175093886140794	0.544965824839275	0.554477301610333	0.00000226383882995111	7.07175752284971	0.00193226147368607	Entropy_Down	270	3+ exon
LOC_00023846	1076	0.272174335768508	0.254670106206956	-0.0175042295615518	0.274569701346391	0.282032321274428	0.000100355711929157	1.701387031667	0.020081556657824	Entropy_Down	15	3+ exon
LOC_00020916	2462	0.197768589945453	0.180538173939598	-0.0172304160058546	0.229135912833813	0.236881644723142	0.00000000104292419277872	10.0519760829558	0.00000553036626325734	Entropy_Down	286	3+ exon
LOC_00014092	1527	0.208946785751399	0.19175557854791	-0.0171912072034887	0.252421816949917	0.256214122315714	0.000157125794116116	11.3536617739306	0.027095896089406	Entropy_Down	17	3+ exon
LOC_00023891	956	0.351678728879628	0.334492224192429	-0.0171865046871992	0.383009850297646	0.395045701684879	0.000216667053312663	5.90613190653264	0.0325937933887581	Entropy_Down	61	3+ exon
LOC_00002703	1966	0.415001643301705	0.397839406269619	-0.0171622370320854	0.772947049921725	0.781963053714379	0.0000886516149310655	9.21662254860196	0.0193854577763178	Entropy_Down	147	3+ exon
LOC_00018635	1805	0.559717268167015	0.542633672060458	-0.0170835961065573	0.816127971504375	0.829087851378327	0.0000258412629074441	4.41599552713621	0.00977589892629426	Entropy_Down	167	3+ exon
LOC_00019772	2422	0.678981672785245	0.661967730740949	-0.0170139420442961	0.731630622579715	0.750936085434686	0.00000903668286280834	6.59834938726687	0.00518046162710886	Entropy_Down	133	3+ exon
LOC_00014662	2240	0.0840014887934827	0.0676674207151592	-0.0163340680783235	0.101883489308828	0.0964167874481336	0.00000551990529533569	7.34344251706967	0.00404501984596478	Entropy_Down	18	3+ exon
LOC_00013736	807	0.0395420344884317	0.0232353625414729	-0.0163066719469588	0.00965050916087696	0.00622288227403063	0.000352975007672444	1.23632753778729	0.0435287958589547	Entropy_Down	15	3+ exon
LOC_00009719	2145	0.362967129496224	0.346761106623927	-0.0162060228722967	0.405214068200854	0.411540717971301	0.0000162432518621554	8.19295608475549	0.00765634700551509	Entropy_Down	193	3+ exon
LOC_00006809	1793	0.107917617271506	0.0922372504497975	-0.0156803668217088	0.106394003040246	0.101948932335568	0.00031856067513364	3.88042522108858	0.0422311905016227	Entropy_Down	59	3+ exon
LOC_00009641	1376	0.452280633412906	0.437376076522854	-0.0149045568900517	0.477859962137204	0.488054835012301	0.0000662602744490825	9.55184054417843	0.0171051949331985	Entropy_Down	662	3+ exon
LOC_00025940	1945	0.552034245662048	0.537240129031105	-0.0147941166309437	0.543487391323507	0.559217403315299	0.00000501324521494017	12.8536188224507	0.00393836830570726	Entropy_Down	3194	3+ exon
LOC_00000481	2536	0.47763220144627	0.463131742632637	-0.014500458813633	0.620278564338053	0.631021925006197	0.0000183617462403866	5.15822374128165	0.00794838774499674	Entropy_Down	432	3+ exon
LOC_00022662	3488	0.288403866757204	0.274017681760317	-0.014386184996887	0.392898064229874	0.401251282757174	0.000000983494057926253	7.87375639308908	0.00122711132133375	Entropy_Down	237	3+ exon
LOC_00014772	1809	0.590992488653863	0.577108156447639	-0.0138843322062241	0.546399096895631	0.564914520906003	0.0000999713851869118	6.22635461918273	0.020081556657824	Entropy_Down	86	3+ exon
LOC_00005984	2320	0.412795696475912	0.399088173238665	-0.013707523237247	0.429669265882346	0.439190391588199	0.000044492156558237	13.6916915453306	0.0134817590393824	Entropy_Down	330	3+ exon
LOC_00023162	4669	0.516436671144601	0.502793935609343	-0.0136427355352588	0.594659531411698	0.604041536749999	0.00000000421384160674283	14.254576191233	0.0000127685420458032	Entropy_Down	222	3+ exon
LOC_00006935	2903	0.141253706339165	0.127981266673863	-0.0132724396653018	0.148272363703513	0.149384287708317	0.00000637974825320109	3.47010662028932	0.00434406893580863	Entropy_Down	31	3+ exon
LOC_00020963	3209	0.371414518670908	0.358162083774492	-0.0132524348964157	0.441213013894454	0.452218892798598	0.0000000421874046601978	10.613073142999	0.000111854630030932	Entropy_Down	965	3+ exon
LOC_00013187	8368	0.252391465958834	0.239365811939827	-0.0130256540190065	0.360645656133865	0.36829033647298	0.00000000000607808725209215	10.2567451365063	0.0000000644611543520633	Entropy_Down	1843	3+ exon
LOC_00014562	2933	0.114984771795935	0.102573722290133	-0.0124110495058018	0.12773475875047	0.131364152582697	0.00000948566626771252	5.3233903653943	0.00529474913695922	Entropy_Down	37	3+ exon
LOC_00004337	2801	0.391446423759124	0.379289965745033	-0.0121564580140905	0.422404231591208	0.430756116587096	0.000142238732012169	16.7635536717581	0.0252694126056411	Entropy_Down	7079	3+ exon
LOC_00006382	1660	0.202635965469637	0.190715733392208	-0.0119202320774285	0.211446290636493	0.217110122796939	0.000384667894037488	7.82177280881938	0.0461072694973289	Entropy_Down	149	3+ exon
LOC_00006598	2122	0.362627130124012	0.351726075225692	-0.0109010548983194	0.373728420898796	0.383127826146807	0.000140664252555054	4.0234583605906	0.0252694126056411	Entropy_Down	30	3+ exon
LOC_00010830	1856	0.0254604543327251	0.0154378516194979	-0.0100226027132272	0.00448235859428921	0.00253731804662739	0.000144151568774814	4.27438909830231	0.0252694126056411	Entropy_Down	28	3+ exon
LOC_00007857	3385	0.460134849136929	0.450127332933897	-0.0100075162030313	0.514499650344057	0.525416266049055	0.000227231532909516	1.60799303554388	0.0332628771513991	Entropy_Down	83	3+ exon
LOC_00018378	5164	0.148526560863442	0.139012802995631	-0.00951375786781146	0.163691786153875	0.167050028875721	0.00000000275647727707096	13.2091420728177	0.0000113009048803673	Entropy_Down	765	3+ exon
LOC_00006728	3464	0.243825868342336	0.23493661428721	-0.00888925405512637	0.27683348724742	0.283637456338137	0.000269287751690958	9.37067026655703	0.0380790833407794	Entropy_Down	550	3+ exon
LOC_00004532	7943	0.384643742676656	0.37664254370363	-0.00800119897302592	0.437781012383446	0.447234745480052	0.00000146383453820195	15.2947553161556	0.00155892067323434	Entropy_Down	653	3+ exon
LOC_00012527	5668	0.0818816028011472	0.074222484698078	-0.00765911810306927	0.085479061729088	0.08446798341054	0.000121347630672897	9.06969634949055	0.0231883296775029	Entropy_Down	515	3+ exon
LOC_00010160	3252	0.0578260093705275	0.0503579725792331	-0.0074680367912944	0.0596301727943465	0.0606272923855509	0.0000747168167983691	9.16697354930506	0.017950516328704	Entropy_Down	127	3+ exon
LOC_00010056	7605	0.0576293194665047	0.0519765385646375	-0.00565278090186717	0.0536215460179683	0.0516835371519893	0.000350453270442459	4.40815543369506	0.0434705515751754	Entropy_Down	38	3+ exon
